Time(s); gENROE.delta; gENROE.PELEC; iEEEX1_1.EFD; gENROE.PMECH; gENROE.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
3.91586; 26.1858; 0.305002; 1.3095; 0.4; 0.00102182; 0.272457; 1.01548; 1.00154; 1.0061
3.91686; 26.2043; 0.305467; 1.30951; 0.4; 0.00103284; 0.272457; 1.01545; 1.00152; 1.00609
3.91786; 26.223; 0.305936; 1.30952; 0.4; 0.00104381; 0.272457; 1.01542; 1.0015; 1.00608
3.91886; 26.2419; 0.306407; 1.30953; 0.4; 0.00105472; 0.272457; 1.01539; 1.00148; 1.00607
3.91986; 26.261; 0.306881; 1.30954; 0.4; 0.00106558; 0.272457; 1.01536; 1.00147; 1.00606
3.92086; 26.2802; 0.307358; 1.30956; 0.4; 0.00107638; 0.272457; 1.01534; 1.00145; 1.00605
3.92186; 26.2997; 0.307838; 1.30957; 0.4; 0.00108712; 0.272457; 1.01531; 1.00143; 1.00604
3.92286; 26.3194; 0.308321; 1.30959; 0.4; 0.00109781; 0.272457; 1.01528; 1.00142; 1.00603
3.92386; 26.3392; 0.308807; 1.30961; 0.4; 0.00110844; 0.272457; 1.01525; 1.0014; 1.00602
3.92486; 26.3593; 0.309295; 1.30963; 0.4; 0.00111902; 0.272457; 1.01522; 1.00138; 1.00601
3.92586; 26.3795; 0.309787; 1.30966; 0.4; 0.00112953; 0.272457; 1.01519; 1.00136; 1.00601
3.92686; 26.3999; 0.310281; 1.30968; 0.4; 0.00113999; 0.272457; 1.01516; 1.00135; 1.006
3.92786; 26.4206; 0.310778; 1.30971; 0.4; 0.00115039; 0.272457; 1.01514; 1.00133; 1.00599
3.92886; 26.4414; 0.311278; 1.30974; 0.4; 0.00116073; 0.272457; 1.01511; 1.00131; 1.00598
3.92986; 26.4623; 0.31178; 1.30977; 0.4; 0.00117101; 0.272457; 1.01508; 1.00129; 1.00597
3.93086; 26.4835; 0.312285; 1.30981; 0.4; 0.00118123; 0.272457; 1.01505; 1.00127; 1.00596
3.93186; 26.5049; 0.312793; 1.30984; 0.4; 0.00119139; 0.272457; 1.01502; 1.00126; 1.00595
3.93286; 26.5264; 0.313303; 1.30988; 0.4; 0.00120149; 0.272457; 1.01499; 1.00124; 1.00594
3.93386; 26.5481; 0.313816; 1.30992; 0.4; 0.00121154; 0.272457; 1.01496; 1.00122; 1.00592
3.93486; 26.57; 0.314331; 1.30996; 0.4; 0.00122152; 0.272457; 1.01493; 1.0012; 1.00591
3.93586; 26.5921; 0.314849; 1.31; 0.4; 0.00123144; 0.272457; 1.0149; 1.00119; 1.0059
3.93686; 26.6144; 0.31537; 1.31004; 0.4; 0.0012413; 0.272457; 1.01487; 1.00117; 1.00589
3.93786; 26.6368; 0.315893; 1.31009; 0.4; 0.0012511; 0.272457; 1.01484; 1.00115; 1.00588
3.93886; 26.6594; 0.316419; 1.31014; 0.4; 0.00126083; 0.272457; 1.01482; 1.00113; 1.00587
3.93986; 26.6822; 0.316947; 1.31019; 0.4; 0.00127051; 0.272457; 1.01479; 1.00111; 1.00586
3.94086; 26.7051; 0.317477; 1.31024; 0.4; 0.00128012; 0.272457; 1.01476; 1.0011; 1.00585
3.94186; 26.7283; 0.31801; 1.31029; 0.4; 0.00128967; 0.272457; 1.01473; 1.00108; 1.00584
3.94286; 26.7516; 0.318545; 1.31034; 0.4; 0.00129916; 0.272457; 1.0147; 1.00106; 1.00583
3.94386; 26.775; 0.319083; 1.3104; 0.4; 0.00130858; 0.272457; 1.01467; 1.00104; 1.00582
3.94486; 26.7987; 0.319623; 1.31045; 0.4; 0.00131794; 0.272457; 1.01464; 1.00102; 1.00581
3.94586; 26.8225; 0.320165; 1.31051; 0.4; 0.00132724; 0.272457; 1.01461; 1.001; 1.0058
3.94686; 26.8465; 0.32071; 1.31057; 0.4; 0.00133647; 0.272457; 1.01458; 1.00099; 1.00579
3.94786; 26.8706; 0.321256; 1.31063; 0.4; 0.00134564; 0.272457; 1.01455; 1.00097; 1.00578
3.94886; 26.8949; 0.321805; 1.3107; 0.4; 0.00135474; 0.272457; 1.01452; 1.00095; 1.00577
3.94986; 26.9194; 0.322356; 1.31076; 0.4; 0.00136378; 0.272457; 1.01449; 1.00093; 1.00576
3.95086; 26.944; 0.32291; 1.31083; 0.4; 0.00137276; 0.272457; 1.01446; 1.00091; 1.00575
3.95186; 26.9688; 0.323465; 1.3109; 0.4; 0.00138166; 0.272457; 1.01443; 1.00089; 1.00574
3.95286; 26.9937; 0.324023; 1.31096; 0.4; 0.00139051; 0.272457; 1.0144; 1.00088; 1.00573
3.95386; 27.0188; 0.324583; 1.31104; 0.4; 0.00139929; 0.272457; 1.01437; 1.00086; 1.00572
3.95486; 27.0441; 0.325144; 1.31111; 0.4; 0.001408; 0.272457; 1.01434; 1.00084; 1.00571
3.95586; 27.0695; 0.325708; 1.31118; 0.4; 0.00141664; 0.272457; 1.01431; 1.00082; 1.0057
3.95686; 27.0951; 0.326274; 1.31126; 0.4; 0.00142522; 0.272457; 1.01428; 1.0008; 1.00569
3.95786; 27.1208; 0.326842; 1.31133; 0.4; 0.00143374; 0.272457; 1.01425; 1.00078; 1.00568
3.95886; 27.1467; 0.327412; 1.31141; 0.4; 0.00144218; 0.272457; 1.01422; 1.00076; 1.00566
3.95986; 27.1728; 0.327984; 1.31149; 0.4; 0.00145056; 0.272457; 1.01419; 1.00074; 1.00565
3.96086; 27.1989; 0.328557; 1.31157; 0.4; 0.00145887; 0.272457; 1.01416; 1.00073; 1.00564
3.96186; 27.2253; 0.329133; 1.31165; 0.4; 0.00146712; 0.272457; 1.01413; 1.00071; 1.00563
3.96286; 27.2518; 0.32971; 1.31174; 0.4; 0.0014753; 0.272457; 1.0141; 1.00069; 1.00562
3.96386; 27.2784; 0.330289; 1.31182; 0.4; 0.0014834; 0.272457; 1.01407; 1.00067; 1.00561
3.96486; 27.3052; 0.33087; 1.31191; 0.4; 0.00149145; 0.272457; 1.01404; 1.00065; 1.0056
3.96586; 27.3321; 0.331453; 1.312; 0.4; 0.00149942; 0.272457; 1.01401; 1.00063; 1.00559
3.96686; 27.3591; 0.332038; 1.31209; 0.4; 0.00150732; 0.272457; 1.01398; 1.00061; 1.00558
3.96786; 27.3863; 0.332624; 1.31218; 0.4; 0.00151516; 0.272457; 1.01395; 1.00059; 1.00557
3.96886; 27.4137; 0.333212; 1.31227; 0.4; 0.00152292; 0.272457; 1.01392; 1.00057; 1.00556
3.96986; 27.4412; 0.333802; 1.31237; 0.4; 0.00153062; 0.272457; 1.01389; 1.00055; 1.00554
3.97086; 27.4688; 0.334393; 1.31246; 0.4; 0.00153825; 0.272457; 1.01386; 1.00053; 1.00553
3.97186; 27.4966; 0.334986; 1.31256; 0.4; 0.0015458; 0.272457; 1.01383; 1.00051; 1.00552
3.97286; 27.5244; 0.335581; 1.31265; 0.4; 0.00155329; 0.272457; 1.0138; 1.00049; 1.00551
3.97386; 27.5525; 0.336177; 1.31275; 0.4; 0.00156071; 0.272457; 1.01377; 1.00047; 1.0055
3.97486; 27.5806; 0.336774; 1.31285; 0.4; 0.00156806; 0.272457; 1.01374; 1.00046; 1.00549
3.97586; 27.6089; 0.337373; 1.31295; 0.4; 0.00157534; 0.272457; 1.01371; 1.00044; 1.00548
3.97686; 27.6373; 0.337974; 1.31306; 0.4; 0.00158254; 0.272457; 1.01368; 1.00042; 1.00547
3.97785; 27.6659; 0.338576; 1.31316; 0.4; 0.00158968; 0.272457; 1.01365; 1.0004; 1.00545
3.97885; 27.6946; 0.33918; 1.31327; 0.4; 0.00159675; 0.272457; 1.01362; 1.00038; 1.00544
3.97985; 27.7234; 0.339785; 1.31337; 0.4; 0.00160374; 0.272457; 1.01359; 1.00036; 1.00543
3.98085; 27.7523; 0.340391; 1.31348; 0.4; 0.00161067; 0.272457; 1.01355; 1.00034; 1.00542
3.98185; 27.7814; 0.340999; 1.31359; 0.4; 0.00161752; 0.272457; 1.01352; 1.00032; 1.00541
3.98285; 27.8105; 0.341608; 1.3137; 0.4; 0.0016243; 0.272457; 1.01349; 1.0003; 1.0054
3.98385; 27.8398; 0.342218; 1.31381; 0.4; 0.00163101; 0.272457; 1.01346; 1.00028; 1.00539
3.98485; 27.8693; 0.34283; 1.31393; 0.4; 0.00163765; 0.272457; 1.01343; 1.00026; 1.00537
3.98585; 27.8988; 0.343443; 1.31404; 0.4; 0.00164422; 0.272457; 1.0134; 1.00024; 1.00536
3.98685; 27.9284; 0.344057; 1.31415; 0.4; 0.00165071; 0.272457; 1.01337; 1.00022; 1.00535
3.98785; 27.9582; 0.344672; 1.31427; 0.4; 0.00165713; 0.272457; 1.01334; 1.0002; 1.00534
3.98885; 27.9881; 0.345288; 1.31439; 0.4; 0.00166348; 0.272457; 1.01331; 1.00018; 1.00533
3.98985; 28.0181; 0.345906; 1.31451; 0.4; 0.00166976; 0.272457; 1.01328; 1.00016; 1.00531
3.99085; 28.0482; 0.346525; 1.31463; 0.4; 0.00167597; 0.272457; 1.01325; 1.00014; 1.0053
3.99185; 28.0784; 0.347145; 1.31475; 0.4; 0.0016821; 0.272457; 1.01321; 1.00012; 1.00529
3.99285; 28.1088; 0.347765; 1.31487; 0.4; 0.00168816; 0.272457; 1.01318; 1.0001; 1.00528
3.99385; 28.1392; 0.348387; 1.31499; 0.4; 0.00169415; 0.272457; 1.01315; 1.00007; 1.00527
3.99485; 28.1698; 0.34901; 1.31512; 0.4; 0.00170006; 0.272457; 1.01312; 1.00005; 1.00526
3.99585; 28.2004; 0.349634; 1.31524; 0.4; 0.0017059; 0.272457; 1.01309; 1.00003; 1.00524
3.99685; 28.2312; 0.350259; 1.31537; 0.4; 0.00171167; 0.272457; 1.01306; 1.00001; 1.00523
3.99785; 28.262; 0.350885; 1.3155; 0.4; 0.00171736; 0.272457; 1.01303; 0.999993; 1.00522
3.99885; 28.293; 0.351512; 1.31563; 0.4; 0.00172298; 0.272457; 1.013; 0.999972; 1.00521
3.99985; 28.3241; 0.352139; 1.31576; 0.4; 0.00172853; 0.272457; 1.01297; 0.999951; 1.0052
4.00085; 28.3552; 0.352768; 1.31589; 0.4; 0.001734; 0.272457; 1.01293; 0.999931; 1.00518
4.00185; 28.3865; 0.353397; 1.31602; 0.4; 0.0017394; 0.272457; 1.0129; 0.99991; 1.00517
4.00285; 28.4179; 0.354027; 1.31616; 0.4; 0.00174473; 0.272457; 1.01287; 0.999889; 1.00516
4.00385; 28.4493; 0.354658; 1.31629; 0.4; 0.00174998; 0.272457; 1.01284; 0.999868; 1.00515
4.00485; 28.4809; 0.355289; 1.31643; 0.4; 0.00175516; 0.272457; 1.01281; 0.999847; 1.00513
4.00585; 28.5125; 0.355922; 1.31656; 0.4; 0.00176027; 0.272457; 1.01278; 0.999826; 1.00512
4.00685; 28.5442; 0.356555; 1.3167; 0.4; 0.0017653; 0.272457; 1.01275; 0.999805; 1.00511
4.00785; 28.576; 0.357189; 1.31684; 0.4; 0.00177025; 0.272457; 1.01271; 0.999784; 1.0051
4.00885; 28.608; 0.357823; 1.31698; 0.4; 0.00177513; 0.272457; 1.01268; 0.999763; 1.00508
4.00985; 28.6399; 0.358458; 1.31712; 0.4; 0.00177994; 0.272457; 1.01265; 0.999742; 1.00507
4.01085; 28.672; 0.359093; 1.31726; 0.4; 0.00178467; 0.272457; 1.01262; 0.999721; 1.00506
4.01185; 28.7042; 0.359729; 1.31741; 0.4; 0.00178933; 0.272457; 1.01259; 0.9997; 1.00505
4.01285; 28.7365; 0.360366; 1.31755; 0.4; 0.00179392; 0.272457; 1.01256; 0.999678; 1.00503
4.01385; 28.7688; 0.361003; 1.31769; 0.4; 0.00179843; 0.272457; 1.01252; 0.999657; 1.00502
4.01485; 28.8012; 0.361641; 1.31784; 0.4; 0.00180286; 0.272457; 1.01249; 0.999636; 1.00501
4.01585; 28.8337; 0.362279; 1.31799; 0.4; 0.00180722; 0.272457; 1.01246; 0.999614; 1.005
4.01685; 28.8663; 0.362918; 1.31814; 0.4; 0.0018115; 0.272457; 1.01243; 0.999593; 1.00498
4.01785; 28.8989; 0.363557; 1.31828; 0.4; 0.00181571; 0.272457; 1.0124; 0.999571; 1.00497
4.01885; 28.9316; 0.364196; 1.31843; 0.4; 0.00181985; 0.272457; 1.01237; 0.99955; 1.00496
4.01985; 28.9644; 0.364836; 1.31859; 0.4; 0.00182391; 0.272457; 1.01233; 0.999528; 1.00495
4.02085; 28.9973; 0.365476; 1.31874; 0.4; 0.0018279; 0.272457; 1.0123; 0.999507; 1.00493
4.02185; 29.0302; 0.366116; 1.31889; 0.4; 0.00183181; 0.272457; 1.01227; 0.999485; 1.00492
4.02285; 29.0632; 0.366756; 1.31904; 0.4; 0.00183564; 0.272457; 1.01224; 0.999464; 1.00491
4.02385; 29.0963; 0.367397; 1.3192; 0.4; 0.0018394; 0.272457; 1.01221; 0.999442; 1.00489
4.02485; 29.1294; 0.368038; 1.31936; 0.4; 0.00184309; 0.272457; 1.01217; 0.99942; 1.00488
4.02585; 29.1626; 0.36868; 1.31951; 0.4; 0.0018467; 0.272457; 1.01214; 0.999398; 1.00487
4.02685; 29.1959; 0.369321; 1.31967; 0.4; 0.00185023; 0.272457; 1.01211; 0.999377; 1.00486
4.02785; 29.2293; 0.369963; 1.31983; 0.4; 0.00185369; 0.272457; 1.01208; 0.999355; 1.00484
4.02885; 29.2627; 0.370605; 1.31999; 0.4; 0.00185708; 0.272457; 1.01205; 0.999333; 1.00483
4.02985; 29.2961; 0.371246; 1.32015; 0.4; 0.00186039; 0.272457; 1.01202; 0.999311; 1.00482
4.03085; 29.3296; 0.371888; 1.32031; 0.4; 0.00186362; 0.272457; 1.01198; 0.999289; 1.0048
4.03185; 29.3632; 0.37253; 1.32047; 0.4; 0.00186678; 0.272457; 1.01195; 0.999267; 1.00479
4.03285; 29.3968; 0.373172; 1.32064; 0.4; 0.00186987; 0.272457; 1.01192; 0.999245; 1.00478
4.03385; 29.4305; 0.373814; 1.3208; 0.4; 0.00187288; 0.272457; 1.01189; 0.999223; 1.00476
4.03485; 29.4643; 0.374456; 1.32097; 0.4; 0.00187581; 0.272457; 1.01185; 0.999201; 1.00475
4.03585; 29.498; 0.375098; 1.32113; 0.4; 0.00187867; 0.272457; 1.01182; 0.999179; 1.00474
4.03685; 29.5319; 0.37574; 1.3213; 0.4; 0.00188145; 0.272457; 1.01179; 0.999157; 1.00472
4.03785; 29.5658; 0.376382; 1.32147; 0.4; 0.00188416; 0.272457; 1.01176; 0.999134; 1.00471
4.03885; 29.5997; 0.377024; 1.32163; 0.4; 0.0018868; 0.272457; 1.01173; 0.999112; 1.0047
4.03985; 29.6337; 0.377665; 1.3218; 0.4; 0.00188935; 0.272457; 1.01169; 0.99909; 1.00468
4.04085; 29.6677; 0.378306; 1.32197; 0.4; 0.00189184; 0.272457; 1.01166; 0.999068; 1.00467
4.04185; 29.7018; 0.378947; 1.32215; 0.4; 0.00189425; 0.272457; 1.01163; 0.999045; 1.00466
4.04285; 29.7359; 0.379588; 1.32232; 0.4; 0.00189658; 0.272457; 1.0116; 0.999023; 1.00464
4.04385; 29.7701; 0.380229; 1.32249; 0.4; 0.00189884; 0.272457; 1.01157; 0.999001; 1.00463
4.04485; 29.8043; 0.380869; 1.32267; 0.4; 0.00190102; 0.272457; 1.01153; 0.998978; 1.00462
4.04585; 29.8385; 0.381509; 1.32284; 0.4; 0.00190313; 0.272457; 1.0115; 0.998956; 1.0046
4.04685; 29.8728; 0.382149; 1.32302; 0.4; 0.00190517; 0.272457; 1.01147; 0.998933; 1.00459
4.04785; 29.9071; 0.382788; 1.32319; 0.4; 0.00190712; 0.272457; 1.01144; 0.998911; 1.00457
4.04885; 29.9415; 0.383427; 1.32337; 0.4; 0.00190901; 0.272457; 1.0114; 0.998888; 1.00456
4.04985; 29.9758; 0.384066; 1.32355; 0.4; 0.00191082; 0.272457; 1.01137; 0.998866; 1.00455
4.05085; 30.0103; 0.384704; 1.32373; 0.4; 0.00191255; 0.272457; 1.01134; 0.998843; 1.00453
4.05185; 30.0447; 0.385342; 1.32391; 0.4; 0.00191421; 0.272457; 1.01131; 0.99882; 1.00452
4.05285; 30.0792; 0.385979; 1.32409; 0.4; 0.0019158; 0.272457; 1.01128; 0.998798; 1.00451
4.05385; 30.1137; 0.386616; 1.32427; 0.4; 0.00191731; 0.272457; 1.01124; 0.998775; 1.00449
4.05485; 30.1482; 0.387252; 1.32445; 0.4; 0.00191875; 0.272457; 1.01121; 0.998753; 1.00448
4.05585; 30.1827; 0.387888; 1.32464; 0.4; 0.00192011; 0.272457; 1.01118; 0.99873; 1.00446
4.05685; 30.2173; 0.388523; 1.32482; 0.4; 0.0019214; 0.272457; 1.01115; 0.998707; 1.00445
4.05785; 30.2519; 0.389157; 1.32501; 0.4; 0.00192261; 0.272457; 1.01111; 0.998684; 1.00444
4.05885; 30.2865; 0.389791; 1.32519; 0.4; 0.00192375; 0.272457; 1.01108; 0.998662; 1.00442
4.05985; 30.3212; 0.390425; 1.32538; 0.4; 0.00192482; 0.272457; 1.01105; 0.998639; 1.00441
4.06085; 30.3558; 0.391057; 1.32556; 0.4; 0.00192581; 0.272457; 1.01102; 0.998616; 1.00439
4.06185; 30.3905; 0.391689; 1.32575; 0.4; 0.00192673; 0.272457; 1.01098; 0.998593; 1.00438
4.06285; 30.4252; 0.392321; 1.32594; 0.4; 0.00192757; 0.272457; 1.01095; 0.99857; 1.00437
4.06385; 30.4599; 0.392951; 1.32613; 0.4; 0.00192834; 0.272457; 1.01092; 0.998547; 1.00435
4.06485; 30.4946; 0.393581; 1.32632; 0.4; 0.00192904; 0.272457; 1.01089; 0.998524; 1.00434
4.06585; 30.5293; 0.39421; 1.32651; 0.4; 0.00192966; 0.272457; 1.01086; 0.998502; 1.00432
4.06685; 30.5641; 0.394838; 1.32671; 0.4; 0.00193021; 0.272457; 1.01082; 0.998479; 1.00431
4.06785; 30.5988; 0.395465; 1.3269; 0.4; 0.00193069; 0.272457; 1.01079; 0.998456; 1.0043
4.06885; 30.6336; 0.396092; 1.32709; 0.4; 0.00193109; 0.272457; 1.01076; 0.998433; 1.00428
4.06985; 30.6683; 0.396717; 1.32729; 0.4; 0.00193142; 0.272457; 1.01073; 0.99841; 1.00427
4.07085; 30.7031; 0.397342; 1.32748; 0.4; 0.00193168; 0.272457; 1.01069; 0.998387; 1.00425
4.07185; 30.7379; 0.397966; 1.32768; 0.4; 0.00193186; 0.272457; 1.01066; 0.998364; 1.00424
4.07285; 30.7727; 0.398589; 1.32787; 0.4; 0.00193197; 0.272457; 1.01063; 0.998341; 1.00422
4.07385; 30.8074; 0.399211; 1.32807; 0.4; 0.00193201; 0.272457; 1.0106; 0.998318; 1.00421
4.07485; 30.8422; 0.399832; 1.32827; 0.4; 0.00193198; 0.272457; 1.01057; 0.998295; 1.0042
4.07585; 30.877; 0.400452; 1.32847; 0.4; 0.00193187; 0.272457; 1.01053; 0.998272; 1.00418
4.07685; 30.9118; 0.40107; 1.32867; 0.4; 0.00193169; 0.272457; 1.0105; 0.998248; 1.00417
4.07785; 30.9465; 0.401688; 1.32887; 0.4; 0.00193144; 0.272457; 1.01047; 0.998225; 1.00415
4.07885; 30.9813; 0.402305; 1.32907; 0.4; 0.00193112; 0.272457; 1.01044; 0.998202; 1.00414
4.07985; 31.016; 0.402921; 1.32927; 0.4; 0.00193072; 0.272457; 1.0104; 0.998179; 1.00412
4.08085; 31.0508; 0.403535; 1.32948; 0.4; 0.00193025; 0.272457; 1.01037; 0.998156; 1.00411
4.08185; 31.0855; 0.404149; 1.32968; 0.4; 0.00192972; 0.272457; 1.01034; 0.998133; 1.0041
4.08285; 31.1203; 0.404761; 1.32988; 0.4; 0.0019291; 0.272457; 1.01031; 0.99811; 1.00408
4.08385; 31.155; 0.405372; 1.33009; 0.4; 0.00192842; 0.272457; 1.01028; 0.998087; 1.00407
4.08485; 31.1897; 0.405982; 1.33029; 0.4; 0.00192767; 0.272457; 1.01024; 0.998064; 1.00405
4.08585; 31.2244; 0.406591; 1.3305; 0.4; 0.00192685; 0.272457; 1.01021; 0.99804; 1.00404
4.08685; 31.2591; 0.407198; 1.33071; 0.4; 0.00192595; 0.272457; 1.01018; 0.998017; 1.00402
4.08785; 31.2937; 0.407804; 1.33091; 0.4; 0.00192498; 0.272457; 1.01015; 0.997994; 1.00401
4.08885; 31.3284; 0.408409; 1.33112; 0.4; 0.00192395; 0.272457; 1.01012; 0.997971; 1.00399
4.08985; 31.363; 0.409013; 1.33133; 0.4; 0.00192284; 0.272457; 1.01008; 0.997948; 1.00398
4.09085; 31.3976; 0.409615; 1.33154; 0.4; 0.00192166; 0.272457; 1.01005; 0.997925; 1.00397
4.09185; 31.4322; 0.410216; 1.33175; 0.4; 0.00192041; 0.272457; 1.01002; 0.997901; 1.00395
4.09285; 31.4667; 0.410815; 1.33196; 0.4; 0.0019191; 0.272457; 1.00999; 0.997878; 1.00394
4.09385; 31.5013; 0.411413; 1.33218; 0.4; 0.00191771; 0.272457; 1.00996; 0.997855; 1.00392
4.09485; 31.5358; 0.41201; 1.33239; 0.4; 0.00191625; 0.272457; 1.00992; 0.997832; 1.00391
4.09585; 31.5702; 0.412605; 1.3326; 0.4; 0.00191472; 0.272457; 1.00989; 0.997809; 1.00389
4.09685; 31.6047; 0.413199; 1.33282; 0.4; 0.00191313; 0.272457; 1.00986; 0.997786; 1.00388
4.09785; 31.6391; 0.413791; 1.33303; 0.4; 0.00191146; 0.272457; 1.00983; 0.997763; 1.00386
4.09885; 31.6735; 0.414382; 1.33325; 0.4; 0.00190973; 0.272457; 1.0098; 0.997739; 1.00385
4.09985; 31.7079; 0.414971; 1.33346; 0.4; 0.00190792; 0.272457; 1.00977; 0.997716; 1.00383
4.10085; 31.7422; 0.415559; 1.33368; 0.4; 0.00190605; 0.272457; 1.00973; 0.997693; 1.00382
4.10185; 31.7765; 0.416145; 1.3339; 0.4; 0.00190411; 0.272457; 1.0097; 0.99767; 1.00381
4.10285; 31.8107; 0.41673; 1.33412; 0.4; 0.0019021; 0.272457; 1.00967; 0.997647; 1.00379
4.10385; 31.845; 0.417313; 1.33433; 0.4; 0.00190002; 0.272457; 1.00964; 0.997624; 1.00378
4.10485; 31.8791; 0.417894; 1.33455; 0.4; 0.00189788; 0.272457; 1.00961; 0.997601; 1.00376
4.10585; 31.9133; 0.418474; 1.33477; 0.4; 0.00189566; 0.272457; 1.00958; 0.997578; 1.00375
4.10685; 31.9474; 0.419052; 1.33499; 0.4; 0.00189338; 0.272457; 1.00954; 0.997555; 1.00373
4.10785; 31.9814; 0.419628; 1.33522; 0.4; 0.00189104; 0.272457; 1.00951; 0.997532; 1.00372
4.10885; 32.0155; 0.420203; 1.33544; 0.4; 0.00188862; 0.272457; 1.00948; 0.997509; 1.0037
4.10985; 32.0494; 0.420776; 1.33566; 0.4; 0.00188614; 0.272457; 1.00945; 0.997486; 1.00369
4.11085; 32.0834; 0.421347; 1.33588; 0.4; 0.00188359; 0.272457; 1.00942; 0.997463; 1.00367
4.11185; 32.1172; 0.421917; 1.33611; 0.4; 0.00188098; 0.272457; 1.00939; 0.99744; 1.00366
4.11285; 32.1511; 0.422485; 1.33633; 0.4; 0.00187829; 0.272457; 1.00936; 0.997417; 1.00364
4.11385; 32.1849; 0.423051; 1.33656; 0.4; 0.00187555; 0.272457; 1.00933; 0.997394; 1.00363
4.11485; 32.2186; 0.423615; 1.33678; 0.4; 0.00187273; 0.272457; 1.00929; 0.997371; 1.00362
4.11585; 32.2523; 0.424177; 1.33701; 0.4; 0.00186986; 0.272457; 1.00926; 0.997348; 1.0036
4.11685; 32.2859; 0.424737; 1.33724; 0.4; 0.00186691; 0.272457; 1.00923; 0.997325; 1.00359
4.11785; 32.3195; 0.425296; 1.33747; 0.4; 0.0018639; 0.272457; 1.0092; 0.997303; 1.00357
4.11884; 32.353; 0.425853; 1.33769; 0.4; 0.00186083; 0.272457; 1.00917; 0.99728; 1.00356
4.11984; 32.3865; 0.426407; 1.33792; 0.4; 0.00185769; 0.272457; 1.00914; 0.997257; 1.00354
4.12084; 32.4199; 0.42696; 1.33815; 0.4; 0.00185448; 0.272457; 1.00911; 0.997234; 1.00353
4.12184; 32.4532; 0.427511; 1.33838; 0.4; 0.00185121; 0.272457; 1.00908; 0.997212; 1.00351
4.12284; 32.4865; 0.42806; 1.33861; 0.4; 0.00184788; 0.272457; 1.00905; 0.997189; 1.0035
4.12384; 32.5198; 0.428607; 1.33884; 0.4; 0.00184449; 0.272457; 1.00902; 0.997166; 1.00348
4.12484; 32.5529; 0.429152; 1.33908; 0.4; 0.00184103; 0.272457; 1.00899; 0.997143; 1.00347
4.12584; 32.586; 0.429696; 1.33931; 0.4; 0.0018375; 0.272457; 1.00895; 0.997121; 1.00346
4.12684; 32.6191; 0.430237; 1.33954; 0.4; 0.00183392; 0.272457; 1.00892; 0.997098; 1.00344
4.12784; 32.6521; 0.430775; 1.33978; 0.4; 0.00183027; 0.272457; 1.00889; 0.997076; 1.00343
4.12884; 32.685; 0.431312; 1.34001; 0.4; 0.00182656; 0.272457; 1.00886; 0.997053; 1.00341
4.12984; 32.7178; 0.431847; 1.34024; 0.4; 0.00182278; 0.272457; 1.00883; 0.997031; 1.0034
4.13084; 32.7506; 0.43238; 1.34048; 0.4; 0.00181894; 0.272457; 1.0088; 0.997008; 1.00338
4.13184; 32.7833; 0.43291; 1.34072; 0.4; 0.00181505; 0.272457; 1.00877; 0.996986; 1.00337
4.13284; 32.8159; 0.433439; 1.34095; 0.4; 0.00181109; 0.272457; 1.00874; 0.996963; 1.00336
4.13384; 32.8485; 0.433965; 1.34119; 0.4; 0.00180706; 0.272457; 1.00871; 0.996941; 1.00334
4.13484; 32.881; 0.434489; 1.34143; 0.4; 0.00180298; 0.272457; 1.00868; 0.996919; 1.00333
4.13584; 32.9134; 0.435012; 1.34167; 0.4; 0.00179884; 0.272457; 1.00865; 0.996897; 1.00331
4.13684; 32.9458; 0.435531; 1.3419; 0.4; 0.00179463; 0.272457; 1.00862; 0.996874; 1.0033
4.13784; 32.978; 0.436049; 1.34214; 0.4; 0.00179037; 0.272457; 1.00859; 0.996852; 1.00328
4.13884; 33.0102; 0.436564; 1.34238; 0.4; 0.00178604; 0.272457; 1.00856; 0.99683; 1.00327
4.13984; 33.0423; 0.437078; 1.34262; 0.4; 0.00178166; 0.272457; 1.00853; 0.996808; 1.00326
4.14084; 33.0743; 0.437589; 1.34286; 0.4; 0.00177721; 0.272457; 1.0085; 0.996786; 1.00324
4.14184; 33.1063; 0.438097; 1.34311; 0.4; 0.00177271; 0.272457; 1.00847; 0.996764; 1.00323
4.14284; 33.1382; 0.438603; 1.34335; 0.4; 0.00176815; 0.272457; 1.00844; 0.996742; 1.00321
4.14384; 33.17; 0.439107; 1.34359; 0.4; 0.00176352; 0.272457; 1.00841; 0.99672; 1.0032
4.14484; 33.2017; 0.439609; 1.34383; 0.4; 0.00175884; 0.272457; 1.00839; 0.996698; 1.00318
4.14584; 33.2333; 0.440108; 1.34408; 0.4; 0.00175411; 0.272457; 1.00836; 0.996676; 1.00317
4.14684; 33.2648; 0.440605; 1.34432; 0.4; 0.00174931; 0.272457; 1.00833; 0.996655; 1.00316
4.14784; 33.2962; 0.4411; 1.34457; 0.4; 0.00174446; 0.272457; 1.0083; 0.996633; 1.00314
4.14884; 33.3276; 0.441592; 1.34481; 0.4; 0.00173954; 0.272457; 1.00827; 0.996611; 1.00313
4.14984; 33.3589; 0.442082; 1.34506; 0.4; 0.00173458; 0.272457; 1.00824; 0.99659; 1.00311
4.15084; 33.39; 0.44257; 1.3453; 0.4; 0.00172955; 0.272457; 1.00821; 0.996568; 1.0031
