Time(s) " gENROE.delta" " gENROE.PELEC" " eXNI.EFD" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
3.46289 " 38.5384" " 0.483687" " 1.06138" " 0.4" " -0.00261352" " 0" " 1.00765" " 0.99582" " 1.00262"
3.46389 " 38.4913" " 0.482632" " 1.05832" " 0.4" " -0.00262311" " 0" " 1.00768" " 0.995848" " 1.00264"
3.46489 " 38.444" " 0.481574" " 1.05528" " 0.4" " -0.00263258" " 0" " 1.0077" " 0.995875" " 1.00266"
3.46589 " 38.3965" " 0.480514" " 1.05228" " 0.4" " -0.00264193" " 0" " 1.00773" " 0.995902" " 1.00267"
3.46689 " 38.3489" " 0.479451" " 1.04932" " 0.4" " -0.00265115" " 0" " 1.00775" " 0.995928" " 1.00269"
3.46789 " 38.3011" " 0.478387" " 1.04639" " 0.4" " -0.00266024" " 0" " 1.00778" " 0.995955" " 1.00271"
3.46889 " 38.2531" " 0.47732" " 1.04348" " 0.4" " -0.00266921" " 0" " 1.0078" " 0.995981" " 1.00273"
3.46989 " 38.205" " 0.476251" " 1.04061" " 0.4" " -0.00267806" " 0" " 1.00783" " 0.996007" " 1.00274"
3.47089 " 38.1567" " 0.47518" " 1.03778" " 0.4" " -0.00268678" " 0" " 1.00785" " 0.996032" " 1.00276"
3.47189 " 38.1083" " 0.474106" " 1.03499" " 0.4" " -0.00269537" " 0" " 1.00787" " 0.996057" " 1.00278"
3.47289 " 38.0597" " 0.473031" " 1.03222" " 0.4" " -0.00270384" " 0" " 1.0079" " 0.996082" " 1.00279"
3.47389 " 38.0109" " 0.471954" " 1.0295" " 0.4" " -0.00271218" " 0" " 1.00792" " 0.996107" " 1.00281"
3.47489 " 37.962" " 0.470874" " 1.02679" " 0.4" " -0.0027204" " 0" " 1.00794" " 0.996131" " 1.00283"
3.47589 " 37.913" " 0.469793" " 1.02415" " 0.4" " -0.00272849" " 0" " 1.00796" " 0.996156" " 1.00284"
3.47689 " 37.8638" " 0.46871" " 1.02154" " 0.4" " -0.00273645" " 0" " 1.00798" " 0.996179" " 1.00286"
3.47789 " 37.8145" " 0.467625" " 1.01895" " 0.4" " -0.00274428" " 0" " 1.008" " 0.996203" " 1.00287"
3.47889 " 37.765" " 0.466539" " 1.01641" " 0.4" " -0.00275199" " 0" " 1.00802" " 0.996226" " 1.00289"
3.47989 " 37.7154" " 0.465451" " 1.0139" " 0.4" " -0.00275957" " 0" " 1.00804" " 0.996249" " 1.0029"
3.48089 " 37.6657" " 0.464361" " 1.01143" " 0.4" " -0.00276703" " 0" " 1.00806" " 0.996271" " 1.00292"
3.48189 " 37.6158" " 0.463269" " 1.009" " 0.4" " -0.00277435" " 0" " 1.00808" " 0.996294" " 1.00293"
3.48289 " 37.5658" " 0.462176" " 1.00661" " 0.4" " -0.00278155" " 0" " 1.0081" " 0.996316" " 1.00294"
3.48389 " 37.5157" " 0.461082" " 1.00425" " 0.4" " -0.00278862" " 0" " 1.00812" " 0.996337" " 1.00296"
3.48489 " 37.4654" " 0.459986" " 1.00193" " 0.4" " -0.00279556" " 0" " 1.00813" " 0.996359" " 1.00297"
3.48589 " 37.415" " 0.458889" " 0.999654" " 0.4" " -0.00280237" " 0" " 1.00815" " 0.99638" " 1.00299"
3.48689 " 37.3645" " 0.45779" " 0.997411" " 0.4" " -0.00280905" " 0" " 1.00817" " 0.996401" " 1.003"
3.48789 " 37.3139" " 0.45669" " 0.995204" " 0.4" " -0.00281561" " 0" " 1.00818" " 0.996421" " 1.00301"
3.48889 " 37.2631" " 0.455589" " 0.993034" " 0.4" " -0.00282204" " 0" " 1.0082" " 0.996441" " 1.00303"
3.48989 " 37.2123" " 0.454487" " 0.990901" " 0.4" " -0.00282833" " 0" " 1.00821" " 0.996461" " 1.00304"
3.49089 " 37.1613" " 0.453384" " 0.988822" " 0.4" " -0.0028345" " 0" " 1.00823" " 0.996481" " 1.00305"
3.49189 " 37.1102" " 0.452279" " 0.986778" " 0.4" " -0.00284054" " 0" " 1.00824" " 0.9965" " 1.00306"
3.49289 " 37.0591" " 0.451174" " 0.98477" " 0.4" " -0.00284645" " 0" " 1.00826" " 0.996519" " 1.00307"
3.49389 " 37.0078" " 0.450068" " 0.982816" " 0.4" " -0.00285223" " 0" " 1.00827" " 0.996537" " 1.00309"
3.49489 " 36.9564" " 0.448961" " 0.980878" " 0.4" " -0.00285788" " 0" " 1.00829" " 0.996555" " 1.0031"
3.49589 " 36.9049" " 0.447853" " 0.978993" " 0.4" " -0.0028634" " 0" " 1.0083" " 0.996573" " 1.00311"
3.49689 " 36.8533" " 0.446744" " 0.977144" " 0.4" " -0.00286879" " 0" " 1.00831" " 0.996591" " 1.00312"
3.49789 " 36.8016" " 0.445634" " 0.975328" " 0.4" " -0.00287405" " 0" " 1.00832" " 0.996608" " 1.00313"
3.49889 " 36.7498" " 0.444524" " 0.973565" " 0.4" " -0.00287919" " 0" " 1.00834" " 0.996625" " 1.00314"
3.49989 " 36.698" " 0.443413" " 0.971835" " 0.4" " -0.00288419" " 0" " 1.00835" " 0.996642" " 1.00315"
3.50089 " 36.646" " 0.442302" " 0.970158" " 0.4" " -0.00288906" " 0" " 1.00836" " 0.996658" " 1.00316"
3.50189 " 36.5939" " 0.44119" " 0.968513" " 0.4" " -0.0028938" " 0" " 1.00837" " 0.996674" " 1.00317"
3.50289 " 36.5418" " 0.440077" " 0.966902" " 0.4" " -0.00289841" " 0" " 1.00838" " 0.99669" " 1.00318"
3.50389 " 36.4896" " 0.438964" " 0.965324" " 0.4" " -0.00290289" " 0" " 1.00839" " 0.996705" " 1.00319"
3.50489 " 36.4373" " 0.437851" " 0.963797" " 0.4" " -0.00290724" " 0" " 1.0084" " 0.99672" " 1.0032"
3.50589 " 36.3849" " 0.436738" " 0.962321" " 0.4" " -0.00291146" " 0" " 1.00841" " 0.996735" " 1.00321"
3.50689 " 36.3325" " 0.435624" " 0.960876" " 0.4" " -0.00291555" " 0" " 1.00841" " 0.99675" " 1.00321"
3.50789 " 36.28" " 0.43451" " 0.959464" " 0.4" " -0.00291951" " 0" " 1.00842" " 0.996764" " 1.00322"
3.50889 " 36.2274" " 0.433395" " 0.958101" " 0.4" " -0.00292334" " 0" " 1.00843" " 0.996777" " 1.00323"
3.50989 " 36.1747" " 0.432281" " 0.956788" " 0.4" " -0.00292704" " 0" " 1.00844" " 0.996791" " 1.00324"
3.51089 " 36.122" " 0.431167" " 0.955507" " 0.4" " -0.00293061" " 0" " 1.00844" " 0.996804" " 1.00325"
3.51189 " 36.0692" " 0.430052" " 0.954257" " 0.4" " -0.00293405" " 0" " 1.00845" " 0.996817" " 1.00325"
3.51289 " 36.0164" " 0.428938" " 0.953055" " 0.4" " -0.00293736" " 0" " 1.00846" " 0.996829" " 1.00326"
3.51389 " 35.9635" " 0.427824" " 0.951902" " 0.4" " -0.00294054" " 0" " 1.00846" " 0.996841" " 1.00327"
3.51489 " 35.9105" " 0.42671" " 0.95078" " 0.4" " -0.00294358" " 0" " 1.00847" " 0.996853" " 1.00327"
3.51589 " 35.8575" " 0.425596" " 0.949705" " 0.4" " -0.0029465" " 0" " 1.00847" " 0.996865" " 1.00328"
3.51689 " 35.8045" " 0.424482" " 0.948679" " 0.4" " -0.00294929" " 0" " 1.00848" " 0.996876" " 1.00329"
3.51789 " 35.7513" " 0.423369" " 0.947683" " 0.4" " -0.00295194" " 0" " 1.00848" " 0.996887" " 1.00329"
3.51889 " 35.6982" " 0.422256" " 0.946734" " 0.4" " -0.00295447" " 0" " 1.00848" " 0.996898" " 1.0033"
3.51989 " 35.645" " 0.421143" " 0.945832" " 0.4" " -0.00295687" " 0" " 1.00849" " 0.996908" " 1.0033"
3.52089 " 35.5917" " 0.420031" " 0.944959" " 0.4" " -0.00295913" " 0" " 1.00849" " 0.996918" " 1.00331"
3.52189 " 35.5384" " 0.41892" " 0.944133" " 0.4" " -0.00296127" " 0" " 1.00849" " 0.996927" " 1.00331"
3.52289 " 35.4851" " 0.417808" " 0.943354" " 0.4" " -0.00296328" " 0" " 1.00849" " 0.996937" " 1.00332"
3.52389 " 35.4318" " 0.416698" " 0.942603" " 0.4" " -0.00296515" " 0" " 1.00849" " 0.996946" " 1.00332"
3.52489 " 35.3784" " 0.415588" " 0.941898" " 0.4" " -0.0029669" " 0" " 1.0085" " 0.996954" " 1.00333"
3.52589 " 35.325" " 0.414479" " 0.94124" " 0.4" " -0.00296852" " 0" " 1.0085" " 0.996963" " 1.00333"
3.52689 " 35.2715" " 0.413371" " 0.940608" " 0.4" " -0.00297" " 0" " 1.0085" " 0.996971" " 1.00334"
3.52789 " 35.218" " 0.412264" " 0.940023" " 0.4" " -0.00297136" " 0" " 1.0085" " 0.996978" " 1.00334"
3.52889 " 35.1645" " 0.411157" " 0.939501" " 0.4" " -0.00297259" " 0" " 1.0085" " 0.996986" " 1.00334"
3.52989 " 35.111" " 0.410052" " 0.938988" " 0.4" " -0.00297369" " 0" " 1.00849" " 0.996993" " 1.00335"
3.53089 " 35.0575" " 0.408947" " 0.938537" " 0.4" " -0.00297466" " 0" " 1.00849" " 0.997" " 1.00335"
3.53189 " 35.0039" " 0.407844" " 0.938114" " 0.4" " -0.0029755" " 0" " 1.00849" " 0.997006" " 1.00335"
3.53289 " 34.9504" " 0.406741" " 0.937734" " 0.4" " -0.00297621" " 0" " 1.00849" " 0.997012" " 1.00335"
3.53389 " 34.8968" " 0.40564" " 0.937418" " 0.4" " -0.0029768" " 0" " 1.00849" " 0.997018" " 1.00336"
3.53489 " 34.8432" " 0.40454" " 0.937108" " 0.4" " -0.00297725" " 0" " 1.00848" " 0.997023" " 1.00336"
3.53589 " 34.7896" " 0.403441" " 0.936861" " 0.4" " -0.00297758" " 0" " 1.00848" " 0.997029" " 1.00336"
3.53689 " 34.736" " 0.402343" " 0.93664" " 0.4" " -0.00297778" " 0" " 1.00848" " 0.997034" " 1.00336"
3.53789 " 34.6824" " 0.401247" " 0.936461" " 0.4" " -0.00297785" " 0" " 1.00847" " 0.997038" " 1.00336"
3.53889 " 34.6288" " 0.400152" " 0.936344" " 0.4" " -0.00297779" " 0" " 1.00847" " 0.997042" " 1.00336"
3.53989 " 34.5752" " 0.399059" " 0.936252" " 0.4" " -0.0029776" " 0" " 1.00846" " 0.997046" " 1.00336"
3.54089 " 34.5216" " 0.397967" " 0.936203" " 0.4" " -0.00297729" " 0" " 1.00846" " 0.99705" " 1.00336"
3.54189 " 34.468" " 0.396876" " 0.936178" " 0.4" " -0.00297685" " 0" " 1.00845" " 0.997054" " 1.00336"
3.54289 " 34.4144" " 0.395787" " 0.936214" " 0.4" " -0.00297628" " 0" " 1.00845" " 0.997057" " 1.00336"
3.54389 " 34.3609" " 0.3947" " 0.936274" " 0.4" " -0.00297559" " 0" " 1.00844" " 0.997059" " 1.00336"
3.54489 " 34.3073" " 0.393614" " 0.936375" " 0.4" " -0.00297476" " 0" " 1.00843" " 0.997062" " 1.00336"
3.54589 " 34.2538" " 0.39253" " 0.936537" " 0.4" " -0.00297381" " 0" " 1.00843" " 0.997064" " 1.00336"
3.54689 " 34.2003" " 0.391449" " 0.936722" " 0.4" " -0.00297274" " 0" " 1.00842" " 0.997066" " 1.00336"
3.54789 " 34.1468" " 0.390368" " 0.936966" " 0.4" " -0.00297154" " 0" " 1.00841" " 0.997068" " 1.00336"
3.54889 " 34.0933" " 0.38929" " 0.937216" " 0.4" " -0.00297021" " 0" " 1.0084" " 0.997069" " 1.00336"
3.54989 " 34.0398" " 0.388214" " 0.937525" " 0.4" " -0.00296876" " 0" " 1.0084" " 0.99707" " 1.00336"
3.55089 " 33.9864" " 0.387139" " 0.937856" " 0.4" " -0.00296718" " 0" " 1.00839" " 0.997071" " 1.00336"
3.55189 " 33.933" " 0.386067" " 0.938246" " 0.4" " -0.00296547" " 0" " 1.00838" " 0.997071" " 1.00336"
3.55289 " 33.8797" " 0.384996" " 0.938659" " 0.4" " -0.00296364" " 0" " 1.00837" " 0.997071" " 1.00335"
3.55389 " 33.8263" " 0.383928" " 0.939112" " 0.4" " -0.00296169" " 0" " 1.00836" " 0.997071" " 1.00335"
3.55489 " 33.773" " 0.382862" " 0.939623" " 0.4" " -0.00295961" " 0" " 1.00835" " 0.997071" " 1.00335"
3.55589 " 33.7198" " 0.381798" " 0.940155" " 0.4" " -0.00295741" " 0" " 1.00834" " 0.99707" " 1.00335"
3.55689 " 33.6666" " 0.380737" " 0.940728" " 0.4" " -0.00295508" " 0" " 1.00833" " 0.997069" " 1.00334"
3.55789 " 33.6134" " 0.379677" " 0.941322" " 0.4" " -0.00295263" " 0" " 1.00832" " 0.997068" " 1.00334"
3.55889 " 33.5603" " 0.37862" " 0.941974" " 0.4" " -0.00295006" " 0" " 1.0083" " 0.997066" " 1.00334"
3.55989 " 33.5072" " 0.377566" " 0.942646" " 0.4" " -0.00294736" " 0" " 1.00829" " 0.997065" " 1.00333"
3.56089 " 33.4542" " 0.376514" " 0.943376" " 0.4" " -0.00294454" " 0" " 1.00828" " 0.997063" " 1.00333"
3.56189 " 33.4012" " 0.375464" " 0.944127" " 0.4" " -0.0029416" " 0" " 1.00827" " 0.99706" " 1.00333"
3.56289 " 33.3483" " 0.374417" " 0.944916" " 0.4" " -0.00293853" " 0" " 1.00826" " 0.997058" " 1.00332"
3.56388 " 33.2954" " 0.373372" " 0.945762" " 0.4" " -0.00293534" " 0" " 1.00824" " 0.997055" " 1.00332"
3.56488 " 33.2426" " 0.372331" " 0.946611" " 0.4" " -0.00293203" " 0" " 1.00823" " 0.997052" " 1.00331"
3.56588 " 33.1899" " 0.371291" " 0.947515" " 0.4" " -0.0029286" " 0" " 1.00822" " 0.997048" " 1.00331"
3.56688 " 33.1372" " 0.370255" " 0.94844" " 0.4" " -0.00292505" " 0" " 1.0082" " 0.997045" " 1.0033"
3.56788 " 33.0845" " 0.369221" " 0.949421" " 0.4" " -0.00292138" " 0" " 1.00819" " 0.997041" " 1.0033"
3.56888 " 33.032" " 0.36819" " 0.950421" " 0.4" " -0.00291759" " 0" " 1.00817" " 0.997037" " 1.00329"
3.56988 " 32.9795" " 0.367162" " 0.951459" " 0.4" " -0.00291367" " 0" " 1.00816" " 0.997032" " 1.00329"
3.57088 " 32.9271" " 0.366137" " 0.952553" " 0.4" " -0.00290964" " 0" " 1.00814" " 0.997028" " 1.00328"
3.57188 " 32.8748" " 0.365115" " 0.953647" " 0.4" " -0.00290549" " 0" " 1.00813" " 0.997023" " 1.00328"
3.57288 " 32.8225" " 0.364096" " 0.954797" " 0.4" " -0.00290122" " 0" " 1.00811" " 0.997018" " 1.00327"
3.57388 " 32.7703" " 0.363079" " 0.955966" " 0.4" " -0.00289683" " 0" " 1.0081" " 0.997012" " 1.00327"
3.57488 " 32.7182" " 0.362066" " 0.957172" " 0.4" " -0.00289232" " 0" " 1.00808" " 0.997007" " 1.00326"
3.57588 " 32.6662" " 0.361056" " 0.958433" " 0.4" " -0.00288769" " 0" " 1.00806" " 0.997001" " 1.00325"
3.57688 " 32.6143" " 0.360049" " 0.959712" " 0.4" " -0.00288295" " 0" " 1.00805" " 0.996995" " 1.00325"
3.57788 " 32.5624" " 0.359046" " 0.961028" " 0.4" " -0.00287809" " 0" " 1.00803" " 0.996988" " 1.00324"
3.57888 " 32.5107" " 0.358045" " 0.962362" " 0.4" " -0.00287311" " 0" " 1.00801" " 0.996982" " 1.00323"
3.57988 " 32.459" " 0.357048" " 0.963732" " 0.4" " -0.00286802" " 0" " 1.00799" " 0.996975" " 1.00323"
3.58088 " 32.4074" " 0.356055" " 0.965157" " 0.4" " -0.00286281" " 0" " 1.00797" " 0.996968" " 1.00322"
3.58188 " 32.3559" " 0.355064" " 0.966581" " 0.4" " -0.00285748" " 0" " 1.00796" " 0.996961" " 1.00321"
3.58288 " 32.3045" " 0.354077" " 0.968059" " 0.4" " -0.00285204" " 0" " 1.00794" " 0.996953" " 1.0032"
3.58388 " 32.2532" " 0.353093" " 0.969555" " 0.4" " -0.00284648" " 0" " 1.00792" " 0.996946" " 1.0032"
3.58488 " 32.2021" " 0.352113" " 0.971087" " 0.4" " -0.00284081" " 0" " 1.0079" " 0.996938" " 1.00319"
3.58588 " 32.151" " 0.351137" " 0.972654" " 0.4" " -0.00283503" " 0" " 1.00788" " 0.99693" " 1.00318"
3.58688 " 32.1" " 0.350164" " 0.974238" " 0.4" " -0.00282913" " 0" " 1.00786" " 0.996921" " 1.00317"
3.58788 " 32.0491" " 0.349194" " 0.975858" " 0.4" " -0.00282312" " 0" " 1.00784" " 0.996913" " 1.00317"
3.58888 " 31.9984" " 0.348229" " 0.977513" " 0.4" " -0.00281699" " 0" " 1.00782" " 0.996904" " 1.00316"
3.58988 " 31.9477" " 0.347267" " 0.979185" " 0.4" " -0.00281076" " 0" " 1.0078" " 0.996895" " 1.00315"
3.59088 " 31.8972" " 0.346308" " 0.980892" " 0.4" " -0.00280441" " 0" " 1.00778" " 0.996886" " 1.00314"
3.59188 " 31.8467" " 0.345354" " 0.982633" " 0.4" " -0.00279795" " 0" " 1.00776" " 0.996877" " 1.00313"
3.59288 " 31.7964" " 0.344403" " 0.984392" " 0.4" " -0.00279138" " 0" " 1.00774" " 0.996867" " 1.00312"
3.59388 " 31.7463" " 0.343456" " 0.986185" " 0.4" " -0.0027847" " 0" " 1.00772" " 0.996858" " 1.00311"
3.59488 " 31.6962" " 0.342513" " 0.988013" " 0.4" " -0.00277791" " 0" " 1.0077" " 0.996848" " 1.0031"
3.59588 " 31.6462" " 0.341574" " 0.989857" " 0.4" " -0.00277101" " 0" " 1.00768" " 0.996837" " 1.00309"
3.59688 " 31.5964" " 0.340639" " 0.991717" " 0.4" " -0.002764" " 0" " 1.00765" " 0.996827" " 1.00308"
3.59788 " 31.5467" " 0.339708" " 0.993631" " 0.4" " -0.00275688" " 0" " 1.00763" " 0.996817" " 1.00307"
3.59888 " 31.4972" " 0.338781" " 0.99556" " 0.4" " -0.00274965" " 0" " 1.00761" " 0.996806" " 1.00306"
3.59988 " 31.4478" " 0.337858" " 0.997504" " 0.4" " -0.00274232" " 0" " 1.00759" " 0.996795" " 1.00305"
3.60088 " 31.3985" " 0.336939" " 0.999484" " 0.4" " -0.00273487" " 0" " 1.00757" " 0.996784" " 1.00305"
3.60188 " 31.3493" " 0.336024" " 1.0015" " 0.4" " -0.00272733" " 0" " 1.00754" " 0.996773" " 1.00303"
3.60288 " 31.3003" " 0.335113" " 1.00353" " 0.4" " -0.00271967" " 0" " 1.00752" " 0.996762" " 1.00302"
3.60388 " 31.2514" " 0.334207" " 1.00557" " 0.4" " -0.00271191" " 0" " 1.0075" " 0.99675" " 1.00301"
3.60488 " 31.2026" " 0.333305" " 1.00765" " 0.4" " -0.00270404" " 0" " 1.00747" " 0.996739" " 1.003"
3.60588 " 31.154" " 0.332407" " 1.00976" " 0.4" " -0.00269607" " 0" " 1.00745" " 0.996727" " 1.00299"
3.60688 " 31.1056" " 0.331513" " 1.01189" " 0.4" " -0.002688" " 0" " 1.00743" " 0.996715" " 1.00298"
3.60788 " 31.0573" " 0.330624" " 1.01403" " 0.4" " -0.00267982" " 0" " 1.0074" " 0.996703" " 1.00297"
3.60888 " 31.0091" " 0.329739" " 1.01619" " 0.4" " -0.00267154" " 0" " 1.00738" " 0.99669" " 1.00296"
3.60988 " 30.9611" " 0.328859" " 1.01838" " 0.4" " -0.00266315" " 0" " 1.00736" " 0.996678" " 1.00295"
3.61088 " 30.9132" " 0.327983" " 1.02061" " 0.4" " -0.00265467" " 0" " 1.00733" " 0.996666" " 1.00294"
3.61188 " 30.8655" " 0.327111" " 1.02283" " 0.4" " -0.00264608" " 0" " 1.00731" " 0.996653" " 1.00293"
3.61288 " 30.818" " 0.326244" " 1.02509" " 0.4" " -0.00263739" " 0" " 1.00728" " 0.99664" " 1.00292"
3.61388 " 30.7706" " 0.325382" " 1.02736" " 0.4" " -0.0026286" " 0" " 1.00726" " 0.996627" " 1.00291"
3.61488 " 30.7233" " 0.324524" " 1.02965" " 0.4" " -0.00261971" " 0" " 1.00723" " 0.996614" " 1.00289"
3.61588 " 30.6763" " 0.323671" " 1.03197" " 0.4" " -0.00261072" " 0" " 1.00721" " 0.9966" " 1.00288"
3.61688 " 30.6294" " 0.322822" " 1.03432" " 0.4" " -0.00260163" " 0" " 1.00718" " 0.996587" " 1.00287"
3.61788 " 30.5826" " 0.321978" " 1.03667" " 0.4" " -0.00259244" " 0" " 1.00716" " 0.996574" " 1.00286"
3.61888 " 30.536" " 0.321139" " 1.03904" " 0.4" " -0.00258316" " 0" " 1.00713" " 0.99656" " 1.00285"
3.61988 " 30.4896" " 0.320304" " 1.04144" " 0.4" " -0.00257377" " 0" " 1.00711" " 0.996546" " 1.00284"
3.62088 " 30.4434" " 0.319475" " 1.04385" " 0.4" " -0.00256429" " 0" " 1.00708" " 0.996532" " 1.00282"
3.62188 " 30.3973" " 0.31865" " 1.04628" " 0.4" " -0.00255472" " 0" " 1.00706" " 0.996518" " 1.00281"
3.62288 " 30.3514" " 0.31783" " 1.04872" " 0.4" " -0.00254505" " 0" " 1.00703" " 0.996504" " 1.0028"
3.62388 " 30.3057" " 0.317014" " 1.05118" " 0.4" " -0.00253528" " 0" " 1.007" " 0.99649" " 1.00279"
3.62488 " 30.2601" " 0.316204" " 1.05365" " 0.4" " -0.00252542" " 0" " 1.00698" " 0.996476" " 1.00277"
3.62588 " 30.2148" " 0.315399" " 1.05616" " 0.4" " -0.00251547" " 0" " 1.00695" " 0.996461" " 1.00276"
3.62688 " 30.1696" " 0.314598" " 1.05868" " 0.4" " -0.00250542" " 0" " 1.00693" " 0.996447" " 1.00275"
3.62788 " 30.1246" " 0.313802" " 1.06121" " 0.4" " -0.00249528" " 0" " 1.0069" " 0.996432" " 1.00274"
3.62888 " 30.0797" " 0.313012" " 1.06376" " 0.4" " -0.00248504" " 0" " 1.00687" " 0.996417" " 1.00273"
3.62988 " 30.0351" " 0.312226" " 1.06633" " 0.4" " -0.00247472" " 0" " 1.00685" " 0.996402" " 1.00271"
3.63088 " 29.9906" " 0.311446" " 1.06891" " 0.4" " -0.0024643" " 0" " 1.00682" " 0.996387" " 1.0027"
3.63188 " 29.9464" " 0.31067" " 1.0715" " 0.4" " -0.0024538" " 0" " 1.00679" " 0.996372" " 1.00269"
3.63288 " 29.9023" " 0.3099" " 1.07411" " 0.4" " -0.0024432" " 0" " 1.00677" " 0.996357" " 1.00267"
3.63388 " 29.8584" " 0.309135" " 1.07673" " 0.4" " -0.00243252" " 0" " 1.00674" " 0.996342" " 1.00266"
3.63488 " 29.8147" " 0.308375" " 1.07935" " 0.4" " -0.00242174" " 0" " 1.00671" " 0.996327" " 1.00265"
3.63588 " 29.7712" " 0.30762" " 1.08199" " 0.4" " -0.00241088" " 0" " 1.00669" " 0.996312" " 1.00264"
3.63688 " 29.7279" " 0.30687" " 1.08464" " 0.4" " -0.00239993" " 0" " 1.00666" " 0.996296" " 1.00262"
3.63788 " 29.6848" " 0.306126" " 1.08731" " 0.4" " -0.0023889" " 0" " 1.00663" " 0.996281" " 1.00261"
3.63888 " 29.6419" " 0.305387" " 1.08999" " 0.4" " -0.00237778" " 0" " 1.00661" " 0.996265" " 1.0026"
3.63988 " 29.5992" " 0.304653" " 1.09268" " 0.4" " -0.00236657" " 0" " 1.00658" " 0.99625" " 1.00258"
3.64088 " 29.5567" " 0.303924" " 1.09537" " 0.4" " -0.00235528" " 0" " 1.00655" " 0.996234" " 1.00257"
3.64188 " 29.5145" " 0.303201" " 1.09808" " 0.4" " -0.0023439" " 0" " 1.00652" " 0.996218" " 1.00256"
3.64288 " 29.4724" " 0.302483" " 1.10078" " 0.4" " -0.00233244" " 0" " 1.0065" " 0.996202" " 1.00255"
3.64388 " 29.4305" " 0.301771" " 1.10352" " 0.4" " -0.0023209" " 0" " 1.00647" " 0.996187" " 1.00253"
3.64488 " 29.3888" " 0.301063" " 1.10625" " 0.4" " -0.00230927" " 0" " 1.00644" " 0.996171" " 1.00252"
3.64588 " 29.3473" " 0.300361" " 1.109" " 0.4" " -0.00229756" " 0" " 1.00642" " 0.996155" " 1.00251"
3.64688 " 29.3061" " 0.299665" " 1.11176" " 0.4" " -0.00228578" " 0" " 1.00639" " 0.996139" " 1.00249"
3.64788 " 29.2651" " 0.298974" " 1.11452" " 0.4" " -0.00227391" " 0" " 1.00636" " 0.996123" " 1.00248"
3.64888 " 29.2242" " 0.298289" " 1.11728" " 0.4" " -0.00226196" " 0" " 1.00633" " 0.996107" " 1.00247"
3.64988 " 29.1836" " 0.297609" " 1.12005" " 0.4" " -0.00224993" " 0" " 1.00631" " 0.996091" " 1.00245"
3.65088 " 29.1432" " 0.296935" " 1.12284" " 0.4" " -0.00223782" " 0" " 1.00628" " 0.996074" " 1.00244"
3.65188 " 29.1031" " 0.296266" " 1.12563" " 0.4" " -0.00222564" " 0" " 1.00625" " 0.996058" " 1.00243"
3.65288 " 29.0631" " 0.295602" " 1.12841" " 0.4" " -0.00221338" " 0" " 1.00622" " 0.996042" " 1.00241"
3.65388 " 29.0234" " 0.294945" " 1.13121" " 0.4" " -0.00220104" " 0" " 1.0062" " 0.996026" " 1.0024"
3.65488 " 28.9839" " 0.294293" " 1.13402" " 0.4" " -0.00218863" " 0" " 1.00617" " 0.996009" " 1.00239"
3.65588 " 28.9446" " 0.293646" " 1.13683" " 0.4" " -0.00217614" " 0" " 1.00614" " 0.995993" " 1.00237"
3.65688 " 28.9055" " 0.293005" " 1.13964" " 0.4" " -0.00216357" " 0" " 1.00611" " 0.995977" " 1.00236"
3.65788 " 28.8667" " 0.29237" " 1.14246" " 0.4" " -0.00215093" " 0" " 1.00609" " 0.99596" " 1.00235"
3.65888 " 28.8281" " 0.291741" " 1.14528" " 0.4" " -0.00213822" " 0" " 1.00606" " 0.995944" " 1.00233"
3.65988 " 28.7897" " 0.291117" " 1.1481" " 0.4" " -0.00212544" " 0" " 1.00603" " 0.995928" " 1.00232"
3.66088 " 28.7516" " 0.290499" " 1.15094" " 0.4" " -0.00211258" " 0" " 1.006" " 0.995911" " 1.00231"
3.66188 " 28.7137" " 0.289886" " 1.15377" " 0.4" " -0.00209966" " 0" " 1.00598" " 0.995895" " 1.00229"
3.66288 " 28.676" " 0.289279" " 1.1566" " 0.4" " -0.00208666" " 0" " 1.00595" " 0.995879" " 1.00228"
3.66388 " 28.6385" " 0.288679" " 1.15944" " 0.4" " -0.00207359" " 0" " 1.00592" " 0.995862" " 1.00227"
3.66488 " 28.6013" " 0.288084" " 1.16229" " 0.4" " -0.00206046" " 0" " 1.00589" " 0.995846" " 1.00225"
3.66588 " 28.5644" " 0.287494" " 1.16511" " 0.4" " -0.00204725" " 0" " 1.00587" " 0.995829" " 1.00224"
3.66688 " 28.5276" " 0.286911" " 1.16797" " 0.4" " -0.00203398" " 0" " 1.00584" " 0.995813" " 1.00223"
3.66788 " 28.4911" " 0.286333" " 1.17081" " 0.4" " -0.00202064" " 0" " 1.00581" " 0.995797" " 1.00221"
3.66888 " 28.4549" " 0.285761" " 1.17366" " 0.4" " -0.00200723" " 0" " 1.00579" " 0.99578" " 1.0022"
3.66988 " 28.4189" " 0.285195" " 1.1765" " 0.4" " -0.00199376" " 0" " 1.00576" " 0.995764" " 1.00219"
3.67088 " 28.3831" " 0.284635" " 1.17935" " 0.4" " -0.00198022" " 0" " 1.00573" " 0.995747" " 1.00217"
3.67188 " 28.3476" " 0.28408" " 1.1822" " 0.4" " -0.00196662" " 0" " 1.0057" " 0.995731" " 1.00216"
3.67288 " 28.3123" " 0.283532" " 1.18503" " 0.4" " -0.00195295" " 0" " 1.00568" " 0.995715" " 1.00215"
