Time(s) " gENROE.delta" " gENROE.PELEC" " eXST1_1.EFD" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
3.4049 " 36.5185" " 0.525662" " 1.51558" " 0.4" " -0.00185788" " 1.03236" " 1.01012" " 1.01214" " 1.01113"
3.4059 " 36.4849" " 0.524812" " 1.51524" " 0.4" " -0.00187242" " 1.0324" " 1.01015" " 1.01217" " 1.01116"
3.4069 " 36.4511" " 0.523957" " 1.5149" " 0.4" " -0.00188686" " 1.03243" " 1.01019" " 1.01219" " 1.01119"
3.4079 " 36.417" " 0.523098" " 1.51456" " 0.4" " -0.00190121" " 1.03247" " 1.01022" " 1.01221" " 1.01121"
3.4089 " 36.3827" " 0.522235" " 1.51422" " 0.4" " -0.00191545" " 1.0325" " 1.01025" " 1.01223" " 1.01124"
3.4099 " 36.3481" " 0.521368" " 1.51387" " 0.4" " -0.00192959" " 1.03254" " 1.01028" " 1.01225" " 1.01127"
3.4109 " 36.3132" " 0.520498" " 1.51353" " 0.4" " -0.00194362" " 1.03257" " 1.01032" " 1.01228" " 1.0113"
3.4119 " 36.2781" " 0.519624" " 1.51318" " 0.4" " -0.00195756" " 1.03261" " 1.01035" " 1.0123" " 1.01132"
3.4129 " 36.2427" " 0.518745" " 1.51283" " 0.4" " -0.00197139" " 1.03264" " 1.01038" " 1.01232" " 1.01135"
3.4139 " 36.2071" " 0.517863" " 1.51247" " 0.4" " -0.00198512" " 1.03268" " 1.01041" " 1.01234" " 1.01138"
3.4149 " 36.1713" " 0.516977" " 1.51212" " 0.4" " -0.00199874" " 1.03272" " 1.01044" " 1.01236" " 1.0114"
3.4159 " 36.1352" " 0.516088" " 1.51176" " 0.4" " -0.00201226" " 1.03275" " 1.01048" " 1.01239" " 1.01143"
3.4169 " 36.0988" " 0.515195" " 1.5114" " 0.4" " -0.00202568" " 1.03279" " 1.01051" " 1.01241" " 1.01146"
3.4179 " 36.0622" " 0.514298" " 1.51104" " 0.4" " -0.00203899" " 1.03282" " 1.01054" " 1.01243" " 1.01149"
3.4189 " 36.0254" " 0.513398" " 1.51068" " 0.4" " -0.00205219" " 1.03286" " 1.01057" " 1.01245" " 1.01151"
3.4199 " 35.9883" " 0.512495" " 1.51031" " 0.4" " -0.00206529" " 1.0329" " 1.01061" " 1.01247" " 1.01154"
3.4209 " 35.951" " 0.511587" " 1.50994" " 0.4" " -0.00207828" " 1.03293" " 1.01064" " 1.0125" " 1.01157"
3.4219 " 35.9135" " 0.510677" " 1.50957" " 0.4" " -0.00209117" " 1.03297" " 1.01067" " 1.01252" " 1.0116"
3.4229 " 35.8758" " 0.509763" " 1.5092" " 0.4" " -0.00210395" " 1.033" " 1.0107" " 1.01254" " 1.01162"
3.4239 " 35.8378" " 0.508845" " 1.50883" " 0.4" " -0.00211662" " 1.03304" " 1.01074" " 1.01256" " 1.01165"
3.4249 " 35.7996" " 0.507925" " 1.50845" " 0.4" " -0.00212918" " 1.03308" " 1.01077" " 1.01258" " 1.01168"
3.42589 " 35.7611" " 0.507001" " 1.50808" " 0.4" " -0.00214163" " 1.03311" " 1.0108" " 1.01261" " 1.0117"
3.42689 " 35.7225" " 0.506073" " 1.5077" " 0.4" " -0.00215398" " 1.03315" " 1.01084" " 1.01263" " 1.01173"
3.42789 " 35.6836" " 0.505143" " 1.50732" " 0.4" " -0.00216622" " 1.03319" " 1.01087" " 1.01265" " 1.01176"
3.42889 " 35.6445" " 0.50421" " 1.50694" " 0.4" " -0.00217834" " 1.03322" " 1.0109" " 1.01267" " 1.01179"
3.42989 " 35.6052" " 0.503273" " 1.50655" " 0.4" " -0.00219036" " 1.03326" " 1.01093" " 1.01269" " 1.01181"
3.43089 " 35.5656" " 0.502333" " 1.50616" " 0.4" " -0.00220227" " 1.03329" " 1.01097" " 1.01272" " 1.01184"
3.43189 " 35.5259" " 0.501391" " 1.50578" " 0.4" " -0.00221406" " 1.03333" " 1.011" " 1.01274" " 1.01187"
3.43289 " 35.4859" " 0.500445" " 1.50539" " 0.4" " -0.00222575" " 1.03337" " 1.01103" " 1.01276" " 1.0119"
3.43389 " 35.4458" " 0.499496" " 1.505" " 0.4" " -0.00223732" " 1.0334" " 1.01106" " 1.01278" " 1.01192"
3.43489 " 35.4054" " 0.498545" " 1.5046" " 0.4" " -0.00224879" " 1.03344" " 1.0111" " 1.0128" " 1.01195"
3.43589 " 35.3648" " 0.497591" " 1.50421" " 0.4" " -0.00226014" " 1.03348" " 1.01113" " 1.01283" " 1.01198"
3.43689 " 35.324" " 0.496633" " 1.50381" " 0.4" " -0.00227138" " 1.03351" " 1.01116" " 1.01285" " 1.012"
3.43789 " 35.283" " 0.495673" " 1.50341" " 0.4" " -0.0022825" " 1.03355" " 1.01119" " 1.01287" " 1.01203"
3.43889 " 35.2418" " 0.494711" " 1.50301" " 0.4" " -0.00229352" " 1.03359" " 1.01123" " 1.01289" " 1.01206"
3.43989 " 35.2005" " 0.493745" " 1.50261" " 0.4" " -0.00230442" " 1.03362" " 1.01126" " 1.01291" " 1.01209"
3.44089 " 35.1589" " 0.492777" " 1.50221" " 0.4" " -0.0023152" " 1.03366" " 1.01129" " 1.01293" " 1.01211"
3.44189 " 35.1171" " 0.491807" " 1.5018" " 0.4" " -0.00232588" " 1.03369" " 1.01132" " 1.01296" " 1.01214"
3.44289 " 35.0751" " 0.490833" " 1.5014" " 0.4" " -0.00233644" " 1.03373" " 1.01136" " 1.01298" " 1.01217"
3.44389 " 35.033" " 0.489858" " 1.50099" " 0.4" " -0.00234688" " 1.03377" " 1.01139" " 1.013" " 1.01219"
3.44489 " 34.9907" " 0.48888" " 1.50058" " 0.4" " -0.00235721" " 1.0338" " 1.01142" " 1.01302" " 1.01222"
3.44589 " 34.9481" " 0.487899" " 1.50017" " 0.4" " -0.00236743" " 1.03384" " 1.01145" " 1.01304" " 1.01225"
3.44689 " 34.9054" " 0.486916" " 1.49975" " 0.4" " -0.00237753" " 1.03388" " 1.01148" " 1.01306" " 1.01227"
3.44789 " 34.8625" " 0.485931" " 1.49934" " 0.4" " -0.00238751" " 1.03391" " 1.01152" " 1.01308" " 1.0123"
3.44889 " 34.8195" " 0.484943" " 1.49892" " 0.4" " -0.00239738" " 1.03395" " 1.01155" " 1.0131" " 1.01233"
3.44989 " 34.7762" " 0.483954" " 1.49851" " 0.4" " -0.00240713" " 1.03398" " 1.01158" " 1.01313" " 1.01235"
3.45089 " 34.7328" " 0.482961" " 1.49809" " 0.4" " -0.00241677" " 1.03402" " 1.01161" " 1.01315" " 1.01238"
3.45189 " 34.6892" " 0.481967" " 1.49767" " 0.4" " -0.00242629" " 1.03406" " 1.01164" " 1.01317" " 1.0124"
3.45289 " 34.6455" " 0.480971" " 1.49725" " 0.4" " -0.00243569" " 1.03409" " 1.01168" " 1.01319" " 1.01243"
3.45389 " 34.6015" " 0.479973" " 1.49682" " 0.4" " -0.00244498" " 1.03413" " 1.01171" " 1.01321" " 1.01246"
3.45489 " 34.5575" " 0.478972" " 1.4964" " 0.4" " -0.00245415" " 1.03416" " 1.01174" " 1.01323" " 1.01248"
3.45589 " 34.5132" " 0.47797" " 1.49597" " 0.4" " -0.0024632" " 1.0342" " 1.01177" " 1.01325" " 1.01251"
3.45689 " 34.4688" " 0.476965" " 1.49555" " 0.4" " -0.00247214" " 1.03423" " 1.0118" " 1.01327" " 1.01253"
3.45789 " 34.4242" " 0.475959" " 1.49512" " 0.4" " -0.00248095" " 1.03427" " 1.01183" " 1.01329" " 1.01256"
3.45889 " 34.3795" " 0.474951" " 1.49469" " 0.4" " -0.00248965" " 1.0343" " 1.01186" " 1.01331" " 1.01259"
3.45989 " 34.3346" " 0.473941" " 1.49426" " 0.4" " -0.00249823" " 1.03434" " 1.01189" " 1.01333" " 1.01261"
3.46089 " 34.2895" " 0.47293" " 1.49383" " 0.4" " -0.00250669" " 1.03437" " 1.01192" " 1.01335" " 1.01264"
3.46189 " 34.2443" " 0.471916" " 1.49339" " 0.4" " -0.00251504" " 1.03441" " 1.01196" " 1.01337" " 1.01266"
3.46289 " 34.199" " 0.470901" " 1.49296" " 0.4" " -0.00252326" " 1.03444" " 1.01199" " 1.01339" " 1.01269"
3.46389 " 34.1535" " 0.469884" " 1.49252" " 0.4" " -0.00253137" " 1.03448" " 1.01202" " 1.01341" " 1.01271"
3.46489 " 34.1079" " 0.468866" " 1.49209" " 0.4" " -0.00253935" " 1.03451" " 1.01205" " 1.01343" " 1.01274"
3.46589 " 34.0621" " 0.467846" " 1.49165" " 0.4" " -0.00254722" " 1.03455" " 1.01208" " 1.01345" " 1.01276"
3.46689 " 34.0162" " 0.466825" " 1.49121" " 0.4" " -0.00255497" " 1.03458" " 1.01211" " 1.01347" " 1.01279"
3.46789 " 33.9701" " 0.465802" " 1.49077" " 0.4" " -0.00256259" " 1.03462" " 1.01214" " 1.01349" " 1.01281"
3.46889 " 33.9239" " 0.464778" " 1.49033" " 0.4" " -0.0025701" " 1.03465" " 1.01217" " 1.01351" " 1.01284"
3.46989 " 33.8776" " 0.463752" " 1.48988" " 0.4" " -0.00257749" " 1.03468" " 1.0122" " 1.01353" " 1.01286"
3.47089 " 33.8311" " 0.462725" " 1.48944" " 0.4" " -0.00258475" " 1.03472" " 1.01223" " 1.01355" " 1.01289"
3.47189 " 33.7845" " 0.461697" " 1.489" " 0.4" " -0.0025919" " 1.03475" " 1.01226" " 1.01357" " 1.01291"
3.47289 " 33.7378" " 0.460668" " 1.48855" " 0.4" " -0.00259893" " 1.03479" " 1.01229" " 1.01359" " 1.01293"
3.47389 " 33.691" " 0.459637" " 1.4881" " 0.4" " -0.00260583" " 1.03482" " 1.01232" " 1.01361" " 1.01296"
3.47489 " 33.644" " 0.458606" " 1.48766" " 0.4" " -0.00261262" " 1.03485" " 1.01234" " 1.01362" " 1.01298"
3.47589 " 33.5969" " 0.457573" " 1.48721" " 0.4" " -0.00261928" " 1.03489" " 1.01237" " 1.01364" " 1.01301"
3.47689 " 33.5497" " 0.456539" " 1.48676" " 0.4" " -0.00262582" " 1.03492" " 1.0124" " 1.01366" " 1.01303"
3.47789 " 33.5024" " 0.455504" " 1.48631" " 0.4" " -0.00263224" " 1.03495" " 1.01243" " 1.01368" " 1.01305"
3.47889 " 33.4549" " 0.454468" " 1.48586" " 0.4" " -0.00263854" " 1.03498" " 1.01246" " 1.0137" " 1.01308"
3.47989 " 33.4074" " 0.453432" " 1.48541" " 0.4" " -0.00264472" " 1.03502" " 1.01249" " 1.01372" " 1.0131"
3.48089 " 33.3597" " 0.452394" " 1.48495" " 0.4" " -0.00265078" " 1.03505" " 1.01252" " 1.01373" " 1.01312"
3.48189 " 33.312" " 0.451356" " 1.4845" " 0.4" " -0.00265672" " 1.03508" " 1.01254" " 1.01375" " 1.01314"
3.48289 " 33.2641" " 0.450317" " 1.48405" " 0.4" " -0.00266253" " 1.03511" " 1.01257" " 1.01377" " 1.01317"
3.48389 " 33.2161" " 0.449277" " 1.48359" " 0.4" " -0.00266822" " 1.03514" " 1.0126" " 1.01379" " 1.01319"
3.48489 " 33.168" " 0.448236" " 1.48313" " 0.4" " -0.00267379" " 1.03518" " 1.01263" " 1.01381" " 1.01321"
3.48589 " 33.1198" " 0.447195" " 1.48268" " 0.4" " -0.00267924" " 1.03521" " 1.01266" " 1.01382" " 1.01323"
3.48689 " 33.0716" " 0.446153" " 1.48222" " 0.4" " -0.00268457" " 1.03524" " 1.01268" " 1.01384" " 1.01326"
3.48789 " 33.0232" " 0.44511" " 1.48176" " 0.4" " -0.00268977" " 1.03527" " 1.01271" " 1.01386" " 1.01328"
3.48889 " 32.9747" " 0.444067" " 1.4813" " 0.4" " -0.00269486" " 1.0353" " 1.01274" " 1.01387" " 1.0133"
3.48989 " 32.9262" " 0.443024" " 1.48084" " 0.4" " -0.00269982" " 1.03533" " 1.01276" " 1.01389" " 1.01332"
3.49089 " 32.8775" " 0.44198" " 1.48038" " 0.4" " -0.00270466" " 1.03536" " 1.01279" " 1.01391" " 1.01334"
3.49189 " 32.8288" " 0.440936" " 1.47992" " 0.4" " -0.00270937" " 1.03539" " 1.01282" " 1.01392" " 1.01336"
3.49289 " 32.78" " 0.439892" " 1.47946" " 0.4" " -0.00271397" " 1.03542" " 1.01284" " 1.01394" " 1.01339"
3.49389 " 32.7311" " 0.438847" " 1.479" " 0.4" " -0.00271844" " 1.03545" " 1.01287" " 1.01396" " 1.01341"
3.49489 " 32.6821" " 0.437802" " 1.47854" " 0.4" " -0.00272279" " 1.03548" " 1.01289" " 1.01397" " 1.01343"
3.49589 " 32.6331" " 0.436757" " 1.47808" " 0.4" " -0.00272702" " 1.03551" " 1.01292" " 1.01399" " 1.01345"
3.49689 " 32.584" " 0.435711" " 1.47761" " 0.4" " -0.00273112" " 1.03554" " 1.01295" " 1.014" " 1.01347"
3.49789 " 32.5348" " 0.434666" " 1.47715" " 0.4" " -0.0027351" " 1.03557" " 1.01297" " 1.01402" " 1.01349"
3.49889 " 32.4855" " 0.43362" " 1.47668" " 0.4" " -0.00273896" " 1.0356" " 1.013" " 1.01404" " 1.01351"
3.49989 " 32.4362" " 0.432575" " 1.47622" " 0.4" " -0.0027427" " 1.03563" " 1.01302" " 1.01405" " 1.01353"
3.50089 " 32.3868" " 0.43153" " 1.47575" " 0.4" " -0.00274632" " 1.03566" " 1.01305" " 1.01407" " 1.01355"
3.50189 " 32.3373" " 0.430484" " 1.47529" " 0.4" " -0.00274981" " 1.03569" " 1.01307" " 1.01408" " 1.01357"
3.50289 " 32.2878" " 0.429439" " 1.47482" " 0.4" " -0.00275318" " 1.03571" " 1.0131" " 1.0141" " 1.01359"
3.50389 " 32.2382" " 0.428394" " 1.47436" " 0.4" " -0.00275643" " 1.03574" " 1.01312" " 1.01411" " 1.01361"
3.50489 " 32.1885" " 0.427349" " 1.47389" " 0.4" " -0.00275956" " 1.03577" " 1.01314" " 1.01413" " 1.01363"
3.50589 " 32.1388" " 0.426304" " 1.47342" " 0.4" " -0.00276256" " 1.0358" " 1.01317" " 1.01414" " 1.01365"
3.50689 " 32.0891" " 0.42526" " 1.47296" " 0.4" " -0.00276545" " 1.03582" " 1.01319" " 1.01416" " 1.01366"
3.50789 " 32.0393" " 0.424216" " 1.47249" " 0.4" " -0.00276821" " 1.03585" " 1.01321" " 1.01417" " 1.01368"
3.50889 " 31.9894" " 0.423172" " 1.47202" " 0.4" " -0.00277084" " 1.03588" " 1.01324" " 1.01418" " 1.0137"
3.50989 " 31.9395" " 0.422129" " 1.47155" " 0.4" " -0.00277336" " 1.0359" " 1.01326" " 1.0142" " 1.01372"
3.51089 " 31.8896" " 0.421086" " 1.47108" " 0.4" " -0.00277575" " 1.03593" " 1.01328" " 1.01421" " 1.01374"
3.51189 " 31.8396" " 0.420044" " 1.47062" " 0.4" " -0.00277803" " 1.03596" " 1.01331" " 1.01422" " 1.01376"
3.51289 " 31.7896" " 0.419002" " 1.47015" " 0.4" " -0.00278018" " 1.03598" " 1.01333" " 1.01424" " 1.01377"
3.51389 " 31.7395" " 0.417961" " 1.46968" " 0.4" " -0.00278221" " 1.03601" " 1.01335" " 1.01425" " 1.01379"
3.51489 " 31.6894" " 0.416921" " 1.46921" " 0.4" " -0.00278411" " 1.03603" " 1.01337" " 1.01426" " 1.01381"
3.51589 " 31.6393" " 0.415882" " 1.46874" " 0.4" " -0.0027859" " 1.03606" " 1.01339" " 1.01428" " 1.01382"
3.51689 " 31.5891" " 0.414842" " 1.46827" " 0.4" " -0.00278756" " 1.03608" " 1.01341" " 1.01429" " 1.01384"
3.51789 " 31.5389" " 0.413805" " 1.4678" " 0.4" " -0.00278911" " 1.03611" " 1.01344" " 1.0143" " 1.01386"
3.51889 " 31.4887" " 0.412767" " 1.46734" " 0.4" " -0.00279053" " 1.03613" " 1.01346" " 1.01432" " 1.01387"
3.51989 " 31.4385" " 0.411731" " 1.46687" " 0.4" " -0.00279183" " 1.03616" " 1.01348" " 1.01433" " 1.01389"
3.52089 " 31.3882" " 0.410695" " 1.4664" " 0.4" " -0.00279301" " 1.03618" " 1.0135" " 1.01434" " 1.01391"
3.52189 " 31.3379" " 0.409661" " 1.46593" " 0.4" " -0.00279406" " 1.0362" " 1.01352" " 1.01435" " 1.01392"
3.52289 " 31.2876" " 0.408627" " 1.46546" " 0.4" " -0.002795" " 1.03623" " 1.01354" " 1.01436" " 1.01394"
3.52389 " 31.2373" " 0.407595" " 1.46499" " 0.4" " -0.00279582" " 1.03625" " 1.01356" " 1.01437" " 1.01395"
3.52489 " 31.187" " 0.406563" " 1.46452" " 0.4" " -0.00279651" " 1.03627" " 1.01358" " 1.01439" " 1.01397"
3.52589 " 31.1366" " 0.405533" " 1.46406" " 0.4" " -0.00279709" " 1.0363" " 1.0136" " 1.0144" " 1.01398"
3.52689 " 31.0863" " 0.404504" " 1.46359" " 0.4" " -0.00279754" " 1.03632" " 1.01362" " 1.01441" " 1.014"
3.52789 " 31.0359" " 0.403476" " 1.46312" " 0.4" " -0.00279788" " 1.03634" " 1.01364" " 1.01442" " 1.01401"
3.52889 " 30.9855" " 0.40245" " 1.46265" " 0.4" " -0.00279809" " 1.03636" " 1.01366" " 1.01443" " 1.01403"
3.52989 " 30.9352" " 0.401424" " 1.46218" " 0.4" " -0.00279819" " 1.03638" " 1.01367" " 1.01444" " 1.01404"
3.53089 " 30.8848" " 0.400401" " 1.46171" " 0.4" " -0.00279816" " 1.0364" " 1.01369" " 1.01445" " 1.01406"
3.53189 " 30.8344" " 0.399378" " 1.46125" " 0.4" " -0.00279802" " 1.03643" " 1.01371" " 1.01446" " 1.01407"
3.53289 " 30.7841" " 0.398357" " 1.46078" " 0.4" " -0.00279776" " 1.03645" " 1.01373" " 1.01447" " 1.01408"
3.53389 " 30.7337" " 0.397337" " 1.46031" " 0.4" " -0.00279737" " 1.03647" " 1.01375" " 1.01448" " 1.0141"
3.53489 " 30.6834" " 0.396319" " 1.45984" " 0.4" " -0.00279687" " 1.03649" " 1.01376" " 1.01449" " 1.01411"
3.53589 " 30.633" " 0.395303" " 1.45938" " 0.4" " -0.00279625" " 1.03651" " 1.01378" " 1.0145" " 1.01412"
3.53689 " 30.5827" " 0.394288" " 1.45891" " 0.4" " -0.00279551" " 1.03653" " 1.0138" " 1.01451" " 1.01414"
3.53789 " 30.5324" " 0.393275" " 1.45845" " 0.4" " -0.00279465" " 1.03655" " 1.01381" " 1.01452" " 1.01415"
3.53889 " 30.4821" " 0.392263" " 1.45798" " 0.4" " -0.00279368" " 1.03657" " 1.01383" " 1.01453" " 1.01416"
3.53989 " 30.4318" " 0.391253" " 1.45751" " 0.4" " -0.00279259" " 1.03658" " 1.01385" " 1.01454" " 1.01418"
3.54089 " 30.3816" " 0.390245" " 1.45705" " 0.4" " -0.00279137" " 1.0366" " 1.01386" " 1.01455" " 1.01419"
3.54189 " 30.3313" " 0.389239" " 1.45658" " 0.4" " -0.00279004" " 1.03662" " 1.01388" " 1.01455" " 1.0142"
3.54289 " 30.2811" " 0.388234" " 1.45612" " 0.4" " -0.0027886" " 1.03664" " 1.0139" " 1.01456" " 1.01421"
3.54389 " 30.2309" " 0.387232" " 1.45566" " 0.4" " -0.00278703" " 1.03666" " 1.01391" " 1.01457" " 1.01422"
3.54489 " 30.1808" " 0.386231" " 1.45519" " 0.4" " -0.00278535" " 1.03667" " 1.01393" " 1.01458" " 1.01423"
3.54589 " 30.1307" " 0.385233" " 1.45473" " 0.4" " -0.00278356" " 1.03669" " 1.01394" " 1.01459" " 1.01424"
3.54689 " 30.0806" " 0.384236" " 1.45427" " 0.4" " -0.00278164" " 1.03671" " 1.01395" " 1.01459" " 1.01426"
3.54789 " 30.0305" " 0.383242" " 1.45381" " 0.4" " -0.00277961" " 1.03672" " 1.01397" " 1.0146" " 1.01427"
3.54889 " 29.9805" " 0.38225" " 1.45335" " 0.4" " -0.00277747" " 1.03674" " 1.01398" " 1.01461" " 1.01428"
3.54989 " 29.9305" " 0.381259" " 1.45289" " 0.4" " -0.0027752" " 1.03676" " 1.014" " 1.01462" " 1.01429"
3.55089 " 29.8806" " 0.380271" " 1.45243" " 0.4" " -0.00277283" " 1.03677" " 1.01401" " 1.01462" " 1.0143"
3.55189 " 29.8307" " 0.379285" " 1.45197" " 0.4" " -0.00277033" " 1.03679" " 1.01402" " 1.01463" " 1.01431"
3.55289 " 29.7809" " 0.378302" " 1.45151" " 0.4" " -0.00276773" " 1.0368" " 1.01404" " 1.01464" " 1.01432"
3.55389 " 29.7311" " 0.37732" " 1.45105" " 0.4" " -0.00276501" " 1.03682" " 1.01405" " 1.01464" " 1.01433"
3.55489 " 29.6813" " 0.376342" " 1.45059" " 0.4" " -0.00276217" " 1.03683" " 1.01406" " 1.01465" " 1.01433"
3.55589 " 29.6316" " 0.375365" " 1.45013" " 0.4" " -0.00275922" " 1.03685" " 1.01408" " 1.01466" " 1.01434"
3.55689 " 29.582" " 0.374391" " 1.44968" " 0.4" " -0.00275615" " 1.03686" " 1.01409" " 1.01466" " 1.01435"
3.55789 " 29.5324" " 0.373419" " 1.44922" " 0.4" " -0.00275298" " 1.03687" " 1.0141" " 1.01467" " 1.01436"
3.55889 " 29.4829" " 0.37245" " 1.44877" " 0.4" " -0.00274969" " 1.03689" " 1.01411" " 1.01467" " 1.01437"
3.55989 " 29.4334" " 0.371483" " 1.44831" " 0.4" " -0.00274628" " 1.0369" " 1.01412" " 1.01468" " 1.01438"
3.56089 " 29.384" " 0.370519" " 1.44786" " 0.4" " -0.00274277" " 1.03691" " 1.01414" " 1.01468" " 1.01439"
3.56189 " 29.3347" " 0.369558" " 1.44741" " 0.4" " -0.00273914" " 1.03693" " 1.01415" " 1.01469" " 1.01439"
3.56289 " 29.2854" " 0.368599" " 1.44695" " 0.4" " -0.0027354" " 1.03694" " 1.01416" " 1.01469" " 1.0144"
3.56388 " 29.2362" " 0.367643" " 1.4465" " 0.4" " -0.00273154" " 1.03695" " 1.01417" " 1.0147" " 1.01441"
3.56488 " 29.1871" " 0.36669" " 1.44605" " 0.4" " -0.00272758" " 1.03696" " 1.01418" " 1.0147" " 1.01442"
3.56588 " 29.138" " 0.365739" " 1.4456" " 0.4" " -0.0027235" " 1.03697" " 1.01419" " 1.01471" " 1.01442"
3.56688 " 29.089" " 0.364791" " 1.44515" " 0.4" " -0.00271932" " 1.03698" " 1.0142" " 1.01471" " 1.01443"
3.56788 " 29.0401" " 0.363846" " 1.44471" " 0.4" " -0.00271502" " 1.03699" " 1.01421" " 1.01472" " 1.01444"
3.56888 " 28.9913" " 0.362904" " 1.44426" " 0.4" " -0.00271062" " 1.037" " 1.01422" " 1.01472" " 1.01444"
3.56988 " 28.9425" " 0.361965" " 1.44381" " 0.4" " -0.0027061" " 1.03701" " 1.01423" " 1.01472" " 1.01445"
3.57088 " 28.8939" " 0.361029" " 1.44337" " 0.4" " -0.00270148" " 1.03702" " 1.01424" " 1.01473" " 1.01445"
3.57188 " 28.8453" " 0.360096" " 1.44292" " 0.4" " -0.00269674" " 1.03703" " 1.01424" " 1.01473" " 1.01446"
3.57288 " 28.7968" " 0.359165" " 1.44248" " 0.4" " -0.0026919" " 1.03704" " 1.01425" " 1.01473" " 1.01447"
3.57388 " 28.7484" " 0.358238" " 1.44204" " 0.4" " -0.00268695" " 1.03705" " 1.01426" " 1.01474" " 1.01447"
3.57488 " 28.7" " 0.357314" " 1.4416" " 0.4" " -0.00268189" " 1.03706" " 1.01427" " 1.01474" " 1.01448"
3.57588 " 28.6518" " 0.356394" " 1.44115" " 0.4" " -0.00267673" " 1.03707" " 1.01428" " 1.01474" " 1.01448"
3.57688 " 28.6037" " 0.355476" " 1.44071" " 0.4" " -0.00267145" " 1.03708" " 1.01428" " 1.01475" " 1.01449"
3.57788 " 28.5556" " 0.354561" " 1.44028" " 0.4" " -0.00266607" " 1.03709" " 1.01429" " 1.01475" " 1.01449"
3.57888 " 28.5077" " 0.35365" " 1.43984" " 0.4" " -0.00266059" " 1.03709" " 1.0143" " 1.01475" " 1.0145"
3.57988 " 28.4599" " 0.352742" " 1.4394" " 0.4" " -0.00265499" " 1.0371" " 1.01431" " 1.01475" " 1.0145"
3.58088 " 28.4121" " 0.351838" " 1.43897" " 0.4" " -0.0026493" " 1.03711" " 1.01431" " 1.01475" " 1.0145"
3.58188 " 28.3645" " 0.350936" " 1.43853" " 0.4" " -0.00264349" " 1.03711" " 1.01432" " 1.01476" " 1.01451"
3.58288 " 28.317" " 0.350038" " 1.4381" " 0.4" " -0.00263758" " 1.03712" " 1.01433" " 1.01476" " 1.01451"
3.58388 " 28.2695" " 0.349144" " 1.43766" " 0.4" " -0.00263157" " 1.03713" " 1.01433" " 1.01476" " 1.01451"
3.58488 " 28.2222" " 0.348253" " 1.43723" " 0.4" " -0.00262545" " 1.03713" " 1.01434" " 1.01476" " 1.01452"
3.58588 " 28.175" " 0.347365" " 1.4368" " 0.4" " -0.00261923" " 1.03714" " 1.01434" " 1.01476" " 1.01452"
3.58688 " 28.1279" " 0.346481" " 1.43637" " 0.4" " -0.00261291" " 1.03714" " 1.01435" " 1.01476" " 1.01452"
3.58788 " 28.0809" " 0.345601" " 1.43594" " 0.4" " -0.00260649" " 1.03715" " 1.01435" " 1.01476" " 1.01453"
3.58888 " 28.0341" " 0.344724" " 1.43552" " 0.4" " -0.00259996" " 1.03715" " 1.01436" " 1.01476" " 1.01453"
3.58988 " 27.9873" " 0.34385" " 1.43509" " 0.4" " -0.00259333" " 1.03716" " 1.01436" " 1.01477" " 1.01453"
3.59088 " 27.9407" " 0.342981" " 1.43467" " 0.4" " -0.00258659" " 1.03716" " 1.01437" " 1.01477" " 1.01453"
3.59188 " 27.8942" " 0.342115" " 1.43424" " 0.4" " -0.00257976" " 1.03717" " 1.01437" " 1.01477" " 1.01453"
3.59288 " 27.8479" " 0.341253" " 1.43382" " 0.4" " -0.00257283" " 1.03717" " 1.01438" " 1.01477" " 1.01454"
3.59388 " 27.8016" " 0.340394" " 1.4334" " 0.4" " -0.00256579" " 1.03717" " 1.01438" " 1.01477" " 1.01454"
3.59488 " 27.7555" " 0.339539" " 1.43298" " 0.4" " -0.00255866" " 1.03718" " 1.01438" " 1.01477" " 1.01454"
3.59588 " 27.7095" " 0.338689" " 1.43256" " 0.4" " -0.00255143" " 1.03718" " 1.01439" " 1.01477" " 1.01454"
3.59688 " 27.6636" " 0.337842" " 1.43214" " 0.4" " -0.0025441" " 1.03718" " 1.01439" " 1.01477" " 1.01454"
3.59788 " 27.6179" " 0.336998" " 1.43172" " 0.4" " -0.00253667" " 1.03718" " 1.01439" " 1.01477" " 1.01454"
3.59888 " 27.5723" " 0.336159" " 1.43131" " 0.4" " -0.00252914" " 1.03718" " 1.0144" " 1.01476" " 1.01454"
3.59988 " 27.5269" " 0.335324" " 1.43089" " 0.4" " -0.00252151" " 1.03719" " 1.0144" " 1.01476" " 1.01454"
3.60088 " 27.4815" " 0.334492" " 1.43048" " 0.4" " -0.00251379" " 1.03719" " 1.0144" " 1.01476" " 1.01454"
3.60188 " 27.4364" " 0.333665" " 1.43007" " 0.4" " -0.00250597" " 1.03719" " 1.0144" " 1.01476" " 1.01454"
3.60288 " 27.3913" " 0.332841" " 1.42966" " 0.4" " -0.00249806" " 1.03719" " 1.0144" " 1.01476" " 1.01454"
3.60388 " 27.3464" " 0.332022" " 1.42925" " 0.4" " -0.00249005" " 1.03719" " 1.01441" " 1.01476" " 1.01454"
3.60488 " 27.3017" " 0.331207" " 1.42884" " 0.4" " -0.00248194" " 1.03719" " 1.01441" " 1.01476" " 1.01454"
3.60588 " 27.2571" " 0.330396" " 1.42843" " 0.4" " -0.00247374" " 1.03719" " 1.01441" " 1.01476" " 1.01454"
