Time(s); gENROE.delta; gENROE.PELEC; eSST1A.EFD; gENROE.PMECH; gENROE.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
4.14784; 34.1001; 0.422253; 1.53279; 0.4; 0.00141279; 1.00343; 0.993882; 1.00129; 0.997578
4.14884; 34.1255; 0.422707; 1.53279; 0.4; 0.00141009; 1.00342; 0.993874; 1.00128; 0.997571
4.14984; 34.1508; 0.42316; 1.53278; 0.4; 0.00140735; 1.00342; 0.993866; 1.00128; 0.997565
4.15084; 34.1762; 0.423611; 1.53278; 0.4; 0.00140455; 1.00341; 0.993858; 1.00128; 0.997559
4.15184; 34.2014; 0.424061; 1.53277; 0.4; 0.0014017; 1.0034; 0.99385; 1.00127; 0.997553
4.15284; 34.2266; 0.424508; 1.53276; 0.4; 0.0013988; 1.00339; 0.993842; 1.00127; 0.997547
4.15384; 34.2518; 0.424955; 1.53276; 0.4; 0.00139584; 1.00339; 0.993834; 1.00126; 0.99754
4.15484; 34.2769; 0.425399; 1.53275; 0.4; 0.00139284; 1.00338; 0.993826; 1.00126; 0.997534
4.15584; 34.3019; 0.425842; 1.53275; 0.4; 0.00138978; 1.00337; 0.993818; 1.00125; 0.997528
4.15684; 34.3269; 0.426283; 1.53274; 0.4; 0.00138667; 1.00336; 0.993811; 1.00125; 0.997522
4.15784; 34.3518; 0.426722; 1.53274; 0.4; 0.00138351; 1.00336; 0.993803; 1.00124; 0.997516
4.15884; 34.3767; 0.42716; 1.53273; 0.4; 0.0013803; 1.00335; 0.993795; 1.00124; 0.99751
4.15984; 34.4015; 0.427596; 1.53272; 0.4; 0.00137703; 1.00334; 0.993787; 1.00123; 0.997503
4.16084; 34.4263; 0.42803; 1.53272; 0.4; 0.00137372; 1.00334; 0.99378; 1.00123; 0.997497
4.16184; 34.451; 0.428463; 1.53271; 0.4; 0.00137036; 1.00333; 0.993772; 1.00122; 0.997491
4.16284; 34.4756; 0.428894; 1.53271; 0.4; 0.00136694; 1.00332; 0.993764; 1.00122; 0.997485
4.16384; 34.5002; 0.429323; 1.5327; 0.4; 0.00136348; 1.00332; 0.993757; 1.00121; 0.997479
4.16484; 34.5247; 0.42975; 1.5327; 0.4; 0.00135996; 1.00331; 0.993749; 1.00121; 0.997473
4.16584; 34.5491; 0.430175; 1.53269; 0.4; 0.0013564; 1.0033; 0.993741; 1.00121; 0.997467
4.16684; 34.5735; 0.430599; 1.53269; 0.4; 0.00135279; 1.0033; 0.993734; 1.0012; 0.997461
4.16784; 34.5978; 0.43102; 1.53268; 0.4; 0.00134912; 1.00329; 0.993726; 1.0012; 0.997455
4.16884; 34.6221; 0.43144; 1.53268; 0.4; 0.00134541; 1.00328; 0.993719; 1.00119; 0.997449
4.16984; 34.6463; 0.431858; 1.53267; 0.4; 0.00134165; 1.00327; 0.993711; 1.00119; 0.997443
4.17084; 34.6704; 0.432274; 1.53266; 0.4; 0.00133784; 1.00327; 0.993704; 1.00118; 0.997437
4.17184; 34.6944; 0.432688; 1.53266; 0.4; 0.00133399; 1.00326; 0.993696; 1.00118; 0.997431
4.17284; 34.7184; 0.4331; 1.53265; 0.4; 0.00133008; 1.00325; 0.993689; 1.00117; 0.997425
4.17384; 34.7423; 0.43351; 1.53265; 0.4; 0.00132613; 1.00325; 0.993682; 1.00117; 0.997419
4.17484; 34.7662; 0.433919; 1.53264; 0.4; 0.00132213; 1.00324; 0.993674; 1.00116; 0.997414
4.17584; 34.7899; 0.434325; 1.53264; 0.4; 0.00131808; 1.00324; 0.993667; 1.00116; 0.997408
4.17684; 34.8136; 0.43473; 1.53263; 0.4; 0.00131399; 1.00323; 0.99366; 1.00116; 0.997402
4.17784; 34.8372; 0.435132; 1.53263; 0.4; 0.00130984; 1.00322; 0.993652; 1.00115; 0.997396
4.17884; 34.8608; 0.435532; 1.53262; 0.4; 0.00130566; 1.00322; 0.993645; 1.00115; 0.99739
4.17984; 34.8842; 0.435931; 1.53262; 0.4; 0.00130142; 1.00321; 0.993638; 1.00114; 0.997385
4.18084; 34.9076; 0.436327; 1.53261; 0.4; 0.00129714; 1.0032; 0.993631; 1.00114; 0.997379
4.18184; 34.9309; 0.436722; 1.53261; 0.4; 0.00129281; 1.0032; 0.993624; 1.00113; 0.997373
4.18284; 34.9542; 0.437114; 1.5326; 0.4; 0.00128844; 1.00319; 0.993617; 1.00113; 0.997368
4.18384; 34.9773; 0.437505; 1.5326; 0.4; 0.00128402; 1.00319; 0.99361; 1.00112; 0.997362
4.18484; 35.0004; 0.437893; 1.53259; 0.4; 0.00127956; 1.00318; 0.993603; 1.00112; 0.997357
4.18584; 35.0234; 0.438279; 1.53259; 0.4; 0.00127505; 1.00317; 0.993596; 1.00112; 0.997351
4.18684; 35.0463; 0.438663; 1.53258; 0.4; 0.00127049; 1.00317; 0.993589; 1.00111; 0.997346
4.18784; 35.0691; 0.439045; 1.53258; 0.4; 0.00126589; 1.00316; 0.993582; 1.00111; 0.99734
4.18884; 35.0919; 0.439425; 1.53258; 0.4; 0.00126125; 1.00316; 0.993575; 1.0011; 0.997335
4.18984; 35.1145; 0.439803; 1.53257; 0.4; 0.00125657; 1.00315; 0.993568; 1.0011; 0.997329
4.19084; 35.1371; 0.440179; 1.53257; 0.4; 0.00125183; 1.00314; 0.993562; 1.0011; 0.997324
4.19184; 35.1596; 0.440553; 1.53256; 0.4; 0.00124706; 1.00314; 0.993555; 1.00109; 0.997318
4.19284; 35.182; 0.440924; 1.53256; 0.4; 0.00124224; 1.00313; 0.993548; 1.00109; 0.997313
4.19384; 35.2043; 0.441293; 1.53255; 0.4; 0.00123738; 1.00313; 0.993542; 1.00108; 0.997308
4.19484; 35.2265; 0.441661; 1.53255; 0.4; 0.00123248; 1.00312; 0.993535; 1.00108; 0.997303
4.19584; 35.2487; 0.442025; 1.53254; 0.4; 0.00122753; 1.00312; 0.993529; 1.00107; 0.997297
4.19684; 35.2707; 0.442388; 1.53254; 0.4; 0.00122255; 1.00311; 0.993522; 1.00107; 0.997292
4.19784; 35.2927; 0.442749; 1.53253; 0.4; 0.00121752; 1.00311; 0.993516; 1.00107; 0.997287
4.19884; 35.3146; 0.443107; 1.53253; 0.4; 0.00121244; 1.0031; 0.993509; 1.00106; 0.997282
4.19984; 35.3363; 0.443463; 1.53253; 0.4; 0.00120733; 1.0031; 0.993503; 1.00106; 0.997277
4.20084; 35.358; 0.443817; 1.53252; 0.4; 0.00120218; 1.00309; 0.993497; 1.00105; 0.997272
4.20184; 35.3796; 0.444169; 1.53252; 0.4; 0.00119698; 1.00309; 0.993491; 1.00105; 0.997267
4.20284; 35.4011; 0.444518; 1.53251; 0.4; 0.00119175; 1.00308; 0.993484; 1.00105; 0.997262
4.20384; 35.4225; 0.444865; 1.53251; 0.4; 0.00118647; 1.00308; 0.993478; 1.00104; 0.997257
4.20484; 35.4438; 0.44521; 1.53251; 0.4; 0.00118115; 1.00307; 0.993472; 1.00104; 0.997252
4.20584; 35.465; 0.445553; 1.5325; 0.4; 0.00117579; 1.00307; 0.993466; 1.00104; 0.997247
4.20684; 35.4862; 0.445893; 1.5325; 0.4; 0.0011704; 1.00306; 0.99346; 1.00103; 0.997242
4.20784; 35.5072; 0.446231; 1.53249; 0.4; 0.00116496; 1.00306; 0.993454; 1.00103; 0.997238
4.20884; 35.5281; 0.446566; 1.53249; 0.4; 0.00115949; 1.00305; 0.993448; 1.00102; 0.997233
4.20984; 35.5489; 0.4469; 1.53249; 0.4; 0.00115397; 1.00305; 0.993443; 1.00102; 0.997228
4.21084; 35.5696; 0.447231; 1.53248; 0.4; 0.00114842; 1.00304; 0.993437; 1.00102; 0.997224
4.21184; 35.5903; 0.44756; 1.53248; 0.4; 0.00114283; 1.00304; 0.993431; 1.00101; 0.997219
4.21284; 35.6108; 0.447886; 1.53247; 0.4; 0.0011372; 1.00303; 0.993426; 1.00101; 0.997215
4.21384; 35.6312; 0.44821; 1.53247; 0.4; 0.00113154; 1.00303; 0.99342; 1.00101; 0.99721
4.21484; 35.6515; 0.448531; 1.53247; 0.4; 0.00112583; 1.00303; 0.993415; 1.001; 0.997206
4.21584; 35.6717; 0.448851; 1.53246; 0.4; 0.00112009; 1.00302; 0.993409; 1.001; 0.997201
4.21684; 35.6918; 0.449167; 1.53246; 0.4; 0.00111432; 1.00302; 0.993404; 1.001; 0.997197
4.21784; 35.7118; 0.449482; 1.53246; 0.4; 0.0011085; 1.00301; 0.993398; 1.00099; 0.997193
4.21884; 35.7317; 0.449794; 1.53245; 0.4; 0.00110265; 1.00301; 0.993393; 1.00099; 0.997188
4.21984; 35.7515; 0.450104; 1.53245; 0.4; 0.00109676; 1.00301; 0.993388; 1.00099; 0.997184
4.22084; 35.7712; 0.450411; 1.53245; 0.4; 0.00109084; 1.003; 0.993383; 1.00098; 0.99718
4.22184; 35.7908; 0.450716; 1.53244; 0.4; 0.00108488; 1.003; 0.993378; 1.00098; 0.997176
4.22284; 35.8103; 0.451018; 1.53244; 0.4; 0.00107889; 1.00299; 0.993372; 1.00098; 0.997172
4.22384; 35.8297; 0.451318; 1.53244; 0.4; 0.00107286; 1.00299; 0.993368; 1.00097; 0.997168
4.22484; 35.8489; 0.451615; 1.53243; 0.4; 0.0010668; 1.00299; 0.993363; 1.00097; 0.997164
4.22584; 35.8681; 0.45191; 1.53243; 0.4; 0.0010607; 1.00298; 0.993358; 1.00097; 0.99716
4.22684; 35.8871; 0.452203; 1.53242; 0.4; 0.00105457; 1.00298; 0.993353; 1.00097; 0.997156
4.22784; 35.906; 0.452493; 1.53242; 0.4; 0.00104841; 1.00298; 0.993348; 1.00096; 0.997152
4.22884; 35.9248; 0.452781; 1.53242; 0.4; 0.00104221; 1.00297; 0.993344; 1.00096; 0.997149
4.22984; 35.9436; 0.453066; 1.53241; 0.4; 0.00103598; 1.00297; 0.993339; 1.00096; 0.997145
4.23084; 35.9621; 0.453348; 1.53241; 0.4; 0.00102971; 1.00297; 0.993335; 1.00095; 0.997141
4.23184; 35.9806; 0.453629; 1.5324; 0.4; 0.00102342; 1.00297; 0.99333; 1.00095; 0.997138
4.23284; 35.999; 0.453906; 1.5324; 0.4; 0.00101709; 1.00296; 0.993326; 1.00095; 0.997134
4.23384; 36.0172; 0.454181; 1.5324; 0.4; 0.00101073; 1.00296; 0.993322; 1.00095; 0.997131
4.23484; 36.0354; 0.454454; 1.53239; 0.4; 0.00100434; 1.00296; 0.993317; 1.00094; 0.997127
4.23584; 36.0534; 0.454724; 1.53239; 0.4; 0.000997911; 1.00295; 0.993313; 1.00094; 0.997124
4.23684; 36.0713; 0.454991; 1.53238; 0.4; 0.000991456; 1.00295; 0.993309; 1.00094; 0.997121
4.23784; 36.0891; 0.455256; 1.53238; 0.4; 0.00098497; 1.00295; 0.993305; 1.00093; 0.997117
4.23884; 36.1068; 0.455519; 1.53238; 0.4; 0.000978453; 1.00295; 0.993301; 1.00093; 0.997114
4.23984; 36.1243; 0.455779; 1.53237; 0.4; 0.000971907; 1.00295; 0.993297; 1.00093; 0.997111
4.24084; 36.1417; 0.456036; 1.53237; 0.4; 0.00096533; 1.00294; 0.993294; 1.00093; 0.997108
4.24184; 36.1591; 0.456291; 1.53237; 0.4; 0.000958724; 1.00294; 0.99329; 1.00093; 0.997105
4.24284; 36.1763; 0.456543; 1.53236; 0.4; 0.000952088; 1.00294; 0.993286; 1.00092; 0.997102
4.24384; 36.1933; 0.456793; 1.53236; 0.4; 0.000945424; 1.00294; 0.993283; 1.00092; 0.997099
4.24484; 36.2103; 0.45704; 1.53235; 0.4; 0.000938731; 1.00294; 0.993279; 1.00092; 0.997096
4.24584; 36.2271; 0.457284; 1.53235; 0.4; 0.000932009; 1.00293; 0.993276; 1.00092; 0.997094
4.24684; 36.2438; 0.457526; 1.53235; 0.4; 0.000925259; 1.00293; 0.993272; 1.00091; 0.997091
4.24784; 36.2604; 0.457765; 1.53235; 0.4; 0.000918482; 1.00293; 0.993269; 1.00091; 0.997088
4.24884; 36.2769; 0.458002; 1.53234; 0.4; 0.000911677; 1.00293; 0.993266; 1.00091; 0.997086
4.24984; 36.2933; 0.458236; 1.53234; 0.4; 0.000904845; 1.00293; 0.993263; 1.00091; 0.997083
4.25084; 36.3095; 0.458467; 1.53234; 0.4; 0.000897986; 1.00293; 0.99326; 1.00091; 0.997081
4.25184; 36.3256; 0.458696; 1.53233; 0.4; 0.0008911; 1.00293; 0.993257; 1.0009; 0.997079
4.25284; 36.3416; 0.458922; 1.53233; 0.4; 0.000884188; 1.00292; 0.993254; 1.0009; 0.997076
4.25384; 36.3574; 0.459146; 1.53233; 0.4; 0.000877251; 1.00292; 0.993251; 1.0009; 0.997074
4.25484; 36.3731; 0.459367; 1.53232; 0.4; 0.000870287; 1.00292; 0.993248; 1.0009; 0.997072
4.25584; 36.3888; 0.459585; 1.53232; 0.4; 0.000863298; 1.00292; 0.993246; 1.0009; 0.99707
4.25683; 36.4042; 0.459801; 1.53232; 0.4; 0.000856285; 1.00292; 0.993243; 1.0009; 0.997068
4.25783; 36.4196; 0.460014; 1.53231; 0.4; 0.000849246; 1.00292; 0.993241; 1.00089; 0.997066
4.25883; 36.4348; 0.460224; 1.53231; 0.4; 0.000842183; 1.00292; 0.993238; 1.00089; 0.997064
4.25983; 36.4499; 0.460432; 1.53231; 0.4; 0.000835096; 1.00292; 0.993236; 1.00089; 0.997062
4.26083; 36.4649; 0.460637; 1.5323; 0.4; 0.000827986; 1.00292; 0.993234; 1.00089; 0.99706
4.26183; 36.4797; 0.460839; 1.5323; 0.4; 0.000820851; 1.00292; 0.993232; 1.00089; 0.997058
4.26283; 36.4944; 0.461039; 1.5323; 0.4; 0.000813694; 1.00292; 0.99323; 1.00089; 0.997057
4.26383; 36.509; 0.461233; 1.5323; 0.4; 0.000806514; 1.00292; 0.993223; 1.00088; 0.997051
4.26483; 36.5234; 0.461428; 1.53229; 0.4; 0.000799312; 1.00292; 0.993221; 1.00088; 0.99705
4.26583; 36.5378; 0.46162; 1.53229; 0.4; 0.000792087; 1.00292; 0.993219; 1.00088; 0.997048
4.26683; 36.552; 0.461809; 1.53229; 0.4; 0.00078484; 1.00292; 0.993218; 1.00088; 0.997047
4.26783; 36.566; 0.461995; 1.53228; 0.4; 0.000777572; 1.00292; 0.993216; 1.00088; 0.997046
4.26883; 36.58; 0.462179; 1.53228; 0.4; 0.000770283; 1.00292; 0.993214; 1.00088; 0.997044
4.26983; 36.5938; 0.46236; 1.53228; 0.4; 0.000762972; 1.00292; 0.993213; 1.00088; 0.997043
4.27083; 36.6074; 0.462538; 1.53227; 0.4; 0.000755641; 1.00292; 0.993212; 1.00088; 0.997042
4.27183; 36.621; 0.462713; 1.53227; 0.4; 0.00074829; 1.00292; 0.99321; 1.00088; 0.997041
4.27283; 36.6344; 0.462886; 1.53227; 0.4; 0.000740919; 1.00292; 0.993209; 1.00087; 0.99704
4.27383; 36.6476; 0.463057; 1.53226; 0.4; 0.000733528; 1.00292; 0.993208; 1.00087; 0.997039
4.27483; 36.6608; 0.463224; 1.53226; 0.4; 0.000726117; 1.00292; 0.993207; 1.00087; 0.997039
4.27583; 36.6738; 0.463389; 1.53226; 0.4; 0.000718688; 1.00293; 0.993206; 1.00087; 0.997038
4.27683; 36.6866; 0.463551; 1.53225; 0.4; 0.000711239; 1.00293; 0.993206; 1.00087; 0.997037
4.27783; 36.6994; 0.46371; 1.53225; 0.4; 0.000703773; 1.00293; 0.993205; 1.00087; 0.997037
4.27883; 36.712; 0.463867; 1.53225; 0.4; 0.000696288; 1.00293; 0.993204; 1.00087; 0.997036
4.27983; 36.7244; 0.464021; 1.53224; 0.4; 0.000688785; 1.00293; 0.993204; 1.00087; 0.997036
4.28083; 36.7368; 0.464172; 1.53224; 0.4; 0.000681265; 1.00293; 0.993203; 1.00087; 0.997036
4.28183; 36.749; 0.46432; 1.53224; 0.4; 0.000673728; 1.00294; 0.993203; 1.00087; 0.997035
4.28283; 36.761; 0.464466; 1.53223; 0.4; 0.000666174; 1.00294; 0.993203; 1.00087; 0.997035
4.28383; 36.7729; 0.464609; 1.53223; 0.4; 0.000658604; 1.00294; 0.993203; 1.00087; 0.997035
4.28483; 36.7847; 0.46475; 1.53223; 0.4; 0.000651017; 1.00294; 0.993203; 1.00087; 0.997035
4.28583; 36.7964; 0.464887; 1.53222; 0.4; 0.000643414; 1.00294; 0.993203; 1.00087; 0.997035
4.28683; 36.8079; 0.465022; 1.53222; 0.4; 0.000635796; 1.00295; 0.993203; 1.00087; 0.997035
4.28783; 36.8193; 0.465154; 1.53222; 0.4; 0.000628163; 1.00295; 0.993203; 1.00087; 0.997036
4.28883; 36.8305; 0.465283; 1.53222; 0.4; 0.000620514; 1.00295; 0.993203; 1.00087; 0.997036
4.28983; 36.8416; 0.46541; 1.53221; 0.4; 0.000612851; 1.00295; 0.993204; 1.00087; 0.997036
4.29083; 36.8526; 0.465534; 1.53221; 0.4; 0.000605174; 1.00296; 0.993204; 1.00087; 0.997037
4.29183; 36.8634; 0.465655; 1.53221; 0.4; 0.000597483; 1.00296; 0.993205; 1.00087; 0.997037
4.29283; 36.8741; 0.465774; 1.5322; 0.4; 0.000589778; 1.00296; 0.993205; 1.00087; 0.997038
4.29383; 36.8846; 0.46589; 1.5322; 0.4; 0.00058206; 1.00297; 0.993206; 1.00087; 0.997038
4.29483; 36.895; 0.466003; 1.5322; 0.4; 0.000574329; 1.00297; 0.993207; 1.00087; 0.997039
4.29583; 36.9053; 0.466113; 1.53219; 0.4; 0.000566585; 1.00297; 0.993208; 1.00088; 0.99704
4.29683; 36.9154; 0.46622; 1.53219; 0.4; 0.000558829; 1.00298; 0.993209; 1.00088; 0.997041
4.29783; 36.9254; 0.466325; 1.53218; 0.4; 0.000551061; 1.00298; 0.99321; 1.00088; 0.997042
4.29883; 36.9353; 0.466427; 1.53218; 0.4; 0.000543281; 1.00298; 0.993211; 1.00088; 0.997043
4.29983; 36.945; 0.466527; 1.53218; 0.4; 0.000535489; 1.00299; 0.993213; 1.00088; 0.997044
4.30083; 36.9545; 0.466623; 1.53217; 0.4; 0.000527687; 1.00299; 0.993214; 1.00088; 0.997045
4.30183; 36.964; 0.466717; 1.53217; 0.4; 0.000519874; 1.003; 0.993216; 1.00088; 0.997047
4.30283; 36.9733; 0.466808; 1.53217; 0.4; 0.00051205; 1.003; 0.993217; 1.00088; 0.997048
4.30383; 36.9824; 0.466897; 1.53216; 0.4; 0.000504216; 1.00301; 0.993219; 1.00088; 0.997049
4.30483; 36.9914; 0.466982; 1.53216; 0.4; 0.000496373; 1.00301; 0.993221; 1.00088; 0.997051
4.30583; 37.0003; 0.467065; 1.53216; 0.4; 0.00048852; 1.00301; 0.993223; 1.00089; 0.997053
4.30683; 37.009; 0.467145; 1.53215; 0.4; 0.000480658; 1.00302; 0.993225; 1.00089; 0.997054
4.30783; 37.0176; 0.467223; 1.53215; 0.4; 0.000472787; 1.00302; 0.993227; 1.00089; 0.997056
4.30883; 37.026; 0.467298; 1.53215; 0.4; 0.000464907; 1.00303; 0.993229; 1.00089; 0.997058
4.30983; 37.0343; 0.46737; 1.53214; 0.4; 0.000457019; 1.00303; 0.993231; 1.00089; 0.99706
4.31083; 37.0425; 0.467439; 1.53214; 0.4; 0.000449124; 1.00304; 0.993234; 1.00089; 0.997062
4.31183; 37.0505; 0.467506; 1.53214; 0.4; 0.00044122; 1.00304; 0.993236; 1.00089; 0.997064
4.31283; 37.0584; 0.46757; 1.53213; 0.4; 0.00043331; 1.00305; 0.993239; 1.0009; 0.997066
4.31383; 37.0661; 0.467631; 1.53213; 0.4; 0.000425392; 1.00305; 0.993241; 1.0009; 0.997068
4.31483; 37.0737; 0.467689; 1.53212; 0.4; 0.000417468; 1.00306; 0.993244; 1.0009; 0.99707
4.31583; 37.0811; 0.467745; 1.53212; 0.4; 0.000409538; 1.00307; 0.993247; 1.0009; 0.997073
4.31683; 37.0884; 0.467798; 1.53212; 0.4; 0.000401602; 1.00307; 0.99325; 1.0009; 0.997075
4.31783; 37.0956; 0.467848; 1.53211; 0.4; 0.00039366; 1.00308; 0.993253; 1.00091; 0.997078
4.31883; 37.1026; 0.467895; 1.53211; 0.4; 0.000385713; 1.00308; 0.993256; 1.00091; 0.997081
4.31983; 37.1095; 0.46794; 1.53211; 0.4; 0.00037776; 1.00309; 0.993259; 1.00091; 0.997083
4.32083; 37.1162; 0.467982; 1.5321; 0.4; 0.000369803; 1.0031; 0.993263; 1.00091; 0.997086
4.32183; 37.1228; 0.468022; 1.5321; 0.4; 0.000361842; 1.0031; 0.993266; 1.00091; 0.997089
4.32283; 37.1292; 0.468058; 1.53209; 0.4; 0.000353876; 1.00311; 0.993269; 1.00092; 0.997092
4.32383; 37.1355; 0.468092; 1.53209; 0.4; 0.000345907; 1.00312; 0.993273; 1.00092; 0.997095
4.32483; 37.1417; 0.468124; 1.53209; 0.4; 0.000337934; 1.00312; 0.993277; 1.00092; 0.997098
4.32583; 37.1477; 0.468152; 1.53208; 0.4; 0.000329959; 1.00313; 0.993281; 1.00092; 0.997101
4.32683; 37.1535; 0.468178; 1.53208; 0.4; 0.00032198; 1.00314; 0.993284; 1.00093; 0.997104
4.32783; 37.1593; 0.468201; 1.53208; 0.4; 0.000313999; 1.00314; 0.993288; 1.00093; 0.997108
4.32883; 37.1648; 0.468222; 1.53207; 0.4; 0.000306016; 1.00315; 0.993293; 1.00093; 0.997111
4.32983; 37.1703; 0.468239; 1.53207; 0.4; 0.000298031; 1.00316; 0.993297; 1.00094; 0.997115
4.33083; 37.1756; 0.468255; 1.53206; 0.4; 0.000290044; 1.00316; 0.993301; 1.00094; 0.997118
4.33183; 37.1807; 0.468267; 1.53206; 0.4; 0.000282056; 1.00317; 0.993305; 1.00094; 0.997122
4.33283; 37.1857; 0.468277; 1.53205; 0.4; 0.000274067; 1.00318; 0.99331; 1.00094; 0.997126
4.33383; 37.1906; 0.468284; 1.53205; 0.4; 0.000266078; 1.00319; 0.993314; 1.00095; 0.997129
4.33483; 37.1953; 0.468288; 1.53204; 0.4; 0.000258088; 1.00319; 0.993319; 1.00095; 0.997133
4.33583; 37.1999; 0.46829; 1.53204; 0.4; 0.000250098; 1.0032; 0.993324; 1.00095; 0.997137
4.33683; 37.2043; 0.468289; 1.53204; 0.4; 0.000242109; 1.00321; 0.993329; 1.00096; 0.997141
4.33783; 37.2086; 0.468286; 1.53203; 0.4; 0.00023412; 1.00322; 0.993334; 1.00096; 0.997145
4.33883; 37.2127; 0.468279; 1.53203; 0.4; 0.000226132; 1.00323; 0.993339; 1.00096; 0.99715
4.33983; 37.2167; 0.468271; 1.53202; 0.4; 0.000218146; 1.00323; 0.993344; 1.00097; 0.997154
4.34083; 37.2206; 0.468259; 1.53202; 0.4; 0.000210161; 1.00324; 0.993349; 1.00097; 0.997158
4.34183; 37.2243; 0.468245; 1.53202; 0.4; 0.000202177; 1.00325; 0.993354; 1.00097; 0.997163
4.34283; 37.2279; 0.468228; 1.53201; 0.4; 0.000194196; 1.00326; 0.99336; 1.00098; 0.997167
4.34383; 37.2313; 0.468209; 1.53201; 0.4; 0.000186218; 1.00327; 0.993365; 1.00098; 0.997172
4.34483; 37.2346; 0.468187; 1.532; 0.4; 0.000178242; 1.00328; 0.993371; 1.00098; 0.997176
4.34583; 37.2377; 0.468162; 1.532; 0.4; 0.00017027; 1.00329; 0.993377; 1.00099; 0.997181
4.34683; 37.2407; 0.468135; 1.53199; 0.4; 0.000162301; 1.0033; 0.993382; 1.00099; 0.997186
4.34783; 37.2436; 0.468105; 1.53199; 0.4; 0.000154335; 1.00331; 0.993388; 1.001; 0.997191
4.34883; 37.2463; 0.468072; 1.53198; 0.4; 0.000146374; 1.00332; 0.993394; 1.001; 0.997196
4.34983; 37.2488; 0.468037; 1.53198; 0.4; 0.000138417; 1.00332; 0.9934; 1.001; 0.997201
4.35083; 37.2512; 0.467999; 1.53197; 0.4; 0.000130464; 1.00333; 0.993406; 1.00101; 0.997206
4.35183; 37.2535; 0.467959; 1.53197; 0.4; 0.000122517; 1.00334; 0.993413; 1.00101; 0.997211
4.35283; 37.2557; 0.467916; 1.53196; 0.4; 0.000114574; 1.00335; 0.993419; 1.00102; 0.997216
4.35383; 37.2576; 0.46787; 1.53196; 0.4; 0.000106638; 1.00336; 0.993425; 1.00102; 0.997222
4.35483; 37.2595; 0.467822; 1.53195; 0.4; 9.87067e-05; 1.00337; 0.993432; 1.00103; 0.997227
4.35583; 37.2612; 0.467771; 1.53195; 0.4; 9.07819e-05; 1.00338; 0.993439; 1.00103; 0.997233
4.35683; 37.2628; 0.467718; 1.53194; 0.4; 8.28636e-05; 1.00339; 0.993445; 1.00103; 0.997238
4.35783; 37.2642; 0.467662; 1.53194; 0.4; 7.49521e-05; 1.0034; 0.993452; 1.00104; 0.997244
4.35883; 37.2655; 0.467604; 1.53193; 0.4; 6.70475e-05; 1.00341; 0.993459; 1.00104; 0.99725
4.35983; 37.2666; 0.467543; 1.53193; 0.4; 5.91503e-05; 1.00343; 0.993466; 1.00105; 0.997256
4.36083; 37.2676; 0.467479; 1.53192; 0.4; 5.12608e-05; 1.00344; 0.993473; 1.00105; 0.997261
4.36183; 37.2684; 0.467413; 1.53192; 0.4; 4.33792e-05; 1.00345; 0.99348; 1.00106; 0.997267
4.36283; 37.2691; 0.467345; 1.53191; 0.4; 3.55059e-05; 1.00346; 0.993488; 1.00106; 0.997273
4.36383; 37.2697; 0.467273; 1.53191; 0.4; 2.7641e-05; 1.00347; 0.993495; 1.00107; 0.997279
4.36483; 37.2701; 0.4672; 1.5319; 0.4; 1.9785e-05; 1.00348; 0.993502; 1.00107; 0.997286
4.36583; 37.2704; 0.467124; 1.5319; 0.4; 1.19381e-05; 1.00349; 0.99351; 1.00108; 0.997292
4.36683; 37.2706; 0.467045; 1.53189; 0.4; 4.10062e-06; 1.0035; 0.993517; 1.00108; 0.997298
4.36783; 37.2706; 0.466964; 1.53188; 0.4; -3.72711e-06; 1.00351; 0.993525; 1.00109; 0.997305
4.36883; 37.2704; 0.46688; 1.53188; 0.4; -1.15449e-05; 1.00352; 0.993533; 1.00109; 0.997311
4.36983; 37.2702; 0.466794; 1.53187; 0.4; -1.93524e-05; 1.00354; 0.993541; 1.0011; 0.997318
4.37083; 37.2697; 0.466705; 1.53187; 0.4; -2.71493e-05; 1.00355; 0.993549; 1.0011; 0.997324
4.37183; 37.2692; 0.466614; 1.53186; 0.4; -3.49354e-05; 1.00356; 0.993557; 1.00111; 0.997331
4.37283; 37.2685; 0.466521; 1.53186; 0.4; -4.27103e-05; 1.00357; 0.993565; 1.00111; 0.997338
4.37383; 37.2676; 0.466424; 1.53185; 0.4; -5.04737e-05; 1.00358; 0.993573; 1.00112; 0.997344
4.37483; 37.2667; 0.466326; 1.53184; 0.4; -5.82254e-05; 1.0036; 0.993581; 1.00112; 0.997351
4.37583; 37.2656; 0.466225; 1.53184; 0.4; -6.59652e-05; 1.00361; 0.99359; 1.00113; 0.997358
4.37683; 37.2643; 0.466122; 1.53183; 0.4; -7.36926e-05; 1.00362; 0.993598; 1.00114; 0.997365
4.37783; 37.2629; 0.466016; 1.53183; 0.4; -8.14074e-05; 1.00363; 0.993607; 1.00114; 0.997372
4.37883; 37.2614; 0.465907; 1.53182; 0.4; -8.91093e-05; 1.00364; 0.993615; 1.00115; 0.99738
4.37983; 37.2597; 0.465797; 1.53181; 0.4; -9.67981e-05; 1.00366; 0.993624; 1.00115; 0.997387
4.38083; 37.2579; 0.465684; 1.53181; 0.4; -0.000104474; 1.00367; 0.993633; 1.00116; 0.997394
4.38183; 37.2559; 0.465568; 1.5318; 0.4; -0.000112135; 1.00368; 0.993642; 1.00116; 0.997402
