Time(s); generator.delta; generator.PELEC; eSST4B.EFD; generator.PMECH; generator.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
4.05985; 27.729; 0.426796; 1.0208; 0.4; 0.00213019; 1.03547; 1.01297; 1.01401; 1.01348
4.06085; 27.7673; 0.427395; 1.02071; 0.4; 0.00212692; 1.03539; 1.01292; 1.01398; 1.01344
4.06185; 27.8055; 0.427991; 1.02061; 0.4; 0.00212359; 1.03532; 1.01287; 1.01394; 1.0134
4.06285; 27.8437; 0.428585; 1.02053; 0.4; 0.00212018; 1.03524; 1.01282; 1.01391; 1.01336
4.06385; 27.8819; 0.429176; 1.02044; 0.4; 0.00211671; 1.03516; 1.01277; 1.01388; 1.01331
4.06485; 27.9199; 0.429765; 1.02035; 0.4; 0.00211317; 1.03508; 1.01272; 1.01384; 1.01327
4.06585; 27.9579; 0.430352; 1.02027; 0.4; 0.00210956; 1.03501; 1.01267; 1.01381; 1.01323
4.06685; 27.9959; 0.430937; 1.02019; 0.4; 0.00210588; 1.03493; 1.01262; 1.01378; 1.01319
4.06785; 28.0337; 0.431519; 1.0201; 0.4; 0.00210213; 1.03485; 1.01256; 1.01375; 1.01315
4.06885; 28.0715; 0.432098; 1.02003; 0.4; 0.00209832; 1.03477; 1.01251; 1.01371; 1.01311
4.06985; 28.1093; 0.432676; 1.01995; 0.4; 0.00209444; 1.0347; 1.01246; 1.01368; 1.01306
4.07085; 28.1469; 0.43325; 1.01987; 0.4; 0.00209049; 1.03462; 1.01241; 1.01365; 1.01302
4.07185; 28.1845; 0.433823; 1.0198; 0.4; 0.00208647; 1.03454; 1.01236; 1.01361; 1.01298
4.07285; 28.2221; 0.434393; 1.01972; 0.4; 0.00208239; 1.03447; 1.01231; 1.01358; 1.01294
4.07385; 28.2595; 0.43496; 1.01965; 0.4; 0.00207824; 1.03439; 1.01226; 1.01355; 1.0129
4.07485; 28.2969; 0.435525; 1.01958; 0.4; 0.00207403; 1.03431; 1.01221; 1.01352; 1.01286
4.07585; 28.3342; 0.436087; 1.01951; 0.4; 0.00206975; 1.03423; 1.01216; 1.01348; 1.01282
4.07685; 28.3714; 0.436647; 1.01945; 0.4; 0.00206541; 1.03416; 1.01211; 1.01345; 1.01277
4.07785; 28.4085; 0.437204; 1.01938; 0.4; 0.00206099; 1.03408; 1.01206; 1.01342; 1.01273
4.07885; 28.4456; 0.437759; 1.01932; 0.4; 0.00205652; 1.034; 1.01201; 1.01339; 1.01269
4.07985; 28.4826; 0.438311; 1.01925; 0.4; 0.00205198; 1.03393; 1.01196; 1.01335; 1.01265
4.08085; 28.5195; 0.43886; 1.01919; 0.4; 0.00204738; 1.03385; 1.01191; 1.01332; 1.01261
4.08185; 28.5563; 0.439407; 1.01913; 0.4; 0.00204271; 1.03377; 1.01186; 1.01329; 1.01257
4.08285; 28.593; 0.439951; 1.01908; 0.4; 0.00203798; 1.0337; 1.01181; 1.01325; 1.01253
4.08385; 28.6296; 0.440492; 1.01902; 0.4; 0.00203319; 1.03362; 1.01176; 1.01322; 1.01249
4.08485; 28.6662; 0.441031; 1.01897; 0.4; 0.00202833; 1.03355; 1.01171; 1.01319; 1.01245
4.08585; 28.7027; 0.441567; 1.01891; 0.4; 0.00202341; 1.03347; 1.01166; 1.01316; 1.0124
4.08685; 28.739; 0.442101; 1.01886; 0.4; 0.00201843; 1.03339; 1.01161; 1.01312; 1.01236
4.08785; 28.7753; 0.442631; 1.01881; 0.4; 0.00201338; 1.03332; 1.01156; 1.01309; 1.01232
4.08885; 28.8115; 0.443159; 1.01876; 0.4; 0.00200828; 1.03324; 1.01151; 1.01306; 1.01228
4.08985; 28.8476; 0.443684; 1.01872; 0.4; 0.00200311; 1.03317; 1.01146; 1.01303; 1.01224
4.09085; 28.8836; 0.444207; 1.01867; 0.4; 0.00199789; 1.03309; 1.01142; 1.01299; 1.0122
4.09185; 28.9195; 0.444726; 1.01863; 0.4; 0.0019926; 1.03301; 1.01137; 1.01296; 1.01216
4.09285; 28.9554; 0.445243; 1.01859; 0.4; 0.00198725; 1.03294; 1.01132; 1.01293; 1.01212
4.09385; 28.9911; 0.445757; 1.01855; 0.4; 0.00198184; 1.03286; 1.01127; 1.0129; 1.01208
4.09485; 29.0267; 0.446268; 1.01851; 0.4; 0.00197637; 1.03279; 1.01122; 1.01286; 1.01204
4.09585; 29.0622; 0.446776; 1.01847; 0.4; 0.00197085; 1.03271; 1.01117; 1.01283; 1.012
4.09685; 29.0977; 0.447281; 1.01843; 0.4; 0.00196526; 1.03264; 1.01112; 1.0128; 1.01195
4.09785; 29.133; 0.447784; 1.0184; 0.4; 0.00195962; 1.03256; 1.01107; 1.01277; 1.01191
4.09885; 29.1682; 0.448283; 1.01836; 0.4; 0.00195391; 1.03249; 1.01102; 1.01274; 1.01187
4.09985; 29.2033; 0.44878; 1.01833; 0.4; 0.00194815; 1.03241; 1.01097; 1.0127; 1.01183
4.10085; 29.2383; 0.449274; 1.0183; 0.4; 0.00194233; 1.03234; 1.01092; 1.01267; 1.01179
4.10185; 29.2733; 0.449765; 1.01827; 0.4; 0.00193646; 1.03226; 1.01087; 1.01264; 1.01175
4.10285; 29.3081; 0.450252; 1.01825; 0.4; 0.00193053; 1.03219; 1.01083; 1.01261; 1.01171
4.10385; 29.3428; 0.450737; 1.01822; 0.4; 0.00192454; 1.03211; 1.01078; 1.01257; 1.01167
4.10485; 29.3773; 0.451219; 1.01819; 0.4; 0.00191849; 1.03204; 1.01073; 1.01254; 1.01163
4.10585; 29.4118; 0.451698; 1.01817; 0.4; 0.00191239; 1.03196; 1.01068; 1.01251; 1.01159
4.10685; 29.4462; 0.452174; 1.01815; 0.4; 0.00190624; 1.03189; 1.01063; 1.01248; 1.01155
4.10785; 29.4804; 0.452647; 1.01813; 0.4; 0.00190002; 1.03182; 1.01058; 1.01245; 1.01151
4.10885; 29.5146; 0.453116; 1.01811; 0.4; 0.00189376; 1.03174; 1.01053; 1.01241; 1.01147
4.10985; 29.5486; 0.453583; 1.01809; 0.4; 0.00188744; 1.03167; 1.01049; 1.01238; 1.01143
4.11085; 29.5825; 0.454047; 1.01808; 0.4; 0.00188106; 1.03159; 1.01044; 1.01235; 1.01139
4.11185; 29.6163; 0.454508; 1.01806; 0.4; 0.00187463; 1.03152; 1.01039; 1.01232; 1.01135
4.11285; 29.65; 0.454965; 1.01805; 0.4; 0.00186815; 1.03145; 1.01034; 1.01229; 1.01131
4.11385; 29.6836; 0.45542; 1.01804; 0.4; 0.00186162; 1.03137; 1.01029; 1.01226; 1.01127
4.11485; 29.717; 0.455871; 1.01803; 0.4; 0.00185503; 1.0313; 1.01025; 1.01222; 1.01123
4.11585; 29.7504; 0.456319; 1.01802; 0.4; 0.00184839; 1.03123; 1.0102; 1.01219; 1.01119
4.11685; 29.7836; 0.456764; 1.01801; 0.4; 0.0018417; 1.03115; 1.01015; 1.01216; 1.01115
4.11785; 29.8167; 0.457206; 1.01801; 0.4; 0.00183495; 1.03108; 1.0101; 1.01213; 1.01111
4.11884; 29.8496; 0.457645; 1.018; 0.4; 0.00182816; 1.03101; 1.01006; 1.0121; 1.01107
4.11984; 29.8825; 0.458081; 1.018; 0.4; 0.00182131; 1.03093; 1.01001; 1.01207; 1.01103
4.12084; 29.9152; 0.458513; 1.018; 0.4; 0.00181442; 1.03086; 1.00996; 1.01204; 1.011
4.12184; 29.9478; 0.458943; 1.018; 0.4; 0.00180747; 1.03079; 1.00991; 1.01201; 1.01096
4.12284; 29.9803; 0.459369; 1.018; 0.4; 0.00180048; 1.03072; 1.00987; 1.01197; 1.01092
4.12384; 30.0126; 0.459792; 1.018; 0.4; 0.00179343; 1.03064; 1.00982; 1.01194; 1.01088
4.12484; 30.0448; 0.460211; 1.018; 0.4; 0.00178634; 1.03057; 1.00977; 1.01191; 1.01084
4.12584; 30.0769; 0.460628; 1.01801; 0.4; 0.0017792; 1.0305; 1.00973; 1.01188; 1.0108
4.12684; 30.1089; 0.461041; 1.01802; 0.4; 0.00177201; 1.03043; 1.00968; 1.01185; 1.01076
4.12784; 30.1407; 0.461451; 1.01802; 0.4; 0.00176477; 1.03036; 1.00963; 1.01182; 1.01072
4.12884; 30.1724; 0.461857; 1.01803; 0.4; 0.00175749; 1.03029; 1.00959; 1.01179; 1.01068
4.12984; 30.204; 0.462261; 1.01804; 0.4; 0.00175016; 1.03021; 1.00954; 1.01176; 1.01065
4.13084; 30.2354; 0.462661; 1.01805; 0.4; 0.00174278; 1.03014; 1.00949; 1.01173; 1.01061
4.13184; 30.2667; 0.463058; 1.01807; 0.4; 0.00173535; 1.03007; 1.00945; 1.0117; 1.01057
4.13284; 30.2979; 0.463452; 1.01808; 0.4; 0.00172788; 1.03; 1.0094; 1.01167; 1.01053
4.13384; 30.3289; 0.463842; 1.0181; 0.4; 0.00172037; 1.02993; 1.00935; 1.01163; 1.01049
4.13484; 30.3598; 0.464229; 1.01811; 0.4; 0.0017128; 1.02986; 1.00931; 1.0116; 1.01045
4.13584; 30.3906; 0.464613; 1.01813; 0.4; 0.0017052; 1.02979; 1.00926; 1.01157; 1.01042
4.13684; 30.4212; 0.464993; 1.01815; 0.4; 0.00169755; 1.02972; 1.00922; 1.01154; 1.01038
4.13784; 30.4517; 0.46537; 1.01817; 0.4; 0.00168986; 1.02965; 1.00917; 1.01151; 1.01034
4.13884; 30.4821; 0.465743; 1.01819; 0.4; 0.00168212; 1.02958; 1.00913; 1.01148; 1.0103
4.13984; 30.5123; 0.466114; 1.01822; 0.4; 0.00167434; 1.02951; 1.00908; 1.01145; 1.01026
4.14084; 30.5423; 0.46648; 1.01824; 0.4; 0.00166651; 1.02944; 1.00903; 1.01142; 1.01023
4.14184; 30.5723; 0.466844; 1.01827; 0.4; 0.00165865; 1.02937; 1.00899; 1.01139; 1.01019
4.14284; 30.6021; 0.467204; 1.0183; 0.4; 0.00165074; 1.0293; 1.00894; 1.01136; 1.01015
4.14384; 30.6317; 0.467561; 1.01832; 0.4; 0.00164279; 1.02923; 1.0089; 1.01133; 1.01011
4.14484; 30.6612; 0.467914; 1.01835; 0.4; 0.0016348; 1.02916; 1.00885; 1.0113; 1.01008
4.14584; 30.6906; 0.468264; 1.01839; 0.4; 0.00162677; 1.02909; 1.00881; 1.01127; 1.01004
4.14684; 30.7198; 0.468611; 1.01842; 0.4; 0.0016187; 1.02902; 1.00876; 1.01124; 1.01
4.14784; 30.7488; 0.468954; 1.01845; 0.4; 0.00161059; 1.02895; 1.00872; 1.01121; 1.00997
4.14884; 30.7778; 0.469293; 1.01849; 0.4; 0.00160244; 1.02888; 1.00868; 1.01119; 1.00993
4.14984; 30.8065; 0.46963; 1.01852; 0.4; 0.00159425; 1.02881; 1.00863; 1.01116; 1.00989
4.15084; 30.8351; 0.469962; 1.01856; 0.4; 0.00158602; 1.02874; 1.00859; 1.01113; 1.00985
4.15184; 30.8636; 0.470292; 1.0186; 0.4; 0.00157776; 1.02867; 1.00854; 1.0111; 1.00982
4.15284; 30.8919; 0.470618; 1.01864; 0.4; 0.00156945; 1.02861; 1.0085; 1.01107; 1.00978
4.15384; 30.9201; 0.47094; 1.01868; 0.4; 0.00156111; 1.02854; 1.00845; 1.01104; 1.00975
4.15484; 30.9481; 0.471259; 1.01872; 0.4; 0.00155273; 1.02847; 1.00841; 1.01101; 1.00971
4.15584; 30.976; 0.471575; 1.01876; 0.4; 0.00154432; 1.0284; 1.00837; 1.01098; 1.00967
4.15684; 31.0037; 0.471887; 1.01881; 0.4; 0.00153586; 1.02834; 1.00832; 1.01095; 1.00964
4.15784; 31.0313; 0.472195; 1.01885; 0.4; 0.00152738; 1.02827; 1.00828; 1.01092; 1.0096
4.15884; 31.0587; 0.4725; 1.0189; 0.4; 0.00151885; 1.0282; 1.00824; 1.01089; 1.00956
4.15984; 31.086; 0.472802; 1.01895; 0.4; 0.00151029; 1.02813; 1.00819; 1.01087; 1.00953
4.16084; 31.1131; 0.4731; 1.019; 0.4; 0.0015017; 1.02807; 1.00815; 1.01084; 1.00949
4.16184; 31.14; 0.473394; 1.01905; 0.4; 0.00149308; 1.028; 1.00811; 1.01081; 1.00946
4.16284; 31.1668; 0.473686; 1.0191; 0.4; 0.00148441; 1.02793; 1.00807; 1.01078; 1.00942
4.16384; 31.1935; 0.473973; 1.01915; 0.4; 0.00147572; 1.02787; 1.00802; 1.01075; 1.00939
4.16484; 31.22; 0.474257; 1.01921; 0.4; 0.00146699; 1.0278; 1.00798; 1.01072; 1.00935
4.16584; 31.2463; 0.474538; 1.01926; 0.4; 0.00145823; 1.02773; 1.00794; 1.0107; 1.00932
4.16684; 31.2725; 0.474815; 1.01932; 0.4; 0.00144944; 1.02767; 1.0079; 1.01067; 1.00928
4.16784; 31.2985; 0.475089; 1.01937; 0.4; 0.00144062; 1.0276; 1.00785; 1.01064; 1.00925
4.16884; 31.3243; 0.475359; 1.01943; 0.4; 0.00143176; 1.02754; 1.00781; 1.01061; 1.00921
4.16984; 31.35; 0.475625; 1.01949; 0.4; 0.00142288; 1.02747; 1.00777; 1.01058; 1.00918
4.17084; 31.3756; 0.475888; 1.01955; 0.4; 0.00141396; 1.02741; 1.00773; 1.01056; 1.00914
4.17184; 31.4009; 0.476147; 1.01961; 0.4; 0.00140501; 1.02734; 1.00769; 1.01053; 1.00911
4.17284; 31.4261; 0.476403; 1.01968; 0.4; 0.00139604; 1.02728; 1.00764; 1.0105; 1.00907
4.17384; 31.4512; 0.476655; 1.01974; 0.4; 0.00138703; 1.02721; 1.0076; 1.01047; 1.00904
4.17484; 31.4761; 0.476904; 1.01981; 0.4; 0.001378; 1.02715; 1.00756; 1.01045; 1.009
4.17584; 31.5008; 0.477149; 1.01987; 0.4; 0.00136894; 1.02708; 1.00752; 1.01042; 1.00897
4.17684; 31.5254; 0.477391; 1.01994; 0.4; 0.00135984; 1.02702; 1.00748; 1.01039; 1.00893
4.17784; 31.5497; 0.477629; 1.02001; 0.4; 0.00135073; 1.02695; 1.00744; 1.01036; 1.0089
4.17884; 31.574; 0.477863; 1.02007; 0.4; 0.00134158; 1.02689; 1.0074; 1.01034; 1.00887
4.17984; 31.598; 0.478094; 1.02014; 0.4; 0.00133241; 1.02683; 1.00736; 1.01031; 1.00883
4.18084; 31.6219; 0.478321; 1.02022; 0.4; 0.00132321; 1.02676; 1.00732; 1.01028; 1.0088
4.18184; 31.6457; 0.478545; 1.02029; 0.4; 0.00131399; 1.0267; 1.00728; 1.01026; 1.00877
4.18284; 31.6692; 0.478765; 1.02036; 0.4; 0.00130474; 1.02664; 1.00724; 1.01023; 1.00873
4.18384; 31.6926; 0.478982; 1.02043; 0.4; 0.00129546; 1.02657; 1.0072; 1.0102; 1.0087
4.18484; 31.7159; 0.479195; 1.02051; 0.4; 0.00128616; 1.02651; 1.00716; 1.01018; 1.00867
4.18584; 31.739; 0.479405; 1.02059; 0.4; 0.00127684; 1.02645; 1.00712; 1.01015; 1.00863
4.18684; 31.7619; 0.47961; 1.02066; 0.4; 0.00126749; 1.02639; 1.00708; 1.01012; 1.0086
4.18784; 31.7846; 0.479813; 1.02074; 0.4; 0.00125812; 1.02632; 1.00704; 1.0101; 1.00857
4.18884; 31.8071; 0.480012; 1.02082; 0.4; 0.00124872; 1.02626; 1.007; 1.01007; 1.00854
4.18984; 31.8295; 0.480207; 1.0209; 0.4; 0.00123931; 1.0262; 1.00696; 1.01005; 1.0085
4.19084; 31.8518; 0.480398; 1.02098; 0.4; 0.00122987; 1.02614; 1.00692; 1.01002; 1.00847
4.19184; 31.8738; 0.480586; 1.02106; 0.4; 0.00122041; 1.02608; 1.00688; 1.00999; 1.00844
4.19284; 31.8957; 0.480771; 1.02115; 0.4; 0.00121092; 1.02602; 1.00685; 1.00997; 1.00841
4.19384; 31.9174; 0.480952; 1.02123; 0.4; 0.00120142; 1.02595; 1.00681; 1.00994; 1.00837
4.19484; 31.9389; 0.481129; 1.02132; 0.4; 0.0011919; 1.02589; 1.00677; 1.00992; 1.00834
4.19584; 31.9603; 0.481302; 1.0214; 0.4; 0.00118235; 1.02583; 1.00673; 1.00989; 1.00831
4.19684; 31.9815; 0.481473; 1.02149; 0.4; 0.00117279; 1.02577; 1.00669; 1.00987; 1.00828
4.19784; 32.0025; 0.481639; 1.02158; 0.4; 0.00116321; 1.02571; 1.00665; 1.00984; 1.00825
4.19884; 32.0234; 0.481802; 1.02166; 0.4; 0.00115361; 1.02565; 1.00662; 1.00982; 1.00822
4.19984; 32.0441; 0.481961; 1.02175; 0.4; 0.00114399; 1.02559; 1.00658; 1.00979; 1.00818
4.20084; 32.0646; 0.482117; 1.02185; 0.4; 0.00113435; 1.02553; 1.00654; 1.00977; 1.00815
4.20184; 32.0849; 0.482269; 1.02194; 0.4; 0.0011247; 1.02547; 1.0065; 1.00974; 1.00812
4.20284; 32.1051; 0.482418; 1.02203; 0.4; 0.00111502; 1.02541; 1.00647; 1.00972; 1.00809
4.20384; 32.125; 0.482563; 1.02212; 0.4; 0.00110534; 1.02535; 1.00643; 1.00969; 1.00806
4.20484; 32.1448; 0.482705; 1.02222; 0.4; 0.00109563; 1.0253; 1.00639; 1.00967; 1.00803
4.20584; 32.1645; 0.482842; 1.02231; 0.4; 0.00108591; 1.02524; 1.00636; 1.00964; 1.008
4.20684; 32.1839; 0.482977; 1.02241; 0.4; 0.00107617; 1.02518; 1.00632; 1.00962; 1.00797
4.20784; 32.2032; 0.483106; 1.0225; 0.4; 0.00106642; 1.02512; 1.00628; 1.00959; 1.00794
4.20884; 32.2223; 0.483233; 1.0226; 0.4; 0.00105666; 1.02506; 1.00624; 1.00957; 1.00791
4.20984; 32.2413; 0.483356; 1.0227; 0.4; 0.00104688; 1.025; 1.00621; 1.00954; 1.00788
4.21084; 32.26; 0.483476; 1.0228; 0.4; 0.00103708; 1.02494; 1.00617; 1.00952; 1.00785
4.21184; 32.2786; 0.483593; 1.0229; 0.4; 0.00102728; 1.02489; 1.00614; 1.0095; 1.00782
4.21284; 32.297; 0.483706; 1.023; 0.4; 0.00101746; 1.02483; 1.0061; 1.00947; 1.00779
4.21384; 32.3152; 0.483815; 1.0231; 0.4; 0.00100762; 1.02477; 1.00607; 1.00945; 1.00776
4.21484; 32.3333; 0.483921; 1.0232; 0.4; 0.000997778; 1.02471; 1.00603; 1.00943; 1.00773
4.21584; 32.3512; 0.484023; 1.0233; 0.4; 0.000987922; 1.02466; 1.006; 1.0094; 1.0077
4.21684; 32.3688; 0.484122; 1.02341; 0.4; 0.000978054; 1.0246; 1.00596; 1.00938; 1.00767
4.21784; 32.3864; 0.484217; 1.02351; 0.4; 0.000968176; 1.02454; 1.00593; 1.00936; 1.00764
4.21884; 32.4037; 0.484309; 1.02362; 0.4; 0.000958287; 1.02449; 1.00589; 1.00933; 1.00761
4.21984; 32.4209; 0.484397; 1.02372; 0.4; 0.000948388; 1.02443; 1.00586; 1.00931; 1.00758
4.22084; 32.4378; 0.484481; 1.02383; 0.4; 0.000938479; 1.02438; 1.00582; 1.00929; 1.00756
4.22184; 32.4546; 0.484562; 1.02394; 0.4; 0.000928562; 1.02432; 1.00579; 1.00927; 1.00753
4.22284; 32.4713; 0.484639; 1.02405; 0.4; 0.000918635; 1.02427; 1.00576; 1.00924; 1.0075
4.22384; 32.4877; 0.484713; 1.02415; 0.4; 0.0009087; 1.02421; 1.00572; 1.00922; 1.00747
4.22484; 32.504; 0.484784; 1.02426; 0.4; 0.000898757; 1.02416; 1.00569; 1.0092; 1.00744
4.22584; 32.5201; 0.48485; 1.02437; 0.4; 0.000888807; 1.0241; 1.00565; 1.00918; 1.00741
4.22684; 32.536; 0.484914; 1.02449; 0.4; 0.000878849; 1.02405; 1.00562; 1.00915; 1.00739
4.22784; 32.5517; 0.484973; 1.0246; 0.4; 0.000868885; 1.02399; 1.00559; 1.00913; 1.00736
4.22884; 32.5673; 0.48503; 1.02471; 0.4; 0.000858914; 1.02394; 1.00556; 1.00911; 1.00733
4.22984; 32.5826; 0.485083; 1.02482; 0.4; 0.000848938; 1.02388; 1.00552; 1.00909; 1.0073
4.23084; 32.5978; 0.485132; 1.02494; 0.4; 0.000838956; 1.02383; 1.00549; 1.00907; 1.00728
4.23184; 32.6128; 0.485177; 1.02505; 0.4; 0.000828968; 1.02378; 1.00546; 1.00904; 1.00725
4.23284; 32.6277; 0.48522; 1.02517; 0.4; 0.000818977; 1.02372; 1.00543; 1.00902; 1.00722
4.23384; 32.6423; 0.485259; 1.02528; 0.4; 0.000808981; 1.02367; 1.00539; 1.009; 1.0072
4.23484; 32.6568; 0.485294; 1.0254; 0.4; 0.000798981; 1.02362; 1.00536; 1.00898; 1.00717
4.23584; 32.6711; 0.485326; 1.02551; 0.4; 0.000788977; 1.02357; 1.00533; 1.00896; 1.00714
4.23684; 32.6852; 0.485354; 1.02563; 0.4; 0.000778971; 1.02351; 1.0053; 1.00894; 1.00712
4.23784; 32.6991; 0.485379; 1.02575; 0.4; 0.000768962; 1.02346; 1.00527; 1.00892; 1.00709
4.23884; 32.7129; 0.4854; 1.02587; 0.4; 0.000758951; 1.02341; 1.00523; 1.0089; 1.00706
4.23984; 32.7264; 0.485418; 1.02599; 0.4; 0.000748938; 1.02336; 1.0052; 1.00888; 1.00704
4.24084; 32.7398; 0.485432; 1.02611; 0.4; 0.000738923; 1.0233; 1.00517; 1.00885; 1.00701
4.24184; 32.753; 0.485443; 1.02623; 0.4; 0.000728908; 1.02325; 1.00514; 1.00883; 1.00699
4.24284; 32.7661; 0.485451; 1.02635; 0.4; 0.000718891; 1.0232; 1.00511; 1.00881; 1.00696
4.24384; 32.7789; 0.485455; 1.02647; 0.4; 0.000708875; 1.02315; 1.00508; 1.00879; 1.00694
4.24484; 32.7916; 0.485456; 1.0266; 0.4; 0.000698859; 1.0231; 1.00505; 1.00877; 1.00691
4.24584; 32.8041; 0.485453; 1.02672; 0.4; 0.000688843; 1.02305; 1.00502; 1.00875; 1.00689
4.24684; 32.8164; 0.485447; 1.02684; 0.4; 0.000678829; 1.023; 1.00499; 1.00873; 1.00686
4.24784; 32.8285; 0.485437; 1.02697; 0.4; 0.000668816; 1.02295; 1.00496; 1.00871; 1.00684
4.24884; 32.8405; 0.485424; 1.02709; 0.4; 0.000658804; 1.0229; 1.00493; 1.00869; 1.00681
4.24984; 32.8522; 0.485408; 1.02722; 0.4; 0.000648795; 1.02285; 1.0049; 1.00867; 1.00679
4.25084; 32.8638; 0.485388; 1.02734; 0.4; 0.000638788; 1.0228; 1.00487; 1.00865; 1.00676
4.25184; 32.8752; 0.485365; 1.02747; 0.4; 0.000628784; 1.02275; 1.00484; 1.00863; 1.00674
4.25284; 32.8865; 0.485339; 1.0276; 0.4; 0.000618784; 1.0227; 1.00481; 1.00861; 1.00671
4.25384; 32.8975; 0.485309; 1.02772; 0.4; 0.000608788; 1.02265; 1.00478; 1.0086; 1.00669
4.25484; 32.9084; 0.485275; 1.02785; 0.4; 0.000598795; 1.0226; 1.00475; 1.00858; 1.00666
4.25584; 32.9191; 0.485239; 1.02798; 0.4; 0.000588807; 1.02255; 1.00473; 1.00856; 1.00664
4.25683; 32.9296; 0.485199; 1.02811; 0.4; 0.000578824; 1.02251; 1.0047; 1.00854; 1.00662
4.25783; 32.9399; 0.485155; 1.02824; 0.4; 0.000568847; 1.02246; 1.00467; 1.00852; 1.00659
4.25883; 32.9501; 0.485109; 1.02837; 0.4; 0.000558875; 1.02241; 1.00464; 1.0085; 1.00657
4.25983; 32.96; 0.485059; 1.0285; 0.4; 0.000548909; 1.02236; 1.00461; 1.00848; 1.00655
4.26083; 32.9698; 0.485006; 1.02863; 0.4; 0.00053895; 1.02231; 1.00459; 1.00846; 1.00652
4.26183; 32.9794; 0.484949; 1.02876; 0.4; 0.000528998; 1.02227; 1.00456; 1.00844; 1.0065
4.26283; 32.9889; 0.484889; 1.02889; 0.4; 0.000519053; 1.02222; 1.00453; 1.00843; 1.00648
4.26383; 32.9981; 0.484826; 1.02902; 0.4; 0.000509115; 1.02217; 1.0045; 1.00841; 1.00645
4.26483; 33.0072; 0.484759; 1.02915; 0.4; 0.000499186; 1.02213; 1.00448; 1.00839; 1.00643
4.26583; 33.0161; 0.48469; 1.02929; 0.4; 0.000489265; 1.02208; 1.00445; 1.00837; 1.00641
4.26683; 33.0248; 0.484616; 1.02942; 0.4; 0.000479353; 1.02203; 1.00442; 1.00835; 1.00639
4.26783; 33.0333; 0.48454; 1.02955; 0.4; 0.00046945; 1.02199; 1.00439; 1.00834; 1.00636
4.26883; 33.0417; 0.484461; 1.02969; 0.4; 0.000459556; 1.02194; 1.00437; 1.00832; 1.00634
4.26983; 33.0499; 0.484378; 1.02982; 0.4; 0.000449673; 1.02189; 1.00434; 1.0083; 1.00632
4.27083; 33.0579; 0.484292; 1.02996; 0.4; 0.000439799; 1.02185; 1.00432; 1.00828; 1.0063
4.27183; 33.0657; 0.484203; 1.03009; 0.4; 0.000429937; 1.0218; 1.00429; 1.00827; 1.00628
4.27283; 33.0734; 0.48411; 1.03023; 0.4; 0.000420086; 1.02176; 1.00426; 1.00825; 1.00625
4.27383; 33.0808; 0.484015; 1.03036; 0.4; 0.000410246; 1.02171; 1.00424; 1.00823; 1.00623
4.27483; 33.0881; 0.483916; 1.0305; 0.4; 0.000400418; 1.02167; 1.00421; 1.00821; 1.00621
4.27583; 33.0952; 0.483813; 1.03064; 0.4; 0.000390602; 1.02162; 1.00419; 1.0082; 1.00619
4.27683; 33.1022; 0.483708; 1.03077; 0.4; 0.000380798; 1.02158; 1.00416; 1.00818; 1.00617
4.27783; 33.109; 0.4836; 1.03091; 0.4; 0.000371008; 1.02154; 1.00414; 1.00816; 1.00615
4.27883; 33.1155; 0.483488; 1.03105; 0.4; 0.000361231; 1.02149; 1.00411; 1.00815; 1.00613
4.27983; 33.122; 0.483374; 1.03119; 0.4; 0.000351467; 1.02145; 1.00409; 1.00813; 1.00611
4.28083; 33.1282; 0.483256; 1.03133; 0.4; 0.000341718; 1.0214; 1.00406; 1.00811; 1.00609
4.28183; 33.1343; 0.483135; 1.03146; 0.4; 0.000331983; 1.02136; 1.00404; 1.0081; 1.00607
4.28283; 33.1402; 0.483011; 1.0316; 0.4; 0.000322263; 1.02132; 1.00401; 1.00808; 1.00605
4.28383; 33.1459; 0.482884; 1.03174; 0.4; 0.000312557; 1.02127; 1.00399; 1.00806; 1.00602
4.28483; 33.1514; 0.482754; 1.03188; 0.4; 0.000302868; 1.02123; 1.00396; 1.00805; 1.006
4.28583; 33.1568; 0.48262; 1.03202; 0.4; 0.000293194; 1.02119; 1.00394; 1.00803; 1.00598
4.28683; 33.162; 0.482484; 1.03216; 0.4; 0.000283536; 1.02115; 1.00391; 1.00802; 1.00596
4.28783; 33.167; 0.482344; 1.0323; 0.4; 0.000273895; 1.0211; 1.00389; 1.008; 1.00594
4.28883; 33.1718; 0.482202; 1.03244; 0.4; 0.000264271; 1.02106; 1.00387; 1.00798; 1.00593
4.28983; 33.1765; 0.482056; 1.03258; 0.4; 0.000254665; 1.02102; 1.00384; 1.00797; 1.00591
4.29083; 33.181; 0.481907; 1.03272; 0.4; 0.000245075; 1.02098; 1.00382; 1.00795; 1.00589
4.29183; 33.1853; 0.481756; 1.03286; 0.4; 0.000235504; 1.02094; 1.0038; 1.00794; 1.00587
4.29283; 33.1895; 0.481601; 1.03301; 0.4; 0.000225951; 1.0209; 1.00377; 1.00792; 1.00585
4.29383; 33.1934; 0.481443; 1.03315; 0.4; 0.000216417; 1.02085; 1.00375; 1.00791; 1.00583
4.29483; 33.1973; 0.481283; 1.03329; 0.4; 0.000206902; 1.02081; 1.00373; 1.00789; 1.00581
