Time(s) " gENROE.delta" " gENROE.PELEC" " sEXS.EFD" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
4.22784 " 38.8182" " 0.471194" " 3.11466" " 0.4" " -0.00102506" " 1.00791" " 0.996109" " 1.00281" " 0.999459"
4.22884 " 38.7997" " 0.471047" " 3.11218" " 0.4" " -0.00103332" " 1.00808" " 0.996212" " 1.00288" " 0.999545"
4.22984 " 38.781" " 0.470898" " 3.10969" " 0.4" " -0.00104157" " 1.00825" " 0.996315" " 1.00295" " 0.99963"
4.23084 " 38.7622" " 0.470745" " 3.10718" " 0.4" " -0.00104979" " 1.00842" " 0.996418" " 1.00302" " 0.999716"
4.23184 " 38.7432" " 0.47059" " 3.10465" " 0.4" " -0.001058" " 1.00859" " 0.996521" " 1.00309" " 0.999802"
4.23284 " 38.7241" " 0.470431" " 3.10211" " 0.4" " -0.00106619" " 1.00875" " 0.996624" " 1.00315" " 0.999888"
4.23384 " 38.7048" " 0.470269" " 3.09956" " 0.4" " -0.00107435" " 1.00892" " 0.996727" " 1.00322" " 0.999973"
4.23484 " 38.6854" " 0.470105" " 3.09699" " 0.4" " -0.0010825" " 1.00909" " 0.99683" " 1.00329" " 1.00006"
4.23584 " 38.6659" " 0.469937" " 3.09441" " 0.4" " -0.00109063" " 1.00926" " 0.996932" " 1.00336" " 1.00014"
4.23684 " 38.6462" " 0.469766" " 3.09181" " 0.4" " -0.00109874" " 1.00943" " 0.997035" " 1.00343" " 1.00023"
4.23784 " 38.6263" " 0.469592" " 3.0892" " 0.4" " -0.00110683" " 1.0096" " 0.997137" " 1.0035" " 1.00032"
4.23884 " 38.6063" " 0.469416" " 3.08658" " 0.4" " -0.0011149" " 1.00977" " 0.99724" " 1.00356" " 1.0004"
4.23984 " 38.5862" " 0.469236" " 3.08394" " 0.4" " -0.00112295" " 1.00993" " 0.997342" " 1.00363" " 1.00049"
4.24084 " 38.5659" " 0.469053" " 3.08129" " 0.4" " -0.00113097" " 1.0101" " 0.997444" " 1.0037" " 1.00057"
4.24184 " 38.5455" " 0.468867" " 3.07862" " 0.4" " -0.00113897" " 1.01027" " 0.997546" " 1.00377" " 1.00066"
4.24284 " 38.5249" " 0.468678" " 3.07594" " 0.4" " -0.00114695" " 1.01044" " 0.997648" " 1.00384" " 1.00074"
4.24384 " 38.5042" " 0.468486" " 3.07324" " 0.4" " -0.00115491" " 1.0106" " 0.99775" " 1.0039" " 1.00083"
4.24484 " 38.4833" " 0.468292" " 3.07053" " 0.4" " -0.00116285" " 1.01077" " 0.997852" " 1.00397" " 1.00091"
4.24584 " 38.4623" " 0.468094" " 3.06781" " 0.4" " -0.00117076" " 1.01094" " 0.997953" " 1.00404" " 1.00099"
4.24684 " 38.4412" " 0.467893" " 3.06507" " 0.4" " -0.00117865" " 1.0111" " 0.998055" " 1.00411" " 1.00108"
4.24784 " 38.4199" " 0.46769" " 3.06232" " 0.4" " -0.00118651" " 1.01127" " 0.998156" " 1.00417" " 1.00116"
4.24884 " 38.3984" " 0.467483" " 3.05956" " 0.4" " -0.00119435" " 1.01143" " 0.998258" " 1.00424" " 1.00125"
4.24984 " 38.3769" " 0.467274" " 3.05678" " 0.4" " -0.00120217" " 1.0116" " 0.998359" " 1.00431" " 1.00133"
4.25084 " 38.3552" " 0.467061" " 3.05399" " 0.4" " -0.00120996" " 1.01176" " 0.99846" " 1.00438" " 1.00142"
4.25184 " 38.3333" " 0.466846" " 3.05118" " 0.4" " -0.00121772" " 1.01193" " 0.998561" " 1.00444" " 1.0015"
4.25284 " 38.3113" " 0.466628" " 3.04836" " 0.4" " -0.00122546" " 1.01209" " 0.998662" " 1.00451" " 1.00158"
4.25384 " 38.2892" " 0.466407" " 3.04553" " 0.4" " -0.00123318" " 1.01226" " 0.998763" " 1.00458" " 1.00167"
4.25484 " 38.2669" " 0.466182" " 3.04268" " 0.4" " -0.00124086" " 1.01242" " 0.998863" " 1.00464" " 1.00175"
4.25584 " 38.2445" " 0.465956" " 3.03982" " 0.4" " -0.00124852" " 1.01259" " 0.998964" " 1.00471" " 1.00184"
4.25683 " 38.222" " 0.465726" " 3.03695" " 0.4" " -0.00125616" " 1.01275" " 0.999064" " 1.00478" " 1.00192"
4.25783 " 38.1993" " 0.465493" " 3.03406" " 0.4" " -0.00126376" " 1.01292" " 0.999164" " 1.00484" " 1.002"
4.25883 " 38.1765" " 0.465258" " 3.03116" " 0.4" " -0.00127134" " 1.01308" " 0.999265" " 1.00491" " 1.00209"
4.25983 " 38.1535" " 0.465019" " 3.02825" " 0.4" " -0.00127889" " 1.01324" " 0.999365" " 1.00498" " 1.00217"
4.26083 " 38.1304" " 0.464778" " 3.02532" " 0.4" " -0.00128641" " 1.01341" " 0.999465" " 1.00504" " 1.00225"
4.26183 " 38.1072" " 0.464534" " 3.02238" " 0.4" " -0.00129391" " 1.01357" " 0.999564" " 1.00511" " 1.00234"
4.26283 " 38.0839" " 0.464287" " 3.01942" " 0.4" " -0.00130137" " 1.01373" " 0.999664" " 1.00518" " 1.00242"
4.26383 " 38.0604" " 0.464037" " 3.01645" " 0.4" " -0.0013088" " 1.01389" " 0.999764" " 1.00524" " 1.0025"
4.26483 " 38.0368" " 0.463785" " 3.01347" " 0.4" " -0.00131621" " 1.01405" " 0.999863" " 1.00531" " 1.00258"
4.26583 " 38.013" " 0.463529" " 3.01048" " 0.4" " -0.00132358" " 1.01422" " 0.999962" " 1.00538" " 1.00267"
4.26683 " 37.9891" " 0.463271" " 3.00747" " 0.4" " -0.00133093" " 1.01438" " 1.00006" " 1.00544" " 1.00275"
4.26783 " 37.9651" " 0.46301" " 3.00445" " 0.4" " -0.00133824" " 1.01454" " 1.00016" " 1.00551" " 1.00283"
4.26883 " 37.9409" " 0.462747" " 3.00142" " 0.4" " -0.00134553" " 1.0147" " 1.00026" " 1.00557" " 1.00291"
4.26983 " 37.9166" " 0.46248" " 2.99837" " 0.4" " -0.00135278" " 1.01486" " 1.00036" " 1.00564" " 1.003"
4.27083 " 37.8922" " 0.462211" " 2.99531" " 0.4" " -0.00136" " 1.01502" " 1.00046" " 1.0057" " 1.00308"
4.27183 " 37.8677" " 0.461939" " 2.99224" " 0.4" " -0.00136719" " 1.01518" " 1.00055" " 1.00577" " 1.00316"
4.27283 " 37.843" " 0.461665" " 2.98915" " 0.4" " -0.00137434" " 1.01534" " 1.00065" " 1.00584" " 1.00324"
4.27383 " 37.8182" " 0.461387" " 2.98606" " 0.4" " -0.00138147" " 1.0155" " 1.00075" " 1.0059" " 1.00332"
4.27483 " 37.7933" " 0.461107" " 2.98294" " 0.4" " -0.00138856" " 1.01566" " 1.00085" " 1.00597" " 1.00341"
4.27583 " 37.7682" " 0.460825" " 2.97982" " 0.4" " -0.00139561" " 1.01582" " 1.00095" " 1.00603" " 1.00349"
4.27683 " 37.743" " 0.460539" " 2.97668" " 0.4" " -0.00140264" " 1.01598" " 1.00104" " 1.0061" " 1.00357"
4.27783 " 37.7177" " 0.460251" " 2.97353" " 0.4" " -0.00140963" " 1.01614" " 1.00114" " 1.00616" " 1.00365"
4.27883 " 37.6923" " 0.459961" " 2.97037" " 0.4" " -0.00141658" " 1.01629" " 1.00124" " 1.00623" " 1.00373"
4.27983 " 37.6667" " 0.459667" " 2.9672" " 0.4" " -0.0014235" " 1.01645" " 1.00134" " 1.00629" " 1.00381"
4.28083 " 37.641" " 0.459371" " 2.96401" " 0.4" " -0.00143039" " 1.01661" " 1.00143" " 1.00635" " 1.00389"
4.28183 " 37.6152" " 0.459073" " 2.96081" " 0.4" " -0.00143724" " 1.01677" " 1.00153" " 1.00642" " 1.00397"
4.28283 " 37.5893" " 0.458772" " 2.9576" " 0.4" " -0.00144406" " 1.01692" " 1.00163" " 1.00648" " 1.00405"
4.28383 " 37.5632" " 0.458468" " 2.95437" " 0.4" " -0.00145084" " 1.01708" " 1.00172" " 1.00655" " 1.00413"
4.28483 " 37.5371" " 0.458162" " 2.95114" " 0.4" " -0.00145758" " 1.01724" " 1.00182" " 1.00661" " 1.00421"
4.28583 " 37.5108" " 0.457853" " 2.94789" " 0.4" " -0.00146429" " 1.01739" " 1.00192" " 1.00668" " 1.00429"
4.28683 " 37.4844" " 0.457541" " 2.94462" " 0.4" " -0.00147096" " 1.01755" " 1.00201" " 1.00674" " 1.00437"
4.28783 " 37.4578" " 0.457227" " 2.94135" " 0.4" " -0.0014776" " 1.01771" " 1.00211" " 1.0068" " 1.00445"
4.28883 " 37.4312" " 0.456911" " 2.93806" " 0.4" " -0.0014842" " 1.01786" " 1.00221" " 1.00687" " 1.00453"
4.28983 " 37.4044" " 0.456592" " 2.93476" " 0.4" " -0.00149076" " 1.01802" " 1.0023" " 1.00693" " 1.00461"
4.29083 " 37.3775" " 0.45627" " 2.93145" " 0.4" " -0.00149728" " 1.01817" " 1.0024" " 1.00699" " 1.00469"
4.29183 " 37.3505" " 0.455946" " 2.92813" " 0.4" " -0.00150376" " 1.01833" " 1.00249" " 1.00706" " 1.00477"
4.29283 " 37.3234" " 0.455619" " 2.92479" " 0.4" " -0.00151021" " 1.01848" " 1.00259" " 1.00712" " 1.00485"
4.29383 " 37.2961" " 0.45529" " 2.92145" " 0.4" " -0.00151662" " 1.01863" " 1.00268" " 1.00718" " 1.00493"
4.29483 " 37.2688" " 0.454959" " 2.91809" " 0.4" " -0.00152299" " 1.01879" " 1.00278" " 1.00725" " 1.00501"
4.29583 " 37.2413" " 0.454625" " 2.91472" " 0.4" " -0.00152932" " 1.01894" " 1.00287" " 1.00731" " 1.00509"
4.29683 " 37.2137" " 0.454289" " 2.91133" " 0.4" " -0.00153561" " 1.01909" " 1.00297" " 1.00737" " 1.00517"
4.29783 " 37.186" " 0.45395" " 2.90794" " 0.4" " -0.00154186" " 1.01924" " 1.00306" " 1.00743" " 1.00524"
4.29883 " 37.1582" " 0.453609" " 2.90453" " 0.4" " -0.00154807" " 1.0194" " 1.00315" " 1.0075" " 1.00532"
4.29983 " 37.1303" " 0.453265" " 2.90111" " 0.4" " -0.00155424" " 1.01955" " 1.00325" " 1.00756" " 1.0054"
4.30083 " 37.1022" " 0.452919" " 2.89768" " 0.4" " -0.00156037" " 1.0197" " 1.00334" " 1.00762" " 1.00548"
4.30183 " 37.0741" " 0.452571" " 2.89424" " 0.4" " -0.00156646" " 1.01985" " 1.00343" " 1.00768" " 1.00556"
4.30283 " 37.0458" " 0.45222" " 2.89079" " 0.4" " -0.0015725" " 1.02" " 1.00353" " 1.00774" " 1.00563"
4.30383 " 37.0175" " 0.451867" " 2.88732" " 0.4" " -0.00157851" " 1.02015" " 1.00362" " 1.00781" " 1.00571"
4.30483 " 36.989" " 0.451512" " 2.88384" " 0.4" " -0.00158447" " 1.0203" " 1.00371" " 1.00787" " 1.00579"
4.30583 " 36.9604" " 0.451155" " 2.88036" " 0.4" " -0.0015904" " 1.02045" " 1.00381" " 1.00793" " 1.00586"
4.30683 " 36.9318" " 0.450795" " 2.87686" " 0.4" " -0.00159628" " 1.0206" " 1.0039" " 1.00799" " 1.00594"
4.30783 " 36.903" " 0.450433" " 2.87334" " 0.4" " -0.00160212" " 1.02075" " 1.00399" " 1.00805" " 1.00602"
4.30883 " 36.8741" " 0.450068" " 2.86982" " 0.4" " -0.00160791" " 1.0209" " 1.00408" " 1.00811" " 1.00609"
4.30983 " 36.8451" " 0.449702" " 2.86629" " 0.4" " -0.00161366" " 1.02105" " 1.00418" " 1.00817" " 1.00617"
4.31083 " 36.816" " 0.449333" " 2.86274" " 0.4" " -0.00161937" " 1.0212" " 1.00427" " 1.00824" " 1.00625"
4.31183 " 36.7868" " 0.448962" " 2.85919" " 0.4" " -0.00162504" " 1.02134" " 1.00436" " 1.0083" " 1.00632"
4.31283 " 36.7575" " 0.448589" " 2.85562" " 0.4" " -0.00163066" " 1.02149" " 1.00445" " 1.00836" " 1.0064"
4.31383 " 36.7281" " 0.448213" " 2.85204" " 0.4" " -0.00163624" " 1.02164" " 1.00454" " 1.00842" " 1.00647"
4.31483 " 36.6986" " 0.447836" " 2.84845" " 0.4" " -0.00164177" " 1.02178" " 1.00463" " 1.00848" " 1.00655"
4.31583 " 36.669" " 0.447456" " 2.84485" " 0.4" " -0.00164726" " 1.02193" " 1.00472" " 1.00854" " 1.00663"
4.31683 " 36.6393" " 0.447074" " 2.84124" " 0.4" " -0.00165271" " 1.02208" " 1.00481" " 1.0086" " 1.0067"
4.31783 " 36.6095" " 0.44669" " 2.83761" " 0.4" " -0.00165811" " 1.02222" " 1.0049" " 1.00866" " 1.00678"
4.31883 " 36.5796" " 0.446304" " 2.83398" " 0.4" " -0.00166346" " 1.02237" " 1.00499" " 1.00872" " 1.00685"
4.31983 " 36.5496" " 0.445916" " 2.83034" " 0.4" " -0.00166877" " 1.02251" " 1.00508" " 1.00878" " 1.00693"
4.32083 " 36.5195" " 0.445526" " 2.82668" " 0.4" " -0.00167403" " 1.02266" " 1.00517" " 1.00884" " 1.007"
4.32183 " 36.4893" " 0.445134" " 2.82301" " 0.4" " -0.00167925" " 1.0228" " 1.00526" " 1.0089" " 1.00707"
4.32283 " 36.4591" " 0.444739" " 2.81934" " 0.4" " -0.00168442" " 1.02294" " 1.00535" " 1.00895" " 1.00715"
4.32383 " 36.4287" " 0.444343" " 2.81565" " 0.4" " -0.00168954" " 1.02309" " 1.00544" " 1.00901" " 1.00722"
4.32483 " 36.3982" " 0.443945" " 2.81195" " 0.4" " -0.00169462" " 1.02323" " 1.00553" " 1.00907" " 1.0073"
4.32583 " 36.3677" " 0.443544" " 2.80824" " 0.4" " -0.00169965" " 1.02337" " 1.00562" " 1.00913" " 1.00737"
4.32683 " 36.3371" " 0.443142" " 2.80452" " 0.4" " -0.00170464" " 1.02351" " 1.00571" " 1.00919" " 1.00744"
4.32783 " 36.3063" " 0.442738" " 2.80079" " 0.4" " -0.00170957" " 1.02366" " 1.00579" " 1.00925" " 1.00752"
4.32883 " 36.2755" " 0.442332" " 2.79705" " 0.4" " -0.00171446" " 1.0238" " 1.00588" " 1.00931" " 1.00759"
4.32983 " 36.2446" " 0.441924" " 2.7933" " 0.4" " -0.0017193" " 1.02394" " 1.00597" " 1.00936" " 1.00766"
4.33083 " 36.2136" " 0.441514" " 2.78954" " 0.4" " -0.0017241" " 1.02408" " 1.00606" " 1.00942" " 1.00773"
4.33183 " 36.1825" " 0.441102" " 2.78577" " 0.4" " -0.00172884" " 1.02422" " 1.00614" " 1.00948" " 1.00781"
4.33283 " 36.1514" " 0.440688" " 2.78199" " 0.4" " -0.00173354" " 1.02436" " 1.00623" " 1.00954" " 1.00788"
4.33383 " 36.1201" " 0.440273" " 2.7782" " 0.4" " -0.00173819" " 1.0245" " 1.00632" " 1.00959" " 1.00795"
4.33483 " 36.0888" " 0.439855" " 2.77439" " 0.4" " -0.00174279" " 1.02464" " 1.0064" " 1.00965" " 1.00802"
4.33583 " 36.0574" " 0.439436" " 2.77058" " 0.4" " -0.00174734" " 1.02478" " 1.00649" " 1.00971" " 1.00809"
4.33683 " 36.0259" " 0.439015" " 2.76676" " 0.4" " -0.00175184" " 1.02492" " 1.00658" " 1.00976" " 1.00816"
4.33783 " 35.9943" " 0.438592" " 2.76293" " 0.4" " -0.00175629" " 1.02505" " 1.00666" " 1.00982" " 1.00824"
4.33883 " 35.9627" " 0.438168" " 2.75909" " 0.4" " -0.00176069" " 1.02519" " 1.00675" " 1.00988" " 1.00831"
4.33983 " 35.9309" " 0.437742" " 2.75524" " 0.4" " -0.00176504" " 1.02533" " 1.00683" " 1.00993" " 1.00838"
4.34083 " 35.8991" " 0.437314" " 2.75137" " 0.4" " -0.00176934" " 1.02546" " 1.00692" " 1.00999" " 1.00845"
4.34183 " 35.8672" " 0.436884" " 2.7475" " 0.4" " -0.00177359" " 1.0256" " 1.007" " 1.01005" " 1.00852"
4.34283 " 35.8353" " 0.436452" " 2.74362" " 0.4" " -0.00177779" " 1.02574" " 1.00709" " 1.0101" " 1.00859"
4.34383 " 35.8032" " 0.436019" " 2.73973" " 0.4" " -0.00178194" " 1.02587" " 1.00717" " 1.01016" " 1.00866"
4.34483 " 35.7711" " 0.435585" " 2.73583" " 0.4" " -0.00178604" " 1.02601" " 1.00725" " 1.01021" " 1.00873"
4.34583 " 35.7389" " 0.435148" " 2.73192" " 0.4" " -0.00179009" " 1.02614" " 1.00734" " 1.01027" " 1.0088"
4.34683 " 35.7067" " 0.434711" " 2.728" " 0.4" " -0.00179409" " 1.02627" " 1.00742" " 1.01032" " 1.00887"
4.34783 " 35.6744" " 0.434271" " 2.72407" " 0.4" " -0.00179803" " 1.02641" " 1.0075" " 1.01038" " 1.00894"
4.34883 " 35.642" " 0.43383" " 2.72013" " 0.4" " -0.00180193" " 1.02654" " 1.00759" " 1.01043" " 1.009"
4.34983 " 35.6095" " 0.433387" " 2.71619" " 0.4" " -0.00180577" " 1.02667" " 1.00767" " 1.01049" " 1.00907"
4.35083 " 35.5769" " 0.432943" " 2.71223" " 0.4" " -0.00180956" " 1.02681" " 1.00775" " 1.01054" " 1.00914"
4.35183 " 35.5443" " 0.432497" " 2.70826" " 0.4" " -0.0018133" " 1.02694" " 1.00784" " 1.0106" " 1.00921"
4.35283 " 35.5117" " 0.43205" " 2.70429" " 0.4" " -0.00181698" " 1.02707" " 1.00792" " 1.01065" " 1.00928"
4.35383 " 35.4789" " 0.431602" " 2.7003" " 0.4" " -0.00182061" " 1.0272" " 1.008" " 1.0107" " 1.00934"
4.35483 " 35.4461" " 0.431151" " 2.69631" " 0.4" " -0.00182419" " 1.02733" " 1.00808" " 1.01076" " 1.00941"
4.35583 " 35.4133" " 0.4307" " 2.69231" " 0.4" " -0.00182772" " 1.02746" " 1.00816" " 1.01081" " 1.00948"
4.35683 " 35.3803" " 0.430247" " 2.6883" " 0.4" " -0.0018312" " 1.02759" " 1.00824" " 1.01087" " 1.00955"
4.35783 " 35.3473" " 0.429792" " 2.68428" " 0.4" " -0.00183462" " 1.02772" " 1.00832" " 1.01092" " 1.00961"
4.35883 " 35.3143" " 0.429337" " 2.68025" " 0.4" " -0.00183799" " 1.02785" " 1.0084" " 1.01097" " 1.00968"
4.35983 " 35.2812" " 0.428879" " 2.67621" " 0.4" " -0.0018413" " 1.02798" " 1.00848" " 1.01102" " 1.00975"
4.36083 " 35.248" " 0.428421" " 2.67216" " 0.4" " -0.00184456" " 1.02811" " 1.00856" " 1.01108" " 1.00981"
4.36183 " 35.2148" " 0.427961" " 2.6681" " 0.4" " -0.00184777" " 1.02823" " 1.00864" " 1.01113" " 1.00988"
4.36283 " 35.1815" " 0.4275" " 2.66404" " 0.4" " -0.00185092" " 1.02836" " 1.00872" " 1.01118" " 1.00994"
4.36383 " 35.1481" " 0.427038" " 2.65997" " 0.4" " -0.00185402" " 1.02849" " 1.0088" " 1.01123" " 1.01001"
4.36483 " 35.1147" " 0.426574" " 2.65589" " 0.4" " -0.00185706" " 1.02861" " 1.00888" " 1.01129" " 1.01007"
4.36583 " 35.0813" " 0.426109" " 2.6518" " 0.4" " -0.00186005" " 1.02874" " 1.00896" " 1.01134" " 1.01014"
4.36683 " 35.0478" " 0.425643" " 2.6477" " 0.4" " -0.00186299" " 1.02887" " 1.00904" " 1.01139" " 1.0102"
4.36783 " 35.0142" " 0.425175" " 2.64359" " 0.4" " -0.00186587" " 1.02899" " 1.00911" " 1.01144" " 1.01027"
4.36883 " 34.9806" " 0.424707" " 2.63947" " 0.4" " -0.0018687" " 1.02911" " 1.00919" " 1.01149" " 1.01033"
4.36983 " 34.9469" " 0.424238" " 2.63535" " 0.4" " -0.00187147" " 1.02924" " 1.00927" " 1.01154" " 1.0104"
4.37083 " 34.9132" " 0.423767" " 2.63122" " 0.4" " -0.00187419" " 1.02936" " 1.00935" " 1.01159" " 1.01046"
4.37183 " 34.8795" " 0.423295" " 2.62708" " 0.4" " -0.00187685" " 1.02948" " 1.00942" " 1.01164" " 1.01052"
4.37283 " 34.8457" " 0.422822" " 2.62293" " 0.4" " -0.00187945" " 1.02961" " 1.0095" " 1.01169" " 1.01059"
4.37383 " 34.8118" " 0.422348" " 2.61877" " 0.4" " -0.001882" " 1.02973" " 1.00957" " 1.01174" " 1.01065"
4.37483 " 34.7779" " 0.421872" " 2.61461" " 0.4" " -0.0018845" " 1.02985" " 1.00965" " 1.01179" " 1.01071"
4.37583 " 34.744" " 0.421396" " 2.61044" " 0.4" " -0.00188694" " 1.02997" " 1.00973" " 1.01184" " 1.01078"
4.37683 " 34.71" " 0.420919" " 2.60626" " 0.4" " -0.00188932" " 1.03009" " 1.0098" " 1.01189" " 1.01084"
4.37783 " 34.6759" " 0.42044" " 2.60207" " 0.4" " -0.00189165" " 1.03021" " 1.00988" " 1.01194" " 1.0109"
4.37883 " 34.6419" " 0.419961" " 2.59787" " 0.4" " -0.00189392" " 1.03033" " 1.00995" " 1.01199" " 1.01096"
4.37983 " 34.6078" " 0.419481" " 2.59367" " 0.4" " -0.00189613" " 1.03045" " 1.01003" " 1.01204" " 1.01102"
4.38083 " 34.5736" " 0.419" " 2.58946" " 0.4" " -0.00189829" " 1.03057" " 1.0101" " 1.01209" " 1.01108"
4.38183 " 34.5394" " 0.418518" " 2.58524" " 0.4" " -0.0019004" " 1.03069" " 1.01017" " 1.01214" " 1.01114"
4.38283 " 34.5052" " 0.418035" " 2.58101" " 0.4" " -0.00190244" " 1.03081" " 1.01025" " 1.01218" " 1.01121"
4.38383 " 34.4709" " 0.417551" " 2.57678" " 0.4" " -0.00190443" " 1.03092" " 1.01032" " 1.01223" " 1.01127"
4.38483 " 34.4366" " 0.417066" " 2.57254" " 0.4" " -0.00190636" " 1.03104" " 1.01039" " 1.01228" " 1.01133"
4.38583 " 34.4023" " 0.416581" " 2.56829" " 0.4" " -0.00190824" " 1.03116" " 1.01047" " 1.01233" " 1.01139"
4.38683 " 34.3679" " 0.416094" " 2.56403" " 0.4" " -0.00191006" " 1.03127" " 1.01054" " 1.01238" " 1.01145"
4.38783 " 34.3335" " 0.415607" " 2.55977" " 0.4" " -0.00191182" " 1.03139" " 1.01061" " 1.01242" " 1.01151"
4.38883 " 34.2991" " 0.415119" " 2.5555" " 0.4" " -0.00191353" " 1.0315" " 1.01068" " 1.01247" " 1.01156"
4.38983 " 34.2647" " 0.414631" " 2.55122" " 0.4" " -0.00191518" " 1.03162" " 1.01075" " 1.01252" " 1.01162"
4.39083 " 34.2302" " 0.414141" " 2.54694" " 0.4" " -0.00191677" " 1.03173" " 1.01082" " 1.01256" " 1.01168"
4.39183 " 34.1957" " 0.413651" " 2.54264" " 0.4" " -0.0019183" " 1.03184" " 1.01089" " 1.01261" " 1.01174"
4.39283 " 34.1611" " 0.413161" " 2.53834" " 0.4" " -0.00191978" " 1.03196" " 1.01097" " 1.01266" " 1.0118"
4.39383 " 34.1265" " 0.412669" " 2.53404" " 0.4" " -0.00192119" " 1.03207" " 1.01104" " 1.0127" " 1.01186"
4.39482 " 34.0919" " 0.412177" " 2.52972" " 0.4" " -0.00192256" " 1.03218" " 1.0111" " 1.01275" " 1.01191"
4.39582 " 34.0573" " 0.411684" " 2.5254" " 0.4" " -0.00192386" " 1.03229" " 1.01117" " 1.01279" " 1.01197"
4.39682 " 34.0227" " 0.411191" " 2.52108" " 0.4" " -0.00192511" " 1.0324" " 1.01124" " 1.01284" " 1.01203"
4.39782 " 33.988" " 0.410697" " 2.51674" " 0.4" " -0.00192629" " 1.03251" " 1.01131" " 1.01288" " 1.01209"
4.39882 " 33.9533" " 0.410202" " 2.5124" " 0.4" " -0.00192742" " 1.03262" " 1.01138" " 1.01293" " 1.01214"
4.39982 " 33.9186" " 0.409707" " 2.50806" " 0.4" " -0.0019285" " 1.03273" " 1.01145" " 1.01297" " 1.0122"
4.40082 " 33.8839" " 0.409212" " 2.50371" " 0.4" " -0.00192951" " 1.03284" " 1.01152" " 1.01302" " 1.01226"
4.40182 " 33.8492" " 0.408716" " 2.49935" " 0.4" " -0.00193047" " 1.03295" " 1.01158" " 1.01306" " 1.01231"
4.40282 " 33.8144" " 0.408219" " 2.49498" " 0.4" " -0.00193137" " 1.03306" " 1.01165" " 1.01311" " 1.01237"
4.40382 " 33.7796" " 0.407722" " 2.49061" " 0.4" " -0.00193221" " 1.03317" " 1.01172" " 1.01315" " 1.01242"
4.40482 " 33.7448" " 0.407225" " 2.48623" " 0.4" " -0.00193299" " 1.03327" " 1.01179" " 1.01319" " 1.01248"
4.40582 " 33.71" " 0.406727" " 2.48184" " 0.4" " -0.00193372" " 1.03338" " 1.01185" " 1.01324" " 1.01253"
4.40682 " 33.6752" " 0.406229" " 2.47745" " 0.4" " -0.00193438" " 1.03348" " 1.01192" " 1.01328" " 1.01259"
4.40782 " 33.6404" " 0.40573" " 2.47305" " 0.4" " -0.00193499" " 1.03359" " 1.01198" " 1.01332" " 1.01264"
4.40882 " 33.6056" " 0.405231" " 2.46865" " 0.4" " -0.00193554" " 1.03369" " 1.01205" " 1.01336" " 1.01269"
4.40982 " 33.5707" " 0.404732" " 2.46424" " 0.4" " -0.00193603" " 1.0338" " 1.01211" " 1.01341" " 1.01275"
4.41082 " 33.5359" " 0.404232" " 2.45982" " 0.4" " -0.00193646" " 1.0339" " 1.01218" " 1.01345" " 1.0128"
4.41182 " 33.501" " 0.403733" " 2.4554" " 0.4" " -0.00193684" " 1.034" " 1.01224" " 1.01349" " 1.01285"
4.41282 " 33.4661" " 0.403233" " 2.45098" " 0.4" " -0.00193715" " 1.03411" " 1.01231" " 1.01353" " 1.01291"
4.41382 " 33.4313" " 0.402732" " 2.44654" " 0.4" " -0.00193741" " 1.03421" " 1.01237" " 1.01358" " 1.01296"
4.41482 " 33.3964" " 0.402232" " 2.4421" " 0.4" " -0.00193761" " 1.03431" " 1.01243" " 1.01362" " 1.01301"
4.41582 " 33.3615" " 0.401731" " 2.43766" " 0.4" " -0.00193775" " 1.03441" " 1.0125" " 1.01366" " 1.01306"
4.41682 " 33.3266" " 0.40123" " 2.43321" " 0.4" " -0.00193783" " 1.03451" " 1.01256" " 1.0137" " 1.01311"
4.41782 " 33.2918" " 0.400729" " 2.42875" " 0.4" " -0.00193786" " 1.03461" " 1.01262" " 1.01374" " 1.01317"
4.41882 " 33.2569" " 0.400228" " 2.42429" " 0.4" " -0.00193782" " 1.03471" " 1.01268" " 1.01378" " 1.01322"
4.41982 " 33.222" " 0.399727" " 2.41982" " 0.4" " -0.00193773" " 1.03481" " 1.01275" " 1.01382" " 1.01327"
4.42082 " 33.1871" " 0.399225" " 2.41535" " 0.4" " -0.00193758" " 1.03491" " 1.01281" " 1.01386" " 1.01332"
4.42182 " 33.1522" " 0.398724" " 2.41088" " 0.4" " -0.00193737" " 1.03501" " 1.01287" " 1.0139" " 1.01337"
4.42282 " 33.1174" " 0.398222" " 2.40639" " 0.4" " -0.0019371" " 1.0351" " 1.01293" " 1.01394" " 1.01342"
4.42382 " 33.0825" " 0.397721" " 2.4019" " 0.4" " -0.00193677" " 1.0352" " 1.01299" " 1.01398" " 1.01347"
4.42482 " 33.0476" " 0.397219" " 2.39741" " 0.4" " -0.00193638" " 1.0353" " 1.01305" " 1.01402" " 1.01352"
4.42582 " 33.0128" " 0.396718" " 2.39291" " 0.4" " -0.00193594" " 1.03539" " 1.01311" " 1.01406" " 1.01357"
4.42682 " 32.978" " 0.396216" " 2.38841" " 0.4" " -0.00193544" " 1.03549" " 1.01317" " 1.01409" " 1.01362"
4.42782 " 32.9431" " 0.395715" " 2.3839" " 0.4" " -0.00193487" " 1.03558" " 1.01323" " 1.01413" " 1.01366"
4.42882 " 32.9083" " 0.395214" " 2.37939" " 0.4" " -0.00193425" " 1.03568" " 1.01329" " 1.01417" " 1.01371"
