Time(s), gENROE.delta, gENROE.PELEC, eXAC1_1.EFD, gENROE.PMECH, gENROE.SPEED, GEN1.V, LOAD.V, GEN2.V, FAULT.V
3.79387, 26.4725, 0.271916, 1.28508, 0.4, -0.000624596, 1.00899, 0.997669, 1.0034, 1.00047
3.79487, 26.4614, 0.271867, 1.28556, 0.4, -0.000609601, 1.00896, 0.997656, 1.00339, 1.00046
3.79587, 26.4506, 0.271823, 1.28604, 0.4, -0.000594601, 1.00894, 0.997642, 1.00338, 1.00045
3.79687, 26.44, 0.271784, 1.28653, 0.4, -0.000579597, 1.00892, 0.997628, 1.00337, 1.00043
3.79787, 26.4297, 0.271751, 1.28701, 0.4, -0.00056459, 1.0089, 0.997614, 1.00336, 1.00042
3.79887, 26.4197, 0.271723, 1.2875, 0.4, -0.00054958, 1.00887, 0.997601, 1.00336, 1.00041
3.79987, 26.4099, 0.2717, 1.288, 0.4, -0.000534567, 1.00885, 0.997587, 1.00335, 1.0004
3.80087, 26.4004, 0.271682, 1.28849, 0.4, -0.000519553, 1.00883, 0.997573, 1.00334, 1.00039
3.80187, 26.3912, 0.27167, 1.28899, 0.4, -0.000504537, 1.0088, 0.997559, 1.00333, 1.00038
3.80287, 26.3823, 0.271663, 1.28949, 0.4, -0.000489521, 1.00878, 0.997546, 1.00332, 1.00037
3.80387, 26.3736, 0.27166, 1.28999, 0.4, -0.000474506, 1.00876, 0.997532, 1.00331, 1.00035
3.80487, 26.3652, 0.271663, 1.29049, 0.4, -0.000459491, 1.00873, 0.997518, 1.0033, 1.00034
3.80587, 26.3571, 0.271672, 1.29099, 0.4, -0.000444477, 1.00871, 0.997504, 1.00329, 1.00033
3.80687, 26.3492, 0.271685, 1.2915, 0.4, -0.000429466, 1.00869, 0.997491, 1.00328, 1.00032
3.80787, 26.3416, 0.271704, 1.29201, 0.4, -0.000414457, 1.00867, 0.997477, 1.00327, 1.00031
3.80887, 26.3343, 0.271728, 1.29252, 0.4, -0.000399451, 1.00864, 0.997463, 1.00326, 1.0003
3.80987, 26.3272, 0.271757, 1.29303, 0.4, -0.000384449, 1.00862, 0.997449, 1.00325, 1.00029
3.81087, 26.3204, 0.271791, 1.29354, 0.4, -0.000369451, 1.0086, 0.997435, 1.00325, 1.00027
3.81187, 26.3139, 0.27183, 1.29406, 0.4, -0.000354459, 1.00857, 0.997422, 1.00324, 1.00026
3.81287, 26.3077, 0.271874, 1.29457, 0.4, -0.000339472, 1.00855, 0.997408, 1.00323, 1.00025
3.81387, 26.3017, 0.271923, 1.29509, 0.4, -0.000324491, 1.00853, 0.997394, 1.00322, 1.00024
3.81487, 26.296, 0.271978, 1.29561, 0.4, -0.000309516, 1.0085, 0.99738, 1.00321, 1.00023
3.81587, 26.2905, 0.272038, 1.29613, 0.4, -0.00029455, 1.00848, 0.997366, 1.0032, 1.00022
3.81687, 26.2854, 0.272102, 1.29665, 0.4, -0.000279591, 1.00846, 0.997353, 1.00319, 1.00021
3.81787, 26.2805, 0.272172, 1.29718, 0.4, -0.000264641, 1.00843, 0.997339, 1.00318, 1.00019
3.81887, 26.2758, 0.272247, 1.2977, 0.4, -0.000249699, 1.00841, 0.997325, 1.00317, 1.00018
3.81987, 26.2715, 0.272326, 1.29823, 0.4, -0.000234768, 1.00839, 0.997311, 1.00317, 1.00017
3.82087, 26.2674, 0.272411, 1.29875, 0.4, -0.000219847, 1.00836, 0.997298, 1.00316, 1.00016
3.82187, 26.2636, 0.272501, 1.29928, 0.4, -0.000204937, 1.00834, 0.997284, 1.00315, 1.00015
3.82287, 26.26, 0.272596, 1.29981, 0.4, -0.000190038, 1.00832, 0.99727, 1.00314, 1.00014
3.82387, 26.2567, 0.272696, 1.30034, 0.4, -0.000175151, 1.00829, 0.997256, 1.00313, 1.00013
3.82487, 26.2537, 0.272801, 1.30087, 0.4, -0.000160277, 1.00827, 0.997243, 1.00312, 1.00012
3.82587, 26.251, 0.27291, 1.3014, 0.4, -0.000145417, 1.00825, 0.997229, 1.00311, 1.00011
3.82687, 26.2485, 0.273025, 1.30194, 0.4, -0.00013057, 1.00822, 0.997215, 1.0031, 1.00009
3.82787, 26.2463, 0.273145, 1.30247, 0.4, -0.000115737, 1.0082, 0.997201, 1.0031, 1.00008
3.82887, 26.2443, 0.273269, 1.303, 0.4, -0.000100919, 1.00818, 0.997188, 1.00309, 1.00007
3.82987, 26.2426, 0.273399, 1.30354, 0.4, -8.61173e-05, 1.00815, 0.997174, 1.00308, 1.00006
3.83087, 26.2412, 0.273533, 1.30407, 0.4, -7.13313e-05, 1.00813, 0.99716, 1.00307, 1.00005
3.83187, 26.2401, 0.273672, 1.30461, 0.4, -5.6562e-05, 1.00811, 0.997147, 1.00306, 1.00004
3.83287, 26.2392, 0.273817, 1.30515, 0.4, -4.18099e-05, 1.00808, 0.997133, 1.00305, 1.00003
3.83387, 26.2386, 0.273965, 1.30569, 0.4, -2.70756e-05, 1.00806, 0.997119, 1.00304, 1.00002
3.83487, 26.2382, 0.274119, 1.30622, 0.4, -1.23598e-05, 1.00804, 0.997105, 1.00304, 1.00001
3.83587, 26.2381, 0.274278, 1.30676, 0.4, 2.33719e-06, 1.00802, 0.997092, 1.00303, 0.999995
3.83687, 26.2383, 0.274441, 1.3073, 0.4, 1.70146e-05, 1.00799, 0.997078, 1.00302, 0.999984
3.83787, 26.2387, 0.27461, 1.30784, 0.4, 3.1672e-05, 1.00797, 0.997064, 1.00301, 0.999973
3.83887, 26.2394, 0.274783, 1.30838, 0.4, 4.63087e-05, 1.00795, 0.997051, 1.003, 0.999962
3.83986, 26.2404, 0.27496, 1.30892, 0.4, 6.09243e-05, 1.00792, 0.997037, 1.00299, 0.999951
3.84086, 26.2416, 0.275143, 1.30946, 0.4, 7.55182e-05, 1.0079, 0.997024, 1.00299, 0.99994
3.84186, 26.2431, 0.27533, 1.31, 0.4, 9.00897e-05, 1.00788, 0.99701, 1.00298, 0.999929
3.84286, 26.2449, 0.275524, 1.31054, 0.4, 0.000104638, 1.00786, 0.997001, 1.00297, 0.999922
3.84386, 26.2469, 0.27572, 1.31108, 0.4, 0.000119164, 1.00783, 0.996988, 1.00296, 0.999912
3.84486, 26.2492, 0.275922, 1.31162, 0.4, 0.000133665, 1.00781, 0.996974, 1.00296, 0.999901
3.84586, 26.2517, 0.276128, 1.31216, 0.4, 0.000148142, 1.00779, 0.996961, 1.00295, 0.99989
3.84686, 26.2545, 0.276339, 1.31271, 0.4, 0.000162593, 1.00776, 0.996947, 1.00294, 0.99988
3.84786, 26.2575, 0.276554, 1.31325, 0.4, 0.000177019, 1.00774, 0.996934, 1.00293, 0.999869
3.84886, 26.2609, 0.276774, 1.31379, 0.4, 0.00019142, 1.00772, 0.996921, 1.00292, 0.999859
3.84986, 26.2644, 0.276999, 1.31433, 0.4, 0.000205793, 1.00769, 0.996907, 1.00292, 0.999848
3.85086, 26.2683, 0.277228, 1.31487, 0.4, 0.000220139, 1.00767, 0.996894, 1.00291, 0.999837
3.85186, 26.2724, 0.277462, 1.31541, 0.4, 0.000234458, 1.00765, 0.99688, 1.0029, 0.999827
3.85286, 26.2767, 0.2777, 1.31595, 0.4, 0.000248748, 1.00763, 0.996867, 1.00289, 0.999816
3.85386, 26.2813, 0.277943, 1.31649, 0.4, 0.00026301, 1.0076, 0.996854, 1.00288, 0.999806
3.85486, 26.2862, 0.27819, 1.31703, 0.4, 0.000277242, 1.00758, 0.99684, 1.00288, 0.999795
3.85586, 26.2913, 0.278442, 1.31756, 0.4, 0.000291444, 1.00756, 0.996827, 1.00287, 0.999785
3.85686, 26.2967, 0.278698, 1.3181, 0.4, 0.000305616, 1.00753, 0.996814, 1.00286, 0.999775
3.85786, 26.3023, 0.278959, 1.31864, 0.4, 0.000319757, 1.00751, 0.9968, 1.00285, 0.999764
3.85886, 26.3082, 0.279224, 1.31918, 0.4, 0.000333867, 1.00749, 0.996787, 1.00284, 0.999754
3.85986, 26.3143, 0.279494, 1.31971, 0.4, 0.000347945, 1.00747, 0.996774, 1.00284, 0.999743
3.86086, 26.3207, 0.279768, 1.32025, 0.4, 0.000361991, 1.00744, 0.99676, 1.00283, 0.999733
3.86186, 26.3274, 0.280047, 1.32079, 0.4, 0.000376003, 1.00742, 0.996747, 1.00282, 0.999723
3.86286, 26.3342, 0.280329, 1.32132, 0.4, 0.000389982, 1.0074, 0.996734, 1.00281, 0.999712
3.86386, 26.3414, 0.280617, 1.32186, 0.4, 0.000403927, 1.00737, 0.99672, 1.00281, 0.999702
3.86486, 26.3488, 0.280908, 1.32239, 0.4, 0.000417838, 1.00735, 0.996707, 1.0028, 0.999692
3.86586, 26.3564, 0.281204, 1.32292, 0.4, 0.000431714, 1.00733, 0.996694, 1.00279, 0.999681
3.86686, 26.3643, 0.281504, 1.32345, 0.4, 0.000445554, 1.00731, 0.996681, 1.00278, 0.999671
3.86786, 26.3725, 0.281808, 1.32399, 0.4, 0.000459358, 1.00728, 0.996667, 1.00278, 0.999661
3.86886, 26.3809, 0.282117, 1.32452, 0.4, 0.000473126, 1.00726, 0.996654, 1.00277, 0.999651
3.86986, 26.3895, 0.28243, 1.32505, 0.4, 0.000486857, 1.00724, 0.996641, 1.00276, 0.99964
3.87086, 26.3984, 0.282747, 1.32558, 0.4, 0.000500551, 1.00722, 0.996628, 1.00275, 0.99963
3.87186, 26.4075, 0.283068, 1.3261, 0.4, 0.000514206, 1.00719, 0.996614, 1.00275, 0.99962
3.87286, 26.4169, 0.283394, 1.32663, 0.4, 0.000527823, 1.00717, 0.996601, 1.00274, 0.99961
3.87386, 26.4265, 0.283723, 1.32716, 0.4, 0.000541402, 1.00715, 0.996588, 1.00273, 0.9996
3.87486, 26.4364, 0.284057, 1.32768, 0.4, 0.000554941, 1.00713, 0.996575, 1.00272, 0.999589
3.87586, 26.4465, 0.284395, 1.32821, 0.4, 0.00056844, 1.0071, 0.996562, 1.00272, 0.999579
3.87686, 26.4569, 0.284737, 1.32873, 0.4, 0.000581898, 1.00708, 0.996548, 1.00271, 0.999569
3.87786, 26.4675, 0.285083, 1.32925, 0.4, 0.000595316, 1.00706, 0.996535, 1.0027, 0.999559
3.87886, 26.4783, 0.285433, 1.32977, 0.4, 0.000608693, 1.00704, 0.996522, 1.00269, 0.999549
3.87986, 26.4894, 0.285787, 1.33029, 0.4, 0.000622028, 1.00701, 0.996509, 1.00269, 0.999539
3.88086, 26.5007, 0.286145, 1.33081, 0.4, 0.00063532, 1.00699, 0.996496, 1.00268, 0.999529
3.88186, 26.5122, 0.286507, 1.33133, 0.4, 0.00064857, 1.00697, 0.996482, 1.00267, 0.999519
3.88286, 26.524, 0.286873, 1.33185, 0.4, 0.000661777, 1.00695, 0.996469, 1.00266, 0.999509
3.88386, 26.5361, 0.287243, 1.33236, 0.4, 0.00067494, 1.00692, 0.996456, 1.00266, 0.999499
3.88486, 26.5483, 0.287617, 1.33288, 0.4, 0.000688059, 1.0069, 0.996443, 1.00265, 0.999489
3.88586, 26.5608, 0.287995, 1.33339, 0.4, 0.000701134, 1.00688, 0.99643, 1.00264, 0.999479
3.88686, 26.5736, 0.288377, 1.3339, 0.4, 0.000714163, 1.00686, 0.996417, 1.00263, 0.999469
3.88786, 26.5865, 0.288762, 1.33441, 0.4, 0.000727147, 1.00683, 0.996403, 1.00263, 0.999459
3.88886, 26.5998, 0.289151, 1.33492, 0.4, 0.000740086, 1.00681, 0.99639, 1.00262, 0.999449
3.88986, 26.6132, 0.289545, 1.33543, 0.4, 0.000752978, 1.00679, 0.996377, 1.00261, 0.999439
3.89086, 26.6269, 0.289942, 1.33593, 0.4, 0.000765823, 1.00677, 0.996364, 1.00261, 0.999429
3.89186, 26.6408, 0.290342, 1.33644, 0.4, 0.000778621, 1.00674, 0.996351, 1.0026, 0.999419
3.89286, 26.6549, 0.290747, 1.33694, 0.4, 0.000791371, 1.00672, 0.996338, 1.00259, 0.999409
3.89386, 26.6692, 0.291155, 1.33745, 0.4, 0.000804074, 1.0067, 0.996325, 1.00258, 0.999399
3.89486, 26.6838, 0.291567, 1.33795, 0.4, 0.000816728, 1.00668, 0.996311, 1.00258, 0.999389
3.89586, 26.6987, 0.291983, 1.33845, 0.4, 0.000829333, 1.00666, 0.996298, 1.00257, 0.999379
3.89686, 26.7137, 0.292402, 1.33895, 0.4, 0.000841888, 1.00663, 0.996285, 1.00256, 0.999369
3.89786, 26.729, 0.292824, 1.33944, 0.4, 0.000854394, 1.00661, 0.996272, 1.00256, 0.999359
3.89886, 26.7445, 0.293251, 1.33994, 0.4, 0.00086685, 1.00659, 0.996259, 1.00255, 0.999349
3.89986, 26.7602, 0.293681, 1.34043, 0.4, 0.000879255, 1.00657, 0.996246, 1.00254, 0.999339
3.90086, 26.7761, 0.294115, 1.34092, 0.4, 0.000891609, 1.00654, 0.996233, 1.00253, 0.999329
3.90186, 26.7923, 0.294552, 1.34142, 0.4, 0.000903911, 1.00652, 0.996219, 1.00253, 0.99932
3.90286, 26.8086, 0.294992, 1.34191, 0.4, 0.000916162, 1.0065, 0.996206, 1.00252, 0.99931
3.90386, 26.8253, 0.295437, 1.34239, 0.4, 0.00092836, 1.00648, 0.996193, 1.00251, 0.9993
3.90486, 26.8421, 0.295884, 1.34288, 0.4, 0.000940506, 1.00646, 0.99618, 1.00251, 0.99929
3.90586, 26.8591, 0.296335, 1.34336, 0.4, 0.000952599, 1.00643, 0.996167, 1.0025, 0.99928
3.90686, 26.8764, 0.29679, 1.34385, 0.4, 0.000964638, 1.00641, 0.996154, 1.00249, 0.99927
3.90786, 26.8938, 0.297247, 1.34433, 0.4, 0.000976624, 1.00639, 0.99614, 1.00248, 0.99926
3.90886, 26.9115, 0.297709, 1.34481, 0.4, 0.000988555, 1.00637, 0.996127, 1.00248, 0.99925
3.90986, 26.9294, 0.298173, 1.34529, 0.4, 0.00100043, 1.00635, 0.996114, 1.00247, 0.99924
3.91086, 26.9475, 0.298641, 1.34577, 0.4, 0.00101225, 1.00632, 0.996101, 1.00246, 0.999231
3.91186, 26.9659, 0.299112, 1.34624, 0.4, 0.00102402, 1.0063, 0.996088, 1.00246, 0.999221
3.91286, 26.9844, 0.299587, 1.34672, 0.4, 0.00103573, 1.00628, 0.996074, 1.00245, 0.999211
3.91386, 27.0032, 0.300064, 1.34719, 0.4, 0.00104738, 1.00626, 0.996061, 1.00244, 0.999201
3.91486, 27.0221, 0.300545, 1.34766, 0.4, 0.00105898, 1.00624, 0.996048, 1.00244, 0.999191
3.91586, 27.0413, 0.301029, 1.34813, 0.4, 0.00107052, 1.00621, 0.996035, 1.00243, 0.999181
3.91686, 27.0607, 0.301516, 1.34859, 0.4, 0.00108201, 1.00619, 0.996022, 1.00242, 0.999171
3.91786, 27.0802, 0.302007, 1.34906, 0.4, 0.00109343, 1.00617, 0.996008, 1.00241, 0.999161
3.91886, 27.1, 0.3025, 1.34952, 0.4, 0.0011048, 1.00615, 0.995995, 1.00241, 0.999151
3.91986, 27.12, 0.302997, 1.34999, 0.4, 0.00111611, 1.00613, 0.995982, 1.0024, 0.999141
3.92086, 27.1402, 0.303497, 1.35045, 0.4, 0.00112736, 1.0061, 0.995968, 1.00239, 0.999132
3.92186, 27.1606, 0.304, 1.35091, 0.4, 0.00113855, 1.00608, 0.995955, 1.00239, 0.999122
3.92286, 27.1812, 0.304505, 1.35136, 0.4, 0.00114968, 1.00606, 0.995942, 1.00238, 0.999112
3.92386, 27.202, 0.305014, 1.35182, 0.4, 0.00116076, 1.00604, 0.995928, 1.00237, 0.999102
3.92486, 27.223, 0.305526, 1.35227, 0.4, 0.00117177, 1.00602, 0.995915, 1.00236, 0.999092
3.92586, 27.2442, 0.30604, 1.35272, 0.4, 0.00118272, 1.006, 0.995902, 1.00236, 0.999082
3.92686, 27.2656, 0.306558, 1.35318, 0.4, 0.00119361, 1.00597, 0.995888, 1.00235, 0.999072
3.92786, 27.2871, 0.307078, 1.35362, 0.4, 0.00120444, 1.00595, 0.995875, 1.00234, 0.999062
3.92886, 27.3089, 0.307602, 1.35407, 0.4, 0.00121521, 1.00593, 0.995862, 1.00234, 0.999052
3.92986, 27.3309, 0.308128, 1.35452, 0.4, 0.00122592, 1.00591, 0.995848, 1.00233, 0.999042
3.93086, 27.353, 0.308657, 1.35496, 0.4, 0.00123656, 1.00589, 0.995835, 1.00232, 0.999032
3.93186, 27.3754, 0.309189, 1.3554, 0.4, 0.00124714, 1.00586, 0.995821, 1.00232, 0.999022
3.93286, 27.3979, 0.309723, 1.35584, 0.4, 0.00125766, 1.00584, 0.995808, 1.00231, 0.999012
3.93386, 27.4207, 0.310261, 1.35628, 0.4, 0.00126812, 1.00582, 0.995795, 1.0023, 0.999002
3.93486, 27.4436, 0.310801, 1.35672, 0.4, 0.00127851, 1.0058, 0.995781, 1.00229, 0.998992
3.93586, 27.4667, 0.311343, 1.35715, 0.4, 0.00128884, 1.00578, 0.995768, 1.00229, 0.998982
3.93686, 27.49, 0.311888, 1.35758, 0.4, 0.00129911, 1.00576, 0.995754, 1.00228, 0.998972
3.93786, 27.5135, 0.312436, 1.35802, 0.4, 0.00130931, 1.00573, 0.99574, 1.00227, 0.998962
3.93886, 27.5371, 0.312987, 1.35845, 0.4, 0.00131944, 1.00571, 0.995727, 1.00227, 0.998951
3.93986, 27.561, 0.31354, 1.35887, 0.4, 0.00132951, 1.00569, 0.995713, 1.00226, 0.998941
3.94086, 27.585, 0.314096, 1.3593, 0.4, 0.00133952, 1.00567, 0.9957, 1.00225, 0.998931
3.94186, 27.6092, 0.314654, 1.35972, 0.4, 0.00134946, 1.00565, 0.995686, 1.00224, 0.998921
3.94286, 27.6336, 0.315215, 1.36015, 0.4, 0.00135933, 1.00563, 0.995672, 1.00224, 0.998911
3.94386, 27.6581, 0.315778, 1.36057, 0.4, 0.00136914, 1.0056, 0.995659, 1.00223, 0.998901
3.94486, 27.6829, 0.316343, 1.36099, 0.4, 0.00137888, 1.00558, 0.995645, 1.00222, 0.998891
3.94586, 27.7078, 0.316911, 1.3614, 0.4, 0.00138856, 1.00556, 0.995631, 1.00222, 0.998881
3.94686, 27.7329, 0.317482, 1.36182, 0.4, 0.00139817, 1.00554, 0.995618, 1.00221, 0.99887
3.94786, 27.7581, 0.318055, 1.36223, 0.4, 0.00140771, 1.00552, 0.995604, 1.0022, 0.99886
3.94886, 27.7835, 0.31863, 1.36265, 0.4, 0.00141718, 1.00549, 0.99559, 1.00219, 0.99885
3.94986, 27.8091, 0.319207, 1.36306, 0.4, 0.00142659, 1.00547, 0.995576, 1.00219, 0.998839
3.95086, 27.8349, 0.319787, 1.36347, 0.4, 0.00143593, 1.00545, 0.995562, 1.00218, 0.998829
3.95186, 27.8608, 0.320369, 1.36387, 0.4, 0.0014452, 1.00543, 0.995549, 1.00217, 0.998819
3.95286, 27.8869, 0.320953, 1.36428, 0.4, 0.0014544, 1.00541, 0.995535, 1.00216, 0.998809
3.95386, 27.9132, 0.32154, 1.36468, 0.4, 0.00146353, 1.00539, 0.995521, 1.00216, 0.998798
3.95486, 27.9396, 0.322128, 1.36509, 0.4, 0.00147259, 1.00536, 0.995507, 1.00215, 0.998788
3.95586, 27.9662, 0.322719, 1.36549, 0.4, 0.00148159, 1.00534, 0.995493, 1.00214, 0.998777
3.95686, 27.9929, 0.323312, 1.36588, 0.4, 0.00149051, 1.00532, 0.995479, 1.00213, 0.998767
3.95786, 28.0198, 0.323907, 1.36628, 0.4, 0.00149937, 1.0053, 0.995465, 1.00213, 0.998757
3.95886, 28.0469, 0.324504, 1.36668, 0.4, 0.00150815, 1.00528, 0.995451, 1.00212, 0.998746
3.95986, 28.0741, 0.325103, 1.36707, 0.4, 0.00151686, 1.00526, 0.995437, 1.00211, 0.998736
3.96086, 28.1015, 0.325704, 1.36746, 0.4, 0.00152551, 1.00523, 0.995423, 1.0021, 0.998725
3.96186, 28.1291, 0.326307, 1.36785, 0.4, 0.00153408, 1.00521, 0.995409, 1.0021, 0.998715
3.96286, 28.1567, 0.326912, 1.36824, 0.4, 0.00154258, 1.00519, 0.995395, 1.00209, 0.998704
3.96386, 28.1846, 0.327519, 1.36863, 0.4, 0.00155101, 1.00517, 0.995381, 1.00208, 0.998693
3.96486, 28.2126, 0.328128, 1.36902, 0.4, 0.00155937, 1.00515, 0.995366, 1.00207, 0.998683
3.96586, 28.2407, 0.328739, 1.3694, 0.4, 0.00156766, 1.00513, 0.995352, 1.00207, 0.998672
3.96686, 28.269, 0.329351, 1.36978, 0.4, 0.00157588, 1.0051, 0.995338, 1.00206, 0.998662
3.96786, 28.2975, 0.329966, 1.37016, 0.4, 0.00158402, 1.00508, 0.995324, 1.00205, 0.998651
3.96886, 28.326, 0.330582, 1.37054, 0.4, 0.00159209, 1.00506, 0.995309, 1.00204, 0.99864
3.96986, 28.3548, 0.3312, 1.37092, 0.4, 0.00160009, 1.00504, 0.995295, 1.00204, 0.998629
3.97086, 28.3837, 0.33182, 1.3713, 0.4, 0.00160802, 1.00502, 0.995281, 1.00203, 0.998619
3.97186, 28.4127, 0.332441, 1.37167, 0.4, 0.00161587, 1.00499, 0.995266, 1.00202, 0.998608
3.97286, 28.4418, 0.333064, 1.37204, 0.4, 0.00162365, 1.00497, 0.995252, 1.00201, 0.998597
3.97386, 28.4711, 0.333689, 1.37241, 0.4, 0.00163136, 1.00495, 0.995237, 1.00201, 0.998586
3.97486, 28.5006, 0.334315, 1.37278, 0.4, 0.00163899, 1.00493, 0.995223, 1.002, 0.998575
3.97586, 28.5301, 0.334943, 1.37315, 0.4, 0.00164655, 1.00491, 0.995208, 1.00199, 0.998564
3.97686, 28.5598, 0.335573, 1.37352, 0.4, 0.00165404, 1.00489, 0.995194, 1.00198, 0.998553
3.97785, 28.5897, 0.336204, 1.37388, 0.4, 0.00166145, 1.00486, 0.995179, 1.00197, 0.998543
3.97885, 28.6196, 0.336837, 1.37425, 0.4, 0.00166879, 1.00484, 0.995165, 1.00197, 0.998532
3.97985, 28.6497, 0.337471, 1.37461, 0.4, 0.00167605, 1.00482, 0.99515, 1.00196, 0.998521
3.98085, 28.68, 0.338106, 1.37497, 0.4, 0.00168324, 1.0048, 0.995135, 1.00195, 0.99851
3.98185, 28.7103, 0.338743, 1.37533, 0.4, 0.00169036, 1.00478, 0.99512, 1.00194, 0.998498
3.98285, 28.7408, 0.339382, 1.37569, 0.4, 0.0016974, 1.00475, 0.995106, 1.00193, 0.998487
3.98385, 28.7715, 0.340022, 1.37605, 0.4, 0.00170436, 1.00473, 0.995091, 1.00193, 0.998476
3.98485, 28.8022, 0.340663, 1.3764, 0.4, 0.00171125, 1.00471, 0.995076, 1.00192, 0.998465
3.98585, 28.8331, 0.341306, 1.37676, 0.4, 0.00171807, 1.00469, 0.995061, 1.00191, 0.998454
3.98685, 28.864, 0.341949, 1.37711, 0.4, 0.00172481, 1.00467, 0.995046, 1.0019, 0.998443
3.98785, 28.8951, 0.342594, 1.37746, 0.4, 0.00173147, 1.00465, 0.995031, 1.00189, 0.998431
3.98885, 28.9264, 0.343241, 1.37781, 0.4, 0.00173806, 1.00462, 0.995017, 1.00189, 0.99842
3.98985, 28.9577, 0.343888, 1.37816, 0.4, 0.00174457, 1.0046, 0.995001, 1.00188, 0.998409
3.99085, 28.9892, 0.344537, 1.3785, 0.4, 0.001751, 1.00458, 0.994986, 1.00187, 0.998397
3.99185, 29.0208, 0.345187, 1.37885, 0.4, 0.00175736, 1.00456, 0.994971, 1.00186, 0.998386
3.99285, 29.0524, 0.345838, 1.37919, 0.4, 0.00176365, 1.00454, 0.994956, 1.00185, 0.998375
3.99385, 29.0843, 0.34649, 1.37954, 0.4, 0.00176985, 1.00451, 0.994941, 1.00185, 0.998363
3.99485, 29.1162, 0.347143, 1.37988, 0.4, 0.00177598, 1.00449, 0.994926, 1.00184, 0.998352
3.99585, 29.1482, 0.347798, 1.38022, 0.4, 0.00178204, 1.00447, 0.994911, 1.00183, 0.99834
3.99685, 29.1803, 0.348453, 1.38056, 0.4, 0.00178802, 1.00445, 0.994896, 1.00182, 0.998329
3.99785, 29.2126, 0.349109, 1.3809, 0.4, 0.00179392, 1.00443, 0.99488, 1.00181, 0.998317
3.99885, 29.2449, 0.349766, 1.38123, 0.4, 0.00179974, 1.0044, 0.994865, 1.0018, 0.998305
3.99985, 29.2773, 0.350424, 1.38157, 0.4, 0.00180548, 1.00438, 0.99485, 1.00179, 0.998294
4.00085, 29.3099, 0.351084, 1.3819, 0.4, 0.00181115, 1.00436, 0.994834, 1.00179, 0.998282
4.00185, 29.3426, 0.351744, 1.38224, 0.4, 0.00181674, 1.00434, 0.994819, 1.00178, 0.99827
4.00285, 29.3753, 0.352404, 1.38257, 0.4, 0.00182226, 1.00432, 0.994803, 1.00177, 0.998259
4.00385, 29.4082, 0.353066, 1.3829, 0.4, 0.0018277, 1.00429, 0.994788, 1.00176, 0.998247
4.00485, 29.4411, 0.353728, 1.38323, 0.4, 0.00183305, 1.00427, 0.994772, 1.00175, 0.998235
4.00585, 29.4741, 0.354392, 1.38356, 0.4, 0.00183834, 1.00425, 0.994757, 1.00174, 0.998223
4.00685, 29.5073, 0.355056, 1.38389, 0.4, 0.00184354, 1.00423, 0.994741, 1.00173, 0.998211
4.00785, 29.5405, 0.35572, 1.38421, 0.4, 0.00184866, 1.0042, 0.994726, 1.00173, 0.998199
4.00885, 29.5738, 0.356386, 1.38454, 0.4, 0.00185371, 1.00418, 0.99471, 1.00172, 0.998187
4.00985, 29.6072, 0.357052, 1.38486, 0.4, 0.00185868, 1.00416, 0.994694, 1.00171, 0.998175
4.01085, 29.6407, 0.357718, 1.38518, 0.4, 0.00186357, 1.00414, 0.994678, 1.0017, 0.998163
4.01185, 29.6743, 0.358386, 1.38551, 0.4, 0.00186839, 1.00412, 0.994663, 1.00169, 0.998151
4.01285, 29.708, 0.359054, 1.38583, 0.4, 0.00187312, 1.00409, 0.994647, 1.00168, 0.998139
4.01385, 29.7418, 0.359722, 1.38615, 0.4, 0.00187778, 1.00407, 0.994631, 1.00167, 0.998127
4.01485, 29.7756, 0.360391, 1.38646, 0.4, 0.00188236, 1.00405, 0.994615, 1.00166, 0.998115
4.01585, 29.8095, 0.361061, 1.38678, 0.4, 0.00188686, 1.00403, 0.994599, 1.00166, 0.998103
4.01685, 29.8435, 0.361731, 1.3871, 0.4, 0.00189128, 1.00401, 0.994583, 1.00165, 0.99809
4.01785, 29.8776, 0.362401, 1.38741, 0.4, 0.00189562, 1.00398, 0.994567, 1.00164, 0.998078
4.01885, 29.9118, 0.363072, 1.38773, 0.4, 0.00189989, 1.00396, 0.994551, 1.00163, 0.998066
4.01985, 29.946, 0.363743, 1.38804, 0.4, 0.00190407, 1.00394, 0.994535, 1.00162, 0.998054
4.02085, 29.9803, 0.364415, 1.38836, 0.4, 0.00190818, 1.00392, 0.994519, 1.00161, 0.998041
4.02185, 30.0147, 0.365087, 1.38867, 0.4, 0.00191221, 1.00389, 0.994503, 1.0016, 0.998029
4.02285, 30.0492, 0.365759, 1.38898, 0.4, 0.00191616, 1.00387, 0.994487, 1.00159, 0.998016
4.02385, 30.0837, 0.366431, 1.38929, 0.4, 0.00192003, 1.00385, 0.994471, 1.00158, 0.998004
4.02485, 30.1183, 0.367104, 1.3896, 0.4, 0.00192382, 1.00383, 0.994455, 1.00157, 0.997991
4.02585, 30.153, 0.367777, 1.38991, 0.4, 0.00192754, 1.00381, 0.994438, 1.00156, 0.997979
4.02685, 30.1877, 0.368451, 1.39021, 0.4, 0.00193117, 1.00378, 0.994422, 1.00155, 0.997966
4.02785, 30.2225, 0.369124, 1.39052, 0.4, 0.00193473, 1.00376, 0.994406, 1.00155, 0.997954
