Time(s) " gENROE.delta" " gENROE.PELEC" " sCRX.EFD" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
4.12284 " 36.4949" " 0.452369" " 2.05864" " 0.4" " 0.001541" " 0.990055" " 0.985621" " 0.995813" " 0.990714"
4.12384 " 36.5225" " 0.45288" " 2.05861" " 0.4" " 0.00153478" " 0.990105" " 0.985646" " 0.99583" " 0.990736"
4.12484 " 36.5501" " 0.453388" " 2.05857" " 0.4" " 0.00152851" " 0.990156" " 0.985672" " 0.995847" " 0.990757"
4.12584 " 36.5776" " 0.453894" " 2.05854" " 0.4" " 0.00152217" " 0.990207" " 0.985697" " 0.995864" " 0.990778"
4.12684 " 36.6049" " 0.454397" " 2.05849" " 0.4" " 0.00151577" " 0.990257" " 0.985722" " 0.995881" " 0.990799"
4.12784 " 36.6321" " 0.454898" " 2.05844" " 0.4" " 0.00150932" " 0.990308" " 0.985747" " 0.995898" " 0.99082"
4.12884 " 36.6592" " 0.455396" " 2.05839" " 0.4" " 0.0015028" " 0.990359" " 0.985772" " 0.995915" " 0.990842"
4.12984 " 36.6862" " 0.455891" " 2.05833" " 0.4" " 0.00149623" " 0.99041" " 0.985798" " 0.995932" " 0.990863"
4.13084 " 36.7131" " 0.456384" " 2.05826" " 0.4" " 0.0014896" " 0.99046" " 0.985823" " 0.995949" " 0.990884"
4.13184 " 36.7399" " 0.456873" " 2.05819" " 0.4" " 0.00148292" " 0.990511" " 0.985848" " 0.995967" " 0.990906"
4.13284 " 36.7665" " 0.457361" " 2.05812" " 0.4" " 0.00147618" " 0.990562" " 0.985874" " 0.995984" " 0.990927"
4.13384 " 36.793" " 0.457845" " 2.05804" " 0.4" " 0.00146938" " 0.990613" " 0.985899" " 0.996001" " 0.990948"
4.13484 " 36.8194" " 0.458326" " 2.05795" " 0.4" " 0.00146253" " 0.990664" " 0.985925" " 0.996018" " 0.99097"
4.13584 " 36.8457" " 0.458806" " 2.05786" " 0.4" " 0.00145562" " 0.990715" " 0.98595" " 0.996035" " 0.990991"
4.13684 " 36.8718" " 0.459282" " 2.05777" " 0.4" " 0.00144865" " 0.990766" " 0.985976" " 0.996053" " 0.991012"
4.13784 " 36.8978" " 0.459755" " 2.05767" " 0.4" " 0.00144163" " 0.990817" " 0.986001" " 0.99607" " 0.991034"
4.13884 " 36.9237" " 0.460225" " 2.05756" " 0.4" " 0.00143455" " 0.990868" " 0.986027" " 0.996087" " 0.991055"
4.13984 " 36.9495" " 0.460693" " 2.05745" " 0.4" " 0.00142742" " 0.990919" " 0.986053" " 0.996104" " 0.991077"
4.14084 " 36.9751" " 0.461158" " 2.05734" " 0.4" " 0.00142024" " 0.99097" " 0.986078" " 0.996122" " 0.991098"
4.14184 " 37.0006" " 0.46162" " 2.05722" " 0.4" " 0.001413" " 0.991021" " 0.986104" " 0.996139" " 0.99112"
4.14284 " 37.026" " 0.462079" " 2.05709" " 0.4" " 0.00140571" " 0.991073" " 0.98613" " 0.996156" " 0.991142"
4.14384 " 37.0512" " 0.462535" " 2.05696" " 0.4" " 0.00139837" " 0.991124" " 0.986156" " 0.996174" " 0.991163"
4.14484 " 37.0763" " 0.462988" " 2.05683" " 0.4" " 0.00139097" " 0.991175" " 0.986182" " 0.996191" " 0.991185"
4.14584 " 37.1013" " 0.463439" " 2.05668" " 0.4" " 0.00138352" " 0.991226" " 0.986208" " 0.996209" " 0.991207"
4.14684 " 37.1261" " 0.463886" " 2.05654" " 0.4" " 0.00137602" " 0.991278" " 0.986234" " 0.996226" " 0.991228"
4.14784 " 37.1508" " 0.46433" " 2.05639" " 0.4" " 0.00136846" " 0.991329" " 0.98626" " 0.996243" " 0.99125"
4.14884 " 37.1754" " 0.464772" " 2.05623" " 0.4" " 0.00136086" " 0.991381" " 0.986286" " 0.996261" " 0.991272"
4.14984 " 37.1998" " 0.465211" " 2.05607" " 0.4" " 0.0013532" " 0.991432" " 0.986312" " 0.996279" " 0.991294"
4.15084 " 37.2241" " 0.465646" " 2.0559" " 0.4" " 0.0013455" " 0.991484" " 0.986338" " 0.996296" " 0.991316"
4.15184 " 37.2482" " 0.466079" " 2.05573" " 0.4" " 0.00133774" " 0.991535" " 0.986364" " 0.996314" " 0.991338"
4.15284 " 37.2722" " 0.466508" " 2.05555" " 0.4" " 0.00132993" " 0.991587" " 0.98639" " 0.996331" " 0.99136"
4.15384 " 37.2961" " 0.466935" " 2.05537" " 0.4" " 0.00132208" " 0.991639" " 0.986417" " 0.996349" " 0.991382"
4.15484 " 37.3198" " 0.467359" " 2.05518" " 0.4" " 0.00131417" " 0.99169" " 0.986443" " 0.996367" " 0.991404"
4.15584 " 37.3434" " 0.467779" " 2.05499" " 0.4" " 0.00130622" " 0.991742" " 0.986469" " 0.996384" " 0.991426"
4.15684 " 37.3669" " 0.468196" " 2.05479" " 0.4" " 0.00129821" " 0.991794" " 0.986496" " 0.996402" " 0.991448"
4.15784 " 37.3902" " 0.468611" " 2.05459" " 0.4" " 0.00129016" " 0.991846" " 0.986522" " 0.99642" " 0.99147"
4.15884 " 37.4133" " 0.469022" " 2.05438" " 0.4" " 0.00128206" " 0.991898" " 0.986549" " 0.996438" " 0.991492"
4.15984 " 37.4363" " 0.46943" " 2.05417" " 0.4" " 0.00127391" " 0.99195" " 0.986575" " 0.996455" " 0.991515"
4.16084 " 37.4592" " 0.469835" " 2.05395" " 0.4" " 0.00126572" " 0.992002" " 0.986602" " 0.996473" " 0.991537"
4.16184 " 37.4819" " 0.470237" " 2.05373" " 0.4" " 0.00125748" " 0.992054" " 0.986629" " 0.996491" " 0.991559"
4.16284 " 37.5044" " 0.470636" " 2.0535" " 0.4" " 0.00124919" " 0.992106" " 0.986656" " 0.996509" " 0.991582"
4.16384 " 37.5269" " 0.471031" " 2.05326" " 0.4" " 0.00124086" " 0.992158" " 0.986683" " 0.996527" " 0.991604"
4.16484 " 37.5491" " 0.471424" " 2.05302" " 0.4" " 0.00123248" " 0.99221" " 0.986709" " 0.996545" " 0.991626"
4.16584 " 37.5712" " 0.471813" " 2.05278" " 0.4" " 0.00122406" " 0.992262" " 0.986736" " 0.996563" " 0.991649"
4.16684 " 37.5932" " 0.472199" " 2.05253" " 0.4" " 0.00121559" " 0.992315" " 0.986763" " 0.996581" " 0.991672"
4.16784 " 37.615" " 0.472582" " 2.05228" " 0.4" " 0.00120707" " 0.992367" " 0.986791" " 0.996599" " 0.991694"
4.16884 " 37.6366" " 0.472962" " 2.05201" " 0.4" " 0.00119851" " 0.99242" " 0.986818" " 0.996618" " 0.991717"
4.16984 " 37.6581" " 0.473338" " 2.05175" " 0.4" " 0.00118991" " 0.992472" " 0.986845" " 0.996636" " 0.99174"
4.17084 " 37.6795" " 0.473712" " 2.05148" " 0.4" " 0.00118127" " 0.992525" " 0.986872" " 0.996654" " 0.991762"
4.17184 " 37.7007" " 0.474081" " 2.0512" " 0.4" " 0.00117258" " 0.992577" " 0.986899" " 0.996672" " 0.991785"
4.17284 " 37.7217" " 0.474448" " 2.05092" " 0.4" " 0.00116385" " 0.99263" " 0.986927" " 0.996691" " 0.991808"
4.17384 " 37.7426" " 0.474811" " 2.05063" " 0.4" " 0.00115508" " 0.992683" " 0.986954" " 0.996709" " 0.991831"
4.17484 " 37.7633" " 0.475172" " 2.05034" " 0.4" " 0.00114626" " 0.992735" " 0.986982" " 0.996727" " 0.991854"
4.17584 " 37.7838" " 0.475529" " 2.05004" " 0.4" " 0.00113741" " 0.992788" " 0.987009" " 0.996746" " 0.991877"
4.17684 " 37.8042" " 0.475882" " 2.04974" " 0.4" " 0.00112851" " 0.992841" " 0.987037" " 0.996764" " 0.9919"
4.17784 " 37.8244" " 0.476233" " 2.04943" " 0.4" " 0.00111957" " 0.992894" " 0.987065" " 0.996783" " 0.991923"
4.17884 " 37.8445" " 0.476579" " 2.04912" " 0.4" " 0.00111059" " 0.992947" " 0.987093" " 0.996801" " 0.991946"
4.17984 " 37.8644" " 0.476923" " 2.0488" " 0.4" " 0.00110158" " 0.993" " 0.98712" " 0.99682" " 0.99197"
4.18084 " 37.8842" " 0.477263" " 2.04848" " 0.4" " 0.00109252" " 0.993053" " 0.987148" " 0.996838" " 0.991993"
4.18184 " 37.9038" " 0.4776" " 2.04815" " 0.4" " 0.00108342" " 0.993106" " 0.987176" " 0.996857" " 0.992016"
4.18284 " 37.9232" " 0.477934" " 2.04781" " 0.4" " 0.00107429" " 0.99316" " 0.987204" " 0.996876" " 0.99204"
4.18384 " 37.9424" " 0.478264" " 2.04747" " 0.4" " 0.00106511" " 0.993213" " 0.987233" " 0.996895" " 0.992063"
4.18484 " 37.9615" " 0.478591" " 2.04713" " 0.4" " 0.0010559" " 0.993266" " 0.987261" " 0.996914" " 0.992087"
4.18584 " 37.9804" " 0.478915" " 2.04678" " 0.4" " 0.00104665" " 0.99332" " 0.987289" " 0.996932" " 0.99211"
4.18684 " 37.9992" " 0.479235" " 2.04642" " 0.4" " 0.00103736" " 0.993373" " 0.987317" " 0.996951" " 0.992134"
4.18784 " 38.0178" " 0.479552" " 2.04606" " 0.4" " 0.00102804" " 0.993427" " 0.987346" " 0.99697" " 0.992158"
4.18884 " 38.0362" " 0.479865" " 2.0457" " 0.4" " 0.00101868" " 0.993481" " 0.987374" " 0.996989" " 0.992181"
4.18984 " 38.0545" " 0.480175" " 2.04532" " 0.4" " 0.00100929" " 0.993534" " 0.987403" " 0.997008" " 0.992205"
4.19084 " 38.0725" " 0.480481" " 2.04495" " 0.4" " 0.000999854" " 0.993588" " 0.987432" " 0.997027" " 0.992229"
4.19184 " 38.0905" " 0.480784" " 2.04456" " 0.4" " 0.000990388" " 0.993642" " 0.98746" " 0.997047" " 0.992253"
4.19284 " 38.1082" " 0.481084" " 2.04418" " 0.4" " 0.000980887" " 0.993696" " 0.987489" " 0.997066" " 0.992277"
4.19384 " 38.1258" " 0.48138" " 2.04378" " 0.4" " 0.000971351" " 0.99375" " 0.987518" " 0.997085" " 0.992301"
4.19484 " 38.1432" " 0.481673" " 2.04338" " 0.4" " 0.000961782" " 0.993804" " 0.987547" " 0.997104" " 0.992325"
4.19584 " 38.1604" " 0.481962" " 2.04298" " 0.4" " 0.000952179" " 0.993858" " 0.987576" " 0.997124" " 0.99235"
4.19684 " 38.1775" " 0.482247" " 2.04257" " 0.4" " 0.000942543" " 0.993912" " 0.987605" " 0.997143" " 0.992374"
4.19784 " 38.1943" " 0.48253" " 2.04215" " 0.4" " 0.000932874" " 0.993966" " 0.987634" " 0.997163" " 0.992398"
4.19884 " 38.211" " 0.482808" " 2.04173" " 0.4" " 0.000923173" " 0.994021" " 0.987664" " 0.997182" " 0.992423"
4.19984 " 38.2276" " 0.483084" " 2.04131" " 0.4" " 0.00091344" " 0.994075" " 0.987693" " 0.997202" " 0.992447"
4.20084 " 38.2439" " 0.483355" " 2.04088" " 0.4" " 0.000903675" " 0.99413" " 0.987722" " 0.997221" " 0.992472"
4.20184 " 38.2601" " 0.483624" " 2.04044" " 0.4" " 0.00089388" " 0.994184" " 0.987752" " 0.997241" " 0.992496"
4.20284 " 38.2761" " 0.483888" " 2.04" " 0.4" " 0.000884053" " 0.994239" " 0.987781" " 0.997261" " 0.992521"
4.20384 " 38.2919" " 0.484149" " 2.03955" " 0.4" " 0.000874197" " 0.994293" " 0.987811" " 0.99728" " 0.992545"
4.20484 " 38.3076" " 0.484407" " 2.0391" " 0.4" " 0.00086431" " 0.994348" " 0.987841" " 0.9973" " 0.99257"
4.20584 " 38.323" " 0.484661" " 2.03864" " 0.4" " 0.000854395" " 0.994403" " 0.987871" " 0.99732" " 0.992595"
4.20684 " 38.3383" " 0.484912" " 2.03818" " 0.4" " 0.00084445" " 0.994458" " 0.987901" " 0.99734" " 0.99262"
4.20784 " 38.3534" " 0.485159" " 2.03771" " 0.4" " 0.000834476" " 0.994513" " 0.987931" " 0.99736" " 0.992645"
4.20884 " 38.3684" " 0.485402" " 2.03723" " 0.4" " 0.000824475" " 0.994568" " 0.987961" " 0.99738" " 0.99267"
4.20984 " 38.3831" " 0.485642" " 2.03675" " 0.4" " 0.000814445" " 0.994623" " 0.987991" " 0.9974" " 0.992695"
4.21084 " 38.3977" " 0.485878" " 2.03626" " 0.4" " 0.000804389" " 0.994678" " 0.988021" " 0.99742" " 0.99272"
4.21184 " 38.4121" " 0.486111" " 2.03577" " 0.4" " 0.000794305" " 0.994733" " 0.988051" " 0.99744" " 0.992746"
4.21284 " 38.4263" " 0.48634" " 2.03528" " 0.4" " 0.000784195" " 0.994789" " 0.988082" " 0.997461" " 0.992771"
4.21384 " 38.4403" " 0.486566" " 2.03477" " 0.4" " 0.000774059" " 0.994844" " 0.988112" " 0.997481" " 0.992796"
4.21484 " 38.4542" " 0.486788" " 2.03427" " 0.4" " 0.000763897" " 0.994899" " 0.988143" " 0.997501" " 0.992822"
4.21584 " 38.4678" " 0.487006" " 2.03375" " 0.4" " 0.00075371" " 0.994955" " 0.988174" " 0.997522" " 0.992848"
4.21684 " 38.4813" " 0.487221" " 2.03323" " 0.4" " 0.000743498" " 0.995011" " 0.988204" " 0.997542" " 0.992873"
4.21784 " 38.4946" " 0.487432" " 2.03271" " 0.4" " 0.000733261" " 0.995066" " 0.988235" " 0.997563" " 0.992899"
4.21884 " 38.5077" " 0.48764" " 2.03218" " 0.4" " 0.000723001" " 0.995122" " 0.988266" " 0.997583" " 0.992925"
4.21984 " 38.5206" " 0.487844" " 2.03164" " 0.4" " 0.000712717" " 0.995178" " 0.988297" " 0.997604" " 0.99295"
4.22084 " 38.5334" " 0.488044" " 2.0311" " 0.4" " 0.00070241" " 0.995234" " 0.988328" " 0.997625" " 0.992976"
4.22184 " 38.5459" " 0.488241" " 2.03056" " 0.4" " 0.00069208" " 0.99529" " 0.988359" " 0.997645" " 0.993002"
4.22284 " 38.5583" " 0.488431" " 2.03" " 0.4" " 0.000681728" " 0.995344" " 0.988386" " 0.997663" " 0.993025"
4.22384 " 38.5704" " 0.488621" " 2.02945" " 0.4" " 0.000671355" " 0.9954" " 0.988418" " 0.997684" " 0.993051"
4.22484 " 38.5824" " 0.488807" " 2.02889" " 0.4" " 0.00066096" " 0.995456" " 0.988449" " 0.997705" " 0.993077"
4.22584 " 38.5942" " 0.488989" " 2.02832" " 0.4" " 0.000650543" " 0.995512" " 0.988481" " 0.997726" " 0.993103"
4.22684 " 38.6059" " 0.489167" " 2.02775" " 0.4" " 0.000640107" " 0.995569" " 0.988512" " 0.997747" " 0.99313"
4.22784 " 38.6173" " 0.489342" " 2.02717" " 0.4" " 0.00062965" " 0.995625" " 0.988544" " 0.997769" " 0.993156"
4.22884 " 38.6285" " 0.489514" " 2.02659" " 0.4" " 0.000619173" " 0.995682" " 0.988576" " 0.99779" " 0.993183"
4.22984 " 38.6396" " 0.489681" " 2.026" " 0.4" " 0.000608677" " 0.995738" " 0.988608" " 0.997811" " 0.99321"
4.23084 " 38.6504" " 0.489845" " 2.0254" " 0.4" " 0.000598163" " 0.995795" " 0.98864" " 0.997833" " 0.993236"
4.23184 " 38.6611" " 0.490005" " 2.0248" " 0.4" " 0.00058763" " 0.995852" " 0.988672" " 0.997854" " 0.993263"
4.23284 " 38.6716" " 0.490162" " 2.02419" " 0.4" " 0.000577078" " 0.995909" " 0.988705" " 0.997875" " 0.99329"
4.23384 " 38.6819" " 0.490315" " 2.02358" " 0.4" " 0.00056651" " 0.995966" " 0.988737" " 0.997897" " 0.993317"
4.23484 " 38.692" " 0.490464" " 2.02296" " 0.4" " 0.000555924" " 0.996023" " 0.988769" " 0.997918" " 0.993344"
4.23584 " 38.7019" " 0.490609" " 2.02234" " 0.4" " 0.000545321" " 0.99608" " 0.988802" " 0.99794" " 0.993371"
4.23684 " 38.7116" " 0.490751" " 2.02171" " 0.4" " 0.000534702" " 0.996137" " 0.988834" " 0.997962" " 0.993398"
4.23784 " 38.7211" " 0.490889" " 2.02107" " 0.4" " 0.000524067" " 0.996194" " 0.988867" " 0.997984" " 0.993425"
4.23884 " 38.7305" " 0.491024" " 2.02043" " 0.4" " 0.000513417" " 0.996252" " 0.9889" " 0.998006" " 0.993453"
4.23984 " 38.7396" " 0.491155" " 2.01979" " 0.4" " 0.000502752" " 0.996309" " 0.988933" " 0.998027" " 0.99348"
4.24084 " 38.7486" " 0.491282" " 2.01913" " 0.4" " 0.000492072" " 0.996366" " 0.988966" " 0.998049" " 0.993508"
4.24184 " 38.7573" " 0.491405" " 2.01848" " 0.4" " 0.000481378" " 0.996424" " 0.988999" " 0.998071" " 0.993535"
4.24284 " 38.7659" " 0.491525" " 2.01781" " 0.4" " 0.000470671" " 0.996481" " 0.989032" " 0.998093" " 0.993563"
4.24384 " 38.7743" " 0.491641" " 2.01714" " 0.4" " 0.00045995" " 0.996539" " 0.989065" " 0.998116" " 0.99359"
4.24484 " 38.7825" " 0.491753" " 2.01647" " 0.4" " 0.000449216" " 0.996597" " 0.989099" " 0.998138" " 0.993618"
4.24584 " 38.7905" " 0.491862" " 2.01579" " 0.4" " 0.00043847" " 0.996655" " 0.989132" " 0.99816" " 0.993646"
4.24684 " 38.7983" " 0.491967" " 2.0151" " 0.4" " 0.000427712" " 0.996713" " 0.989166" " 0.998182" " 0.993674"
4.24784 " 38.8059" " 0.492068" " 2.01441" " 0.4" " 0.000416942" " 0.996771" " 0.989199" " 0.998205" " 0.993702"
4.24884 " 38.8133" " 0.492166" " 2.01371" " 0.4" " 0.000406161" " 0.996829" " 0.989233" " 0.998227" " 0.99373"
4.24984 " 38.8205" " 0.49226" " 2.01301" " 0.4" " 0.00039537" " 0.996887" " 0.989267" " 0.99825" " 0.993758"
4.25084 " 38.8275" " 0.49235" " 2.0123" " 0.4" " 0.000384568" " 0.996945" " 0.9893" " 0.998272" " 0.993786"
4.25184 " 38.8343" " 0.492437" " 2.01159" " 0.4" " 0.000373757" " 0.997003" " 0.989334" " 0.998295" " 0.993815"
4.25284 " 38.841" " 0.492519" " 2.01087" " 0.4" " 0.000362936" " 0.997062" " 0.989368" " 0.998318" " 0.993843"
4.25384 " 38.8474" " 0.492599" " 2.01014" " 0.4" " 0.000352106" " 0.99712" " 0.989403" " 0.99834" " 0.993871"
4.25484 " 38.8536" " 0.492674" " 2.00941" " 0.4" " 0.000341267" " 0.997179" " 0.989437" " 0.998363" " 0.9939"
4.25584 " 38.8597" " 0.492746" " 2.00867" " 0.4" " 0.000330421" " 0.997237" " 0.989471" " 0.998386" " 0.993928"
4.25683 " 38.8655" " 0.492814" " 2.00793" " 0.4" " 0.000319567" " 0.997296" " 0.989505" " 0.998409" " 0.993957"
4.25783 " 38.8712" " 0.492878" " 2.00718" " 0.4" " 0.000308705" " 0.997355" " 0.98954" " 0.998432" " 0.993986"
4.25883 " 38.8766" " 0.492939" " 2.00643" " 0.4" " 0.000297837" " 0.997414" " 0.989575" " 0.998455" " 0.994015"
4.25983 " 38.8819" " 0.492996" " 2.00567" " 0.4" " 0.000286963" " 0.997473" " 0.989609" " 0.998478" " 0.994044"
4.26083 " 38.887" " 0.493049" " 2.0049" " 0.4" " 0.000276082" " 0.997532" " 0.989644" " 0.998501" " 0.994073"
4.26183 " 38.8918" " 0.493099" " 2.00413" " 0.4" " 0.000265196" " 0.997591" " 0.989679" " 0.998524" " 0.994102"
4.26283 " 38.8965" " 0.493144" " 2.00336" " 0.4" " 0.000254305" " 0.99765" " 0.989714" " 0.998548" " 0.994131"
4.26383 " 38.901" " 0.493186" " 2.00257" " 0.4" " 0.00024341" " 0.997709" " 0.989749" " 0.998571" " 0.99416"
4.26483 " 38.9053" " 0.493225" " 2.00179" " 0.4" " 0.00023251" " 0.997768" " 0.989784" " 0.998594" " 0.994189"
4.26583 " 38.9094" " 0.493259" " 2.00099" " 0.4" " 0.000221606" " 0.997827" " 0.989819" " 0.998618" " 0.994219"
4.26683 " 38.9133" " 0.493291" " 2.00019" " 0.4" " 0.000210699" " 0.997887" " 0.989854" " 0.998641" " 0.994248"
4.26783 " 38.917" " 0.493318" " 1.99939" " 0.4" " 0.000199789" " 0.997946" " 0.98989" " 0.998665" " 0.994277"
4.26883 " 38.9205" " 0.493342" " 1.99858" " 0.4" " 0.000188877" " 0.998006" " 0.989925" " 0.998689" " 0.994307"
4.26983 " 38.9238" " 0.493362" " 1.99776" " 0.4" " 0.000177963" " 0.998065" " 0.989961" " 0.998712" " 0.994336"
4.27083 " 38.9269" " 0.493378" " 1.99694" " 0.4" " 0.000167047" " 0.998125" " 0.989996" " 0.998736" " 0.994366"
4.27183 " 38.9298" " 0.493391" " 1.99611" " 0.4" " 0.00015613" " 0.998185" " 0.990032" " 0.99876" " 0.994396"
4.27283 " 38.9325" " 0.4934" " 1.99528" " 0.4" " 0.000145212" " 0.998244" " 0.990068" " 0.998784" " 0.994426"
4.27383 " 38.935" " 0.493405" " 1.99444" " 0.4" " 0.000134293" " 0.998304" " 0.990104" " 0.998808" " 0.994456"
4.27483 " 38.9373" " 0.493407" " 1.9936" " 0.4" " 0.000123375" " 0.998364" " 0.99014" " 0.998832" " 0.994486"
4.27583 " 38.9394" " 0.493405" " 1.99275" " 0.4" " 0.000112458" " 0.998424" " 0.990176" " 0.998856" " 0.994516"
4.27683 " 38.9414" " 0.493399" " 1.99189" " 0.4" " 0.000101541" " 0.998484" " 0.990212" " 0.99888" " 0.994546"
4.27783 " 38.9431" " 0.49339" " 1.99103" " 0.4" " 9.06258e-05" " 0.998544" " 0.990248" " 0.998904" " 0.994576"
4.27883 " 38.9446" " 0.493377" " 1.99016" " 0.4" " 7.97124e-05" " 0.998604" " 0.990284" " 0.998928" " 0.994606"
4.27983 " 38.946" " 0.49336" " 1.98929" " 0.4" " 6.88012e-05" " 0.998665" " 0.990321" " 0.998952" " 0.994636"
4.28083 " 38.9471" " 0.49334" " 1.98841" " 0.4" " 5.78927e-05" " 0.998725" " 0.990357" " 0.998977" " 0.994667"
4.28183 " 38.9481" " 0.493316" " 1.98753" " 0.4" " 4.69872e-05" " 0.998785" " 0.990394" " 0.999001" " 0.994697"
4.28283 " 38.9488" " 0.493288" " 1.98664" " 0.4" " 3.60853e-05" " 0.998846" " 0.99043" " 0.999025" " 0.994728"
4.28383 " 38.9493" " 0.493257" " 1.98575" " 0.4" " 2.51873e-05" " 0.998906" " 0.990467" " 0.99905" " 0.994758"
4.28483 " 38.9497" " 0.493222" " 1.98485" " 0.4" " 1.42938e-05" " 0.998967" " 0.990504" " 0.999075" " 0.994789"
4.28583 " 38.9499" " 0.493183" " 1.98394" " 0.4" " 3.40497e-06" " 0.999027" " 0.990541" " 0.999099" " 0.99482"
4.28683 " 38.9498" " 0.493141" " 1.98303" " 0.4" " -7.4786e-06" " 0.999088" " 0.990578" " 0.999124" " 0.994851"
4.28783 " 38.9496" " 0.493096" " 1.98211" " 0.4" " -1.83565e-05" " 0.999149" " 0.990615" " 0.999148" " 0.994882"
4.28883 " 38.9492" " 0.493046" " 1.98119" " 0.4" " -2.92284e-05" " 0.999209" " 0.990652" " 0.999173" " 0.994912"
4.28983 " 38.9485" " 0.492993" " 1.98026" " 0.4" " -4.00938e-05" " 0.99927" " 0.990689" " 0.999198" " 0.994943"
4.29083 " 38.9477" " 0.492937" " 1.97933" " 0.4" " -5.09522e-05" " 0.999331" " 0.990726" " 0.999223" " 0.994974"
4.29183 " 38.9467" " 0.492876" " 1.97839" " 0.4" " -6.18034e-05" " 0.999392" " 0.990763" " 0.999248" " 0.995005"
4.29283 " 38.9455" " 0.492813" " 1.97744" " 0.4" " -7.26467e-05" " 0.999453" " 0.990801" " 0.999273" " 0.995037"
4.29383 " 38.9441" " 0.492745" " 1.97649" " 0.4" " -8.34819e-05" " 0.999514" " 0.990838" " 0.999298" " 0.995068"
4.29483 " 38.9425" " 0.492674" " 1.97553" " 0.4" " -9.43085e-05" " 0.999575" " 0.990876" " 0.999323" " 0.995099"
4.29583 " 38.9407" " 0.4926" " 1.97457" " 0.4" " -0.000105126" " 0.999636" " 0.990913" " 0.999348" " 0.995131"
4.29683 " 38.9387" " 0.492521" " 1.9736" " 0.4" " -0.000115934" " 0.999697" " 0.990951" " 0.999373" " 0.995162"
4.29783 " 38.9365" " 0.49244" " 1.97263" " 0.4" " -0.000126733" " 0.999758" " 0.990989" " 0.999398" " 0.995193"
4.29883 " 38.9341" " 0.492354" " 1.97165" " 0.4" " -0.000137521" " 0.99982" " 0.991027" " 0.999423" " 0.995225"
4.29983 " 38.9316" " 0.492266" " 1.97067" " 0.4" " -0.000148298" " 0.999881" " 0.991065" " 0.999449" " 0.995257"
4.30083 " 38.9288" " 0.492173" " 1.96968" " 0.4" " -0.000159064" " 0.999942" " 0.991103" " 0.999474" " 0.995288"
4.30183 " 38.9258" " 0.492077" " 1.96868" " 0.4" " -0.000169819" " 1" " 0.991141" " 0.999499" " 0.99532"
4.30283 " 38.9227" " 0.491978" " 1.96768" " 0.4" " -0.000180562" " 1.00007" " 0.991179" " 0.999525" " 0.995352"
4.30383 " 38.9193" " 0.491875" " 1.96668" " 0.4" " -0.000191293" " 1.00013" " 0.991217" " 0.99955" " 0.995383"
4.30483 " 38.9158" " 0.491768" " 1.96566" " 0.4" " -0.00020201" " 1.00019" " 0.991255" " 0.999576" " 0.995415"
4.30583 " 38.9121" " 0.491658" " 1.96465" " 0.4" " -0.000212715" " 1.00025" " 0.991293" " 0.999601" " 0.995447"
4.30683 " 38.9081" " 0.491544" " 1.96362" " 0.4" " -0.000223406" " 1.00031" " 0.991332" " 0.999627" " 0.995479"
4.30783 " 38.904" " 0.491427" " 1.96259" " 0.4" " -0.000234083" " 1.00037" " 0.99137" " 0.999652" " 0.995511"
4.30883 " 38.8997" " 0.491307" " 1.96156" " 0.4" " -0.000244746" " 1.00043" " 0.991409" " 0.999678" " 0.995543"
4.30983 " 38.8952" " 0.491182" " 1.96052" " 0.4" " -0.000255394" " 1.0005" " 0.991447" " 0.999704" " 0.995575"
4.31083 " 38.8905" " 0.491053" " 1.95948" " 0.4" " -0.000266027" " 1.00056" " 0.991482" " 0.999727" " 0.995605"
4.31183 " 38.8856" " 0.490922" " 1.95843" " 0.4" " -0.000276643" " 1.00062" " 0.991521" " 0.999753" " 0.995637"
4.31283 " 38.8806" " 0.490787" " 1.95737" " 0.4" " -0.000287244" " 1.00068" " 0.991559" " 0.999779" " 0.995669"
4.31383 " 38.8753" " 0.490649" " 1.95632" " 0.4" " -0.000297829" " 1.00074" " 0.991598" " 0.999805" " 0.995701"
4.31483 " 38.8698" " 0.490508" " 1.95525" " 0.4" " -0.000308396" " 1.0008" " 0.991637" " 0.99983" " 0.995733"
4.31583 " 38.8642" " 0.490363" " 1.95418" " 0.4" " -0.000318947" " 1.00087" " 0.991676" " 0.999856" " 0.995766"
4.31683 " 38.8584" " 0.490214" " 1.9531" " 0.4" " -0.00032948" " 1.00093" " 0.991715" " 0.999882" " 0.995798"
4.31783 " 38.8523" " 0.490063" " 1.95202" " 0.4" " -0.000339994" " 1.00099" " 0.991753" " 0.999908" " 0.995831"
4.31883 " 38.8461" " 0.489907" " 1.95094" " 0.4" " -0.000350491" " 1.00105" " 0.991792" " 0.999934" " 0.995863"
4.31983 " 38.8397" " 0.489749" " 1.94984" " 0.4" " -0.000360968" " 1.00111" " 0.991831" " 0.99996" " 0.995896"
4.32083 " 38.8331" " 0.489587" " 1.94874" " 0.4" " -0.000371426" " 1.00118" " 0.991871" " 0.999986" " 0.995928"
4.32183 " 38.8263" " 0.489421" " 1.94764" " 0.4" " -0.000381865" " 1.00124" " 0.99191" " 1.00001" " 0.995961"
4.32283 " 38.8194" " 0.489252" " 1.94653" " 0.4" " -0.000392284" " 1.0013" " 0.991949" " 1.00004" " 0.995994"
